Wk;Day;Date;Time;Home;Score;Away;Attendance;Venue;Referee;Match Report;Notes
1;Sat;30.08.14;18:00;Chievo;0–1;Juventus;26,000;Stadio Marc'Antonio Bentegodi;Carmine Russo;Match Report;
1;Sat;30.08.14;20:45;Roma;2–0;Fiorentina;44,353;Stadio Olimpico;Marco Guida;Match Report;
1;Sun;31.08.14;18:00;Atalanta;0–0;Hellas Verona;14,925;Stadio Atleti Azzurri d'Italia;Nicola Rizzoli;Match Report;
1;Sun;31.08.14;18:00;Milan;3–1;Lazio;36,674;Stadio Giuseppe Meazza;Nicola Rizzoli;Match Report;
1;Sun;31.08.14;20:45;Genoa;1–2;Napoli;21,963;Stadio Comunale Luigi Ferraris;Luca Banti;Match Report;
1;Sun;31.08.14;20:45;Cesena;1–0;Parma;14,415;Stadio Dino Manuzzi;Sebastiano Peruzzo;Match Report;
1;Sun;31.08.14;20:45;Udinese;2–0;Empoli;7,889;Dacia Arena;Marco Di Bello;Match Report;
1;Sun;31.08.14;20:45;Sassuolo;1–1;Cagliari;11,292;Stadio Città del Tricolore;Paolo Valeri;Match Report;
1;Sun;31.08.14;20:45;Torino;0–0;Inter;25,824;Stadio Olimpico di Torino;Daniele Doveri;Match Report;
1;Sun;31.08.14;20:45;Palermo;1–1;Sampdoria;17,064;Stadio Renzo Barbera;Dino Tommasi;Match Report;
;;;;;;;;;;;
2;Sat;13.09.14;18:00;Empoli;0–1;Roma;11,113;Stadio Carlo Castellani;Andrea Gervasoni;Match Report;
2;Sat;13.09.14;20:45;Juventus;2–0;Udinese;38,217;Allianz Stadium;Antonio Damato;Match Report;
2;Sun;14.09.14;12:30;Sampdoria;2–0;Torino;21,180;Stadio Comunale Luigi Ferraris;Paolo Mazzoleni;Match Report;
2;Sun;14.09.14;15:00;Inter;7–0;Sassuolo;34,549;Stadio Giuseppe Meazza;Giampaolo Calvarese;Match Report;
2;Sun;14.09.14;15:00;Lazio;3–0;Cesena;31,200;Stadio Olimpico;Massimiliano Irrati;Match Report;
2;Sun;14.09.14;15:00;Fiorentina;0–0;Genoa;34,058;Stadio Artemio Franchi;Daniele Orsato;Match Report;
2;Sun;14.09.14;15:00;Cagliari;1–2;Atalanta;9,100;Stadio Sant'Elia;Angelo Cervellera;Match Report;
2;Sun;14.09.14;15:00;Napoli;0–1;Chievo;35,251;Stadio San Paolo;Piero Giacomelli;Match Report;
2;Sun;14.09.14;20:45;Parma;4–5;Milan;14,264;Stadio Ennio Tardini;Davide Massa;Match Report;
2;Mon;15.09.14;20:45;Hellas Verona;2–1;Palermo;18,304;Stadio Marc'Antonio Bentegodi;Gianluca Rocchi;Match Report;
;;;;;;;;;;;
3;Sat;20.09.14;18:00;Cesena;2–2;Empoli;14,073;Stadio Dino Manuzzi;Claudio Gavillucci;Match Report;
3;Sat;20.09.14;20:45;Milan;0–1;Juventus;78,681;Stadio Giuseppe Meazza;Nicola Rizzoli;Match Report;
3;Sun;21.09.14;12:30;Chievo;2–3;Parma;10,000;Stadio Marc'Antonio Bentegodi;Antonio Damato;Match Report;
3;Sun;21.09.14;15:00;Sassuolo;0–0;Sampdoria;12,004;Stadio Città del Tricolore;Marco Di Bello;Match Report;
3;Sun;21.09.14;15:00;Genoa;1–0;Lazio;18,009;Stadio Comunale Luigi Ferraris;Marco Guida;Match Report;
3;Sun;21.09.14;15:00;Roma;2–0;Cagliari;40,977;Stadio Olimpico;Sebastiano Peruzzo;Match Report;
3;Sun;21.09.14;18:00;Udinese;1–0;Napoli;8,833;Dacia Arena;Paolo Tagliavento;Match Report;
3;Sun;21.09.14;18:00;Atalanta;0–1;Fiorentina;15,406;Stadio Atleti Azzurri d'Italia;Carmine Russo;Match Report;
3;Sun;21.09.14;20:45;Torino;0–1;Hellas Verona;13,405;Stadio Olimpico di Torino;Luca Banti;Match Report;
3;Sun;21.09.14;20:45;Palermo;1–1;Inter;18,292;Stadio Renzo Barbera;Paolo Valeri;Match Report;
;;;;;;;;;;;
4;Tue;23.09.14;20:45;Empoli;2–2;Milan;12,619;Stadio Carlo Castellani;Giampaolo Calvarese;Match Report;
4;Wed;24.09.14;20:45;Cagliari;1–2;Torino;9,400;Stadio Sant'Elia;Massimiliano Irrati;Match Report;
4;Wed;24.09.14;20:45;Hellas Verona;2–2;Genoa;16,785;Stadio Marc'Antonio Bentegodi;Dino Tommasi;Match Report;
4;Wed;24.09.14;20:45;Juventus;3–0;Cesena;36,027;Allianz Stadium;Piero Giacomelli;Match Report;
4;Wed;24.09.14;20:45;Inter;2–0;Atalanta;29,535;Stadio Giuseppe Meazza;Andrea Gervasoni;Match Report;
4;Wed;24.09.14;20:45;Napoli;3–3;Palermo;18,521;Stadio San Paolo;Daniele Doveri;Match Report;
4;Wed;24.09.14;20:45;Fiorentina;0–0;Sassuolo;28,175;Stadio Artemio Franchi;Angelo Cervellera;Match Report;
4;Wed;24.09.14;20:45;Parma;1–2;Roma;12,657;Stadio Ennio Tardini;Paolo Mazzoleni;Match Report;
