Wk;Day;Date;Time;Home;Score;Away;Attendance;Venue;Referee;Match Report;Notes
31;Sun;28.04.13;;Mainz 05;0–0;Eint Frankfurt;;;Knut Kircher;Match Report;
31;Sun;28.04.13;;Schalke 04;4–1;Hamburger SV;;;Peter Sippel;Match Report;
;;;;;;;;;;;
32;Fri;03.05.13;;M'Gladbach;0–1;Schalke 04;;;Florian Meyer;Match Report;
32;Sat;04.05.13;;Nürnberg;0–2;Leverkusen;;;Tobias Welz;Match Report;
32;Sat;04.05.13;;Stuttgart;0–2;Greuther Fürth;;;Guido Winkmann;Match Report;
32;Sat;04.05.13;;Werder Bremen;2–2;Hoffenheim;;;Robert Hartmann;Match Report;
32;Sat;04.05.13;;Hannover 96;2–2;Mainz 05;;;Wolfgang Stark;Match Report;
32;Sat;04.05.13;;Eint Frankfurt;3–1;Düsseldorf;;;Peter Sippel;Match Report;
32;Sat;04.05.13;;Dortmund;1–1;Bayern Munich;;;Peter Gagelmann;Match Report;
32;Sun;05.05.13;;Freiburg;2–0;Augsburg;;;Felix Zwayer;Match Report;
32;Sun;05.05.13;;Hamburger SV;1–1;Wolfsburg;;;Jochen Drees;Match Report;
;;;;;;;;;;;
33;Sat;11.05.13;;Düsseldorf;1–2;Nürnberg;;;Knut Kircher;Match Report;
33;Sat;11.05.13;;Schalke 04;1–2;Stuttgart;;;Deniz Aytekin;Match Report;
33;Sat;11.05.13;;Mainz 05;2–4;M'Gladbach;;;Felix Brych;Match Report;
33;Sat;11.05.13;;Greuther Fürth;1–2;Freiburg;;;Daniel Siebert;Match Report;
33;Sat;11.05.13;;Leverkusen;3–1;Hannover 96;;;Bastian Dankert;Match Report;
33;Sat;11.05.13;;Wolfsburg;3–3;Dortmund;;;Günter Perl;Match Report;
33;Sat;11.05.13;;Bayern Munich;3–0;Augsburg;;;Marco Fritz;Match Report;
33;Sat;11.05.13;;Hoffenheim;1–4;Hamburger SV;;;Christian Dingert;Match Report;
33;Sat;11.05.13;;Werder Bremen;1–1;Eint Frankfurt;;;Manuel Gräfe;Match Report;
;;;;;;;;;;;
34;Sat;18.05.13;;Dortmund;1–2;Hoffenheim;;;Jochen Drees;Match Report;
34;Sat;18.05.13;;Hannover 96;3–0;Düsseldorf;;;Peter Gagelmann;Match Report;
34;Sat;18.05.13;;Freiburg;1–2;Schalke 04;;;Felix Brych;Match Report;
34;Sat;18.05.13;;Stuttgart;2–2;Mainz 05;;;Michael Weiner;Match Report;
34;Sat;18.05.13;;Augsburg;3–1;Greuther Fürth;;;Tobias Welz;Match Report;
34;Sat;18.05.13;;Nürnberg;3–2;Werder Bremen;;;Guido Winkmann;Match Report;
34;Sat;18.05.13;;M'Gladbach;3–4;Bayern Munich;;;Thorsten Kinhöfer;Match Report;
34;Sat;18.05.13;;Eint Frankfurt;2–2;Wolfsburg;;;Felix Zwayer;Match Report;
34;Sat;18.05.13;;Hamburger SV;0–1;Leverkusen;;;Wolfgang Stark;Match Report;
