Wk;Day;Date;Time;Home;Score;Away;Attendance;Venue;Referee;Match Report;Notes
14;Wed;28.11.12;;Stuttgart;2–1;Augsburg;;;Bastian Dankert;Match Report;
;;;;;;;;;;;
15;Fri;30.11.12;;Düsseldorf;4–0;Eint Frankfurt;;;Michael Weiner;Match Report;
15;Sat;01.12.12;;Augsburg;1–1;Freiburg;;;Christian Dingert;Match Report;
15;Sat;01.12.12;;Schalke 04;1–1;M'Gladbach;;;Felix Brych;Match Report;
15;Sat;01.12.12;;Leverkusen;1–0;Nürnberg;;;Markus Schmidt;Match Report;
15;Sat;01.12.12;;Bayern Munich;1–1;Dortmund;;;Peter Gagelmann;Match Report;
15;Sat;01.12.12;;Greuther Fürth;0–1;Stuttgart;;;Thorsten Kinhöfer;Match Report;
15;Sat;01.12.12;;Mainz 05;2–1;Hannover 96;;;Günter Perl;Match Report;
15;Sun;02.12.12;;Wolfsburg;1–1;Hamburger SV;;;Peter Sippel;Match Report;
15;Sun;02.12.12;;Hoffenheim;1–4;Werder Bremen;;;Knut Kircher;Match Report;
;;;;;;;;;;;
16;Fri;07.12.12;;Hamburger SV;2–0;Hoffenheim;;;Michael Weiner;Match Report;
16;Sat;08.12.12;;Freiburg;1–0;Greuther Fürth;;;Knut Kircher;Match Report;
16;Sat;08.12.12;;Eint Frankfurt;4–1;Werder Bremen;;;Deniz Aytekin;Match Report;
16;Sat;08.12.12;;Augsburg;0–2;Bayern Munich;;;Jochen Drees;Match Report;
16;Sat;08.12.12;;Dortmund;2–3;Wolfsburg;;;Wolfgang Stark;Match Report;
16;Sat;08.12.12;;Nürnberg;2–0;Düsseldorf;;;Marco Fritz;Match Report;
16;Sat;08.12.12;;Stuttgart;3–1;Schalke 04;;;Felix Zwayer;Match Report;
16;Sun;09.12.12;;M'Gladbach;2–0;Mainz 05;;;Thorsten Kinhöfer;Match Report;
16;Sun;09.12.12;;Hannover 96;3–2;Leverkusen;;;Tobias Welz;Match Report;
;;;;;;;;;;;
17;Fri;14.12.12;;Bayern Munich;1–1;M'Gladbach;;;Tobias Welz;Match Report;
17;Sat;15.12.12;;Wolfsburg;0–2;Eint Frankfurt;;;Peter Gagelmann;Match Report;
17;Sat;15.12.12;;Schalke 04;1–3;Freiburg;;;Tobias Stieler;Match Report;
17;Sat;15.12.12;;Leverkusen;3–0;Hamburger SV;;;Deniz Aytekin;Match Report;
17;Sat;15.12.12;;Greuther Fürth;1–1;Augsburg;;;Felix Zwayer;Match Report;
17;Sat;15.12.12;;Düsseldorf;2–1;Hannover 96;;;Knut Kircher;Match Report;
17;Sat;15.12.12;;Mainz 05;3–1;Stuttgart;;;Felix Brych;Match Report;
17;Sun;16.12.12;;Hoffenheim;1–3;Dortmund;;;Florian Meyer;Match Report;
17;Sun;16.12.12;;Werder Bremen;1–1;Nürnberg;;;Manuel Gräfe;Match Report;
;;;;;;;;;;;
18;Fri;18.01.13;;Schalke 04;5–4;Hannover 96;;;Deniz Aytekin;Match Report;
18;Sat;19.01.13;;Mainz 05;0–0;Freiburg;;;Felix Zwayer;Match Report;
18;Sat;19.01.13;;Leverkusen;3–1;Eint Frankfurt;;;Wolfgang Stark;Match Report;
18;Sat;19.01.13;;Wolfsburg;2–0;Stuttgart;;;Felix Brych;Match Report;
18;Sat;19.01.13;;Werder Bremen;0–5;Dortmund;;;Knut Kircher;Match Report;
18;Sat;19.01.13;;Hoffenheim;0–0;M'Gladbach;;;Peter Sippel;Match Report;
18;Sat;19.01.13;;Bayern Munich;2–0;Greuther Fürth;;;Markus Schmidt;Match Report;
18;Sun;20.01.13;;Nürnberg;1–1;Hamburger SV;;;Tobias Welz;Match Report;
18;Sun;20.01.13;;Düsseldorf;2–3;Augsburg;;;Manuel Gräfe;Match Report;
;;;;;;;;;;;
19;Fri;25.01.13;;Dortmund;3–0;Nürnberg;;;Michael Weiner;Match Report;
19;Sat;26.01.13;;Hannover 96;2–1;Wolfsburg;;;Günter Perl;Match Report;
19;Sat;26.01.13;;Eint Frankfurt;2–1;Hoffenheim;;;Jochen Drees;Match Report;
19;Sat;26.01.13;;M'Gladbach;2–1;Düsseldorf;;;Peter Gagelmann;Match Report;
19;Sat;26.01.13;;Augsburg;0–0;Schalke 04;;;Christian Dingert;Match Report;
19;Sat;26.01.13;;Freiburg;0–0;Leverkusen;;;Felix Brych;Match Report;
19;Sat;26.01.13;;Greuther Fürth;0–3;Mainz 05;;;Marco Fritz;Match Report;
19;Sun;27.01.13;;Hamburger SV;3–2;Werder Bremen;;;Thorsten Kinhöfer;Match Report;
19;Sun;27.01.13;;Stuttgart;0–2;Bayern Munich;;;Florian Meyer;Match Report;
;;;;;;;;;;;
20;Fri;01.02.13;;Werder Bremen;2–0;Hannover 96;;;Manuel Gräfe;Match Report;
20;Sat;02.02.13;;Hamburger SV;0–2;Eint Frankfurt;;;Felix Zwayer;Match Report;
20;Sat;02.02.13;;Schalke 04;1–2;Greuther Fürth;;;Bastian Dankert;Match Report;
20;Sat;02.02.13;;Hoffenheim;2–1;Freiburg;;;Robert Hartmann;Match Report;
20;Sat;02.02.13;;Düsseldorf;3–1;Stuttgart;;;Wolfgang Stark;Match Report;
20;Sat;02.02.13;;Mainz 05;0–3;Bayern Munich;;;Michael Weiner;Match Report;
20;Sat;02.02.13;;Wolfsburg;1–1;Augsburg;;;Marco Fritz;Match Report;
20;Sun;03.02.13;;Leverkusen;2–3;Dortmund;;;Deniz Aytekin;Match Report;
20;Sun;03.02.13;;Nürnberg;2–1;M'Gladbach;;;Florian Meyer;Match Report;
;;;;;;;;;;;
21;Sat;09.02.13;;Hannover 96;1–0;Hoffenheim;;;Daniel Siebert;Match Report;
21;Sat;09.02.13;;M'Gladbach;3–3;Leverkusen;;;Knut Kircher;Match Report;
21;Sat;09.02.13;;Eint Frankfurt;0–0;Nürnberg;;;Christian Dingert;Match Report;
21;Sat;09.02.13;;Dortmund;1–4;Hamburger SV;;;Manuel Gräfe;Match Report;
21;Sat;09.02.13;;Bayern Munich;4–0;Schalke 04;;;Peter Gagelmann;Match Report;
21;Sat;09.02.13;;Greuther Fürth;0–1;Wolfsburg;;;Guido Winkmann;Match Report;
21;Sat;09.02.13;;Stuttgart;1–4;Werder Bremen;;;Günter Perl;Match Report;
21;Sun;10.02.13;;Freiburg;1–0;Düsseldorf;;;Jochen Drees;Match Report;
21;Sun;10.02.13;;Augsburg;1–1;Mainz 05;;;Tobias Stieler;Match Report;
;;;;;;;;;;;
22;Fri;15.02.13;;Wolfsburg;0–2;Bayern Munich;;;Felix Zwayer;Match Report;
22;Sat;16.02.13;;Leverkusen;2–1;Augsburg;;;Markus Schmidt;Match Report;
22;Sat;16.02.13;;Dortmund;3–0;Eint Frankfurt;;;Felix Brych;Match Report;
22;Sat;16.02.13;;Mainz 05;2–2;Schalke 04;;;Wolfgang Stark;Match Report;
22;Sat;16.02.13;;Werder Bremen;2–3;Freiburg;;;Peter Sippel;Match Report;
22;Sat;16.02.13;;Hamburger SV;1–0;M'Gladbach;;;Robert Hartmann;Match Report;
22;Sat;16.02.13;;Düsseldorf;1–0;Greuther Fürth;;;Tobias Welz;Match Report;
22;Sun;17.02.13;;Nürnberg;2–2;Hannover 96;;;Thorsten Kinhöfer;Match Report;
22;Sun;17.02.13;;Hoffenheim;0–1;Stuttgart;;;Guido Winkmann;Match Report;
;;;;;;;;;;;
23;Fri;22.02.13;;Freiburg;0–0;Eint Frankfurt;;;Peter Gagelmann;Match Report;
23;Sat;23.02.13;;Bayern Munich;6–1;Werder Bremen;;;Marco Fritz;Match Report;
23;Sat;23.02.13;;Mainz 05;1–1;Wolfsburg;;;Peter Sippel;Match Report;
23;Sat;23.02.13;;Augsburg;2–1;Hoffenheim;;;Florian Meyer;Match Report;
23;Sat;23.02.13;;Stuttgart;1–1;Nürnberg;;;Tobias Stieler;Match Report;
23;Sat;23.02.13;;Hannover 96;5–1;Hamburger SV;;;Knut Kircher;Match Report;
23;Sat;23.02.13;;Schalke 04;2–1;Düsseldorf;;;Michael Weiner;Match Report;
23;Sun;24.02.13;;Greuther Fürth;0–0;Leverkusen;;;Jochen Drees;Match Report;
23;Sun;24.02.13;;M'Gladbach;1–1;Dortmund;;;Günter Perl;Match Report;
;;;;;;;;;;;
24;Fri;01.03.13;;Eint Frankfurt;0–1;M'Gladbach;;;Deniz Aytekin;Match Report;
24;Sat;02.03.13;;Leverkusen;2–1;Stuttgart;;;Wolfgang Stark;Match Report;
24;Sat;02.03.13;;Werder Bremen;0–1;Augsburg;;;Guido Winkmann;Match Report;
24;Sat;02.03.13;;Dortmund;3–1;Hannover 96;;;Tobias Welz;Match Report;
24;Sat;02.03.13;;Nürnberg;1–1;Freiburg;;;Felix Zwayer;Match Report;
24;Sat;02.03.13;;Hamburger SV;1–1;Greuther Fürth;;;Daniel Siebert;Match Report;
24;Sat;02.03.13;;Wolfsburg;1–4;Schalke 04;;;Manuel Gräfe;Match Report;
24;Sun;03.03.13;;Hoffenheim;0–1;Bayern Munich;;;Thorsten Kinhöfer;Match Report;
24;Sun;03.03.13;;Düsseldorf;1–1;Mainz 05;;;Felix Brych;Match Report;
;;;;;;;;;;;
25;Fri;08.03.13;;Augsburg;1–2;Nürnberg;;;Günter Perl;Match Report;
25;Sat;09.03.13;;M'Gladbach;1–1;Werder Bremen;;;Wolfgang Stark;Match Report;
25;Sat;09.03.13;;Schalke 04;2–1;Dortmund;;;Peter Gagelmann;Match Report;
25;Sat;09.03.13;;Mainz 05;1–0;Leverkusen;;;Florian Meyer;Match Report;
25;Sat;09.03.13;;Greuther Fürth;0–3;Hoffenheim;;;Knut Kircher;Match Report;
25;Sat;09.03.13;;Freiburg;2–5;Wolfsburg;;;Markus Schmidt;Match Report;
25;Sat;09.03.13;;Bayern Munich;3–2;Düsseldorf;;;Tobias Stieler;Match Report;
25;Sun;10.03.13;;Hannover 96;0–0;Eint Frankfurt;;;Bastian Dankert;Match Report;
25;Sun;10.03.13;;Stuttgart;0–1;Hamburger SV;;;Christian Dingert;Match Report;
;;;;;;;;;;;
26;Fri;15.03.13;;Wolfsburg;1–1;Düsseldorf;;;Christian Dingert;Match Report;
26;Sat;16.03.13;;Hamburger SV;0–1;Augsburg;;;Tobias Welz;Match Report;
26;Sat;16.03.13;;Hoffenheim;0–0;Mainz 05;;;Robert Hartmann;Match Report;
26;Sat;16.03.13;;Dortmund;5–1;Freiburg;;;Michael Weiner;Match Report;
26;Sat;16.03.13;;Werder Bremen;2–2;Greuther Fürth;;;Markus Schmidt;Match Report;
26;Sat;16.03.13;;Nürnberg;3–0;Schalke 04;;;Jochen Drees;Match Report;
26;Sat;16.03.13;;Leverkusen;1–2;Bayern Munich;;;Peter Gagelmann;Match Report;
26;Sun;17.03.13;;M'Gladbach;1–0;Hannover 96;;;Manuel Gräfe;Match Report;
26;Sun;17.03.13;;Eint Frankfurt;1–2;Stuttgart;;;Peter Sippel;Match Report;
;;;;;;;;;;;
27;Sat;30.03.13;;Augsburg;0–2;Hannover 96;;;Marco Fritz;Match Report;
27;Sat;30.03.13;;Düsseldorf;1–4;Leverkusen;;;Felix Zwayer;Match Report;
27;Sat;30.03.13;;Bayern Munich;9–2;Hamburger SV;;;Guido Winkmann;Match Report;
27;Sat;30.03.13;;Mainz 05;1–1;Werder Bremen;;;Manuel Gräfe;Match Report;
27;Sat;30.03.13;;Freiburg;2–0;M'Gladbach;;;Günter Perl;Match Report;
27;Sat;30.03.13;;Schalke 04;3–0;Hoffenheim;;;Felix Brych;Match Report;
27;Sat;30.03.13;;Stuttgart;1–2;Dortmund;;;Deniz Aytekin;Match Report;
27;Sun;31.03.13;;Wolfsburg;2–2;Nürnberg;;;Thorsten Kinhöfer;Match Report;
27;Sun;31.03.13;;Greuther Fürth;2–3;Eint Frankfurt;;;Jochen Drees;Match Report;
;;;;;;;;;;;
28;Fri;05.04.13;;Hoffenheim;3–0;Düsseldorf;;;Wolfgang Stark;Match Report;
28;Sat;06.04.13;;Eint Frankfurt;0–1;Bayern Munich;;;Florian Meyer;Match Report;
28;Sat;06.04.13;;Hamburger SV;0–1;Freiburg;;;Felix Brych;Match Report;
28;Sat;06.04.13;;Leverkusen;1–1;Wolfsburg;;;Peter Sippel;Match Report;
28;Sat;06.04.13;;Werder Bremen;0–2;Schalke 04;;;Knut Kircher;Match Report;
28;Sat;06.04.13;;Dortmund;4–2;Augsburg;;;Markus Schmidt;Match Report;
28;Sat;06.04.13;;M'Gladbach;1–0;Greuther Fürth;;;Bastian Dankert;Match Report;
28;Sun;07.04.13;;Hannover 96;0–0;Stuttgart;;;Christian Dingert;Match Report;
28;Sun;07.04.13;;Nürnberg;2–1;Mainz 05;;;Tobias Stieler;Match Report;
;;;;;;;;;;;
29;Fri;12.04.13;;Freiburg;3–1;Hannover 96;;;Deniz Aytekin;Match Report;
29;Sat;13.04.13;;Mainz 05;1–2;Hamburger SV;;;Peter Gagelmann;Match Report;
29;Sat;13.04.13;;Wolfsburg;2–2;Hoffenheim;;;Daniel Siebert;Match Report;
29;Sat;13.04.13;;Düsseldorf;2–2;Werder Bremen;;;Tobias Welz;Match Report;
29;Sat;13.04.13;;Bayern Munich;4–0;Nürnberg;;;Michael Weiner;Match Report;
29;Sat;13.04.13;;Schalke 04;2–2;Leverkusen;;;Manuel Gräfe;Match Report;
29;Sat;13.04.13;;Greuther Fürth;1–6;Dortmund;;;Marco Fritz;Match Report;
29;Sun;14.04.13;;Stuttgart;2–0;M'Gladbach;;;Wolfgang Stark;Match Report;
29;Sun;14.04.13;;Augsburg;2–0;Eint Frankfurt;;;Guido Winkmann;Match Report;
;;;;;;;;;;;
30;Fri;19.04.13;;M'Gladbach;1–0;Augsburg;;;Jochen Drees;Match Report;
30;Sat;20.04.13;;Werder Bremen;0–3;Wolfsburg;;;Felix Brych;Match Report;
30;Sat;20.04.13;;Eint Frankfurt;1–0;Schalke 04;;;Günter Perl;Match Report;
30;Sat;20.04.13;;Dortmund;2–0;Mainz 05;;;Florian Meyer;Match Report;
30;Sat;20.04.13;;Leverkusen;5–0;Hoffenheim;;;Guido Winkmann;Match Report;
30;Sat;20.04.13;;Hannover 96;1–6;Bayern Munich;;;Felix Zwayer;Match Report;
30;Sat;20.04.13;;Hamburger SV;2–1;Düsseldorf;;;Robert Hartmann;Match Report;
30;Sun;21.04.13;;Stuttgart;2–1;Freiburg;;;Thorsten Kinhöfer;Match Report;
30;Sun;21.04.13;;Nürnberg;0–1;Greuther Fürth;;;Manuel Gräfe;Match Report;
;;;;;;;;;;;
31;Fri;26.04.13;;Greuther Fürth;2–3;Hannover 96;;;Thorsten Kinhöfer;Match Report;
31;Sat;27.04.13;;Bayern Munich;1–0;Freiburg;;;Christian Dingert;Match Report;
31;Sat;27.04.13;;Augsburg;3–0;Stuttgart;;;Manuel Gräfe;Match Report;
31;Sat;27.04.13;;Hoffenheim;2–1;Nürnberg;;;Markus Schmidt;Match Report;
31;Sat;27.04.13;;Düsseldorf;1–2;Dortmund;;;Michael Weiner;Match Report;
31;Sat;27.04.13;;Wolfsburg;3–1;M'Gladbach;;;Tobias Stieler;Match Report;
31;Sat;27.04.13;;Leverkusen;1–0;Werder Bremen;;;Deniz Aytekin;Match Report;
