Wk;Day;Date;Time;Home;xG;Score;xG;Away;Attendance;Venue;Referee;Match Report;Notes
12;Sat;18.11.17;20:45;Atlético Madrid;1.1;0–0;1.2;Real Madrid;66,496;Estadio Wanda Metropolitano;David Fernández;Match Report;
12;Sun;19.11.17;12:00;Málaga;1.8;3–2;1.6;La Coruña;24,563;Estadio La Rosaleda;Juan Martínez;Match Report;
12;Sun;19.11.17;16:15;Espanyol;1.8;0–2;0.8;Valencia;25,529;RCDE Stadium;Alejandro Hernández;Match Report;
12;Sun;19.11.17;17:30 (18:30);Las Palmas;0.5;0–2;0.6;Levante;26,212;Estadio de Gran Canaria;Mario Melero;Match Report;
12;Sun;19.11.17;20:45;Athletic Club;1.7;1–1;1.7;Villarreal;36,666;San Mamés;David Medié;Match Report;
12;Mon;20.11.17;21:00;Eibar;1.8;5–0;0.9;Betis;4,638;Estadio Municipal de Ipurúa;José González;Match Report;
;;;;;;;;;;;;;
13;Fri;24.11.17;21:00;Celta Vigo;1.7;1–0;0.8;Leganés;10,611;Estadio de Balaídos;Alejandro Hernández;Match Report;
13;Sat;25.11.17;13:00;Alavés;0.5;1–2;0.7;Eibar;19,272;Estadio de Mendizorroza;José Munuera;Match Report;
13;Sat;25.11.17;16:15;Real Madrid;2.7;3–2;0.4;Málaga;75,671;Estadio Santiago Bernabéu;Jesús Gil;Match Report;
13;Sat;25.11.17;18:30;Betis;1.1;2–2;1.5;Girona;45,681;Estadio Benito Villamarín;Carlos del Cerro;Match Report;
13;Sat;25.11.17;20:45;Levante;1.6;0–5;3;Atlético Madrid;21,549;Estadio Ciudad de Valencia;Daniel Trujillo;Match Report;
13;Sun;26.11.17;12:00;La Coruña;1.8;2–2;1.1;Athletic Club;20,879;Estadio Municipal de Riazor;José González;Match Report;
13;Sun;26.11.17;16:15;Real Sociedad;2.3;2–2;1.6;Las Palmas;19,780;Estadio Municipal de Anoeta;Pablo González;Match Report;
13;Sun;26.11.17;18:30;Villarreal;2.6;2–3;1.8;Sevilla;18,698;Estadio de la Cerámica;Alberola Rojas;Match Report;
13;Sun;26.11.17;20:45;Valencia;1.1;1–1;0.8;Barcelona;47,775;Estadio de Mestalla;Ignacio Iglesias;Match Report;
13;Mon;27.11.17;21:00;Espanyol;0.7;1–0;0.9;Getafe;11,756;RCDE Stadium;Juan Martínez;Match Report;
;;;;;;;;;;;;;
