Wk;Day;Date;Time;Home;Score;Away;Attendance;Venue;Referee;Match Report;Notes
5;Wed;21.09.16;20:45;Juventus;4–0;Cagliari;38,733;Allianz Stadium;Maurizio Mariani;Match Report;
5;Wed;21.09.16;20:45;Genoa;0–0;Napoli;23,905;Stadio Comunale Luigi Ferraris;Antonio Damato;Match Report;
5;Wed;21.09.16;20:45;Udinese;2–2;Fiorentina;15,164;Dacia Arena;Paolo Mazzoleni;Match Report;
;;;;;;;;;;;
6;Sat;24.09.16;18:00;Palermo;0–1;Juventus;27,039;Stadio Renzo Barbera;Paolo Valeri;Match Report;
6;Sat;24.09.16;20:45;Napoli;2–0;Chievo;19,942;Stadio San Paolo;Marco Di Bello;Match Report;
6;Sun;25.09.16;12:30;Torino;3–1;Roma;19,275;Stadio Olimpico di Torino;Paolo Tagliavento;Match Report;
6;Sun;25.09.16;15:00;Lazio;2–0;Empoli;1,000;Stadio Olimpico;Michael Fabbri;Match Report;
6;Sun;25.09.16;15:00;Inter;1–1;Bologna;42,274;Stadio Giuseppe Meazza;Domenico Celi;Match Report;
6;Sun;25.09.16;15:00;Sassuolo;1–0;Udinese;9,343;Stadio Città del Tricolore;Daniele Doveri;Match Report;
6;Sun;25.09.16;15:00;Genoa;1–1;Pescara;19,717;Stadio Comunale Luigi Ferraris;Massimiliano Irrati;Match Report;
6;Sun;25.09.16;20:45;Fiorentina;0–0;Milan;29,786;Stadio Artemio Franchi;Daniele Orsato;Match Report;
6;Mon;26.09.16;19:00;Crotone;1–3;Atalanta;522;Stadio Adriatico-Giovanni Cornacchia;Gianluca Rocchi;Match Report;
6;Mon;26.09.16;21:00;Cagliari;2–1;Sampdoria;14,177;Stadio Sant'Elia;Claudio Gavillucci;Match Report;
;;;;;;;;;;;
7;Sat;01.10.16;18:00;Pescara;0–2;Chievo;13,782;Stadio Adriatico-Giovanni Cornacchia;Gianluca Manganiello;Match Report;
7;Sat;01.10.16;20:45;Udinese;0–3;Lazio;16,648;Dacia Arena;Carmine Russo;Match Report;
7;Sun;02.10.16;12:30;Empoli;0–3;Juventus;15,424;Stadio Carlo Castellani;Paolo Mazzoleni;Match Report;
7;Sun;02.10.16;15:00;Bologna;0–1;Genoa;18,840;Stadio Renato Dall'Ara;Fabio Maresca;Match Report;
7;Sun;02.10.16;15:00;Sampdoria;1–1;Palermo;18,093;Stadio Comunale Luigi Ferraris;Maurizio Mariani;Match Report;
7;Sun;02.10.16;15:00;Atalanta;1–0;Napoli;15,732;Stadio Atleti Azzurri d'Italia;Nicola Rizzoli;Match Report;
7;Sun;02.10.16;15:00;Cagliari;2–1;Crotone;14,501;Stadio Sant'Elia;Piero Giacomelli;Match Report;
7;Sun;02.10.16;18:00;Milan;4–3;Sassuolo;31,738;Stadio Giuseppe Meazza;Marco Guida;Match Report;
7;Sun;02.10.16;18:00;Torino;2–1;Fiorentina;21,641;Stadio Olimpico di Torino;Giampaolo Calvarese;Match Report;
7;Sun;02.10.16;20:45;Roma;2–1;Inter;36,340;Stadio Olimpico;Luca Banti;Match Report;
;;;;;;;;;;;
8;Sat;15.10.16;15:00;Napoli;1–3;Roma;46,078;Stadio San Paolo;Daniele Orsato;Match Report;
8;Sat;15.10.16;18:00;Pescara;1–1;Sampdoria;13,307;Stadio Adriatico-Giovanni Cornacchia;Domenico Celi;Match Report;
8;Sat;15.10.16;20:45;Juventus;2–1;Udinese;39,199;Allianz Stadium;Claudio Gavillucci;Match Report;
8;Sun;16.10.16;12:30;Fiorentina;0–0;Atalanta;27,529;Stadio Artemio Franchi;Antonio Damato;Match Report;
8;Sun;16.10.16;15:00;Lazio;1–1;Bologna;15,000;Stadio Olimpico;Marco Di Bello;Match Report;
8;Sun;16.10.16;15:00;Genoa;0–0;Empoli;19,389;Stadio Comunale Luigi Ferraris;Luca Pairetto;Match Report;
8;Sun;16.10.16;15:00;Inter;1–2;Cagliari;43,757;Stadio Giuseppe Meazza;Paolo Valeri;Match Report;
8;Sun;16.10.16;15:00;Sassuolo;2–1;Crotone;11,569;Stadio Città del Tricolore;Davide Massa;Match Report;
8;Sun;16.10.16;20:45;Chievo;1–3;Milan;24,000;Stadio Marc'Antonio Bentegodi;Gianluca Rocchi;Match Report;
8;Mon;17.10.16;20:45;Palermo;1–4;Torino;15,961;Stadio Renzo Barbera;Michael Fabbri;Match Report;
;;;;;;;;;;;
9;Sat;22.10.16;18:00;Sampdoria;2–1;Genoa;29,824;Stadio Comunale Luigi Ferraris;Paolo Tagliavento;Match Report;
9;Sat;22.10.16;20:45;Milan;1–0;Juventus;75,829;Stadio Giuseppe Meazza;Nicola Rizzoli;Match Report;
9;Sun;23.10.16;12:30;Udinese;3–1;Pescara;14,317;Dacia Arena;Gianluca Rocchi;Match Report;
9;Sun;23.10.16;15:00;Empoli;0–0;Chievo;7,105;Stadio Carlo Castellani;Fabio Maresca;Match Report;
9;Sun;23.10.16;15:00;Atalanta;2–1;Inter;18,159;Stadio Atleti Azzurri d'Italia;Daniele Doveri;Match Report;
9;Sun;23.10.16;15:00;Crotone;1–2;Napoli;8,329;Stadio Ezio Scida;Paolo Mazzoleni;Match Report;
9;Sun;23.10.16;15:00;Torino;2–2;Lazio;21,517;Stadio Olimpico di Torino;Piero Giacomelli;Match Report;
9;Sun;23.10.16;15:00;Cagliari;3–5;Fiorentina;15,619;Stadio Sant'Elia;Carmine Russo;Match Report;
9;Sun;23.10.16;18:00;Bologna;1–1;Sassuolo;20,201;Stadio Renato Dall'Ara;Massimiliano Irrati;Match Report;
9;Sun;23.10.16;20:45;Roma;4–1;Palermo;25,820;Stadio Olimpico;Giampaolo Calvarese;Match Report;
;;;;;;;;;;;
10;Tue;25.10.16;20:45;Genoa;3–0;Milan;21,248;Stadio Comunale Luigi Ferraris;Luca Banti;Match Report;
10;Wed;26.10.16;20:45;Juventus;4–1;Sampdoria;38,417;Allianz Stadium;Carmine Russo;Match Report;
10;Wed;26.10.16;20:45;Pescara;0–1;Atalanta;11,396;Stadio Adriatico-Giovanni Cornacchia;Marco Guida;Match Report;
10;Wed;26.10.16;20:45;Fiorentina;1–1;Crotone;22,983;Stadio Artemio Franchi;Claudio Gavillucci;Match Report;
10;Wed;26.10.16;20:45;Inter;2–1;Torino;36,446;Stadio Giuseppe Meazza;Davide Massa;Match Report;
10;Wed;26.10.16;20:45;Chievo;1–1;Bologna;10,000;Stadio Marc'Antonio Bentegodi;Fabrizio Pasqua;Match Report;
10;Wed;26.10.16;20:45;Lazio;4–1;Cagliari;10,000;Stadio Olimpico;Domenico Celi;Match Report;
10;Wed;26.10.16;20:45;Sassuolo;1–3;Roma;13,221;Stadio Città del Tricolore;Antonio Damato;Match Report;
10;Wed;26.10.16;20:45;Napoli;2–0;Empoli;15,912;Stadio San Paolo;Maurizio Mariani;Match Report;
10;Thu;27.10.16;20:45;Palermo;1–3;Udinese;9,360;Stadio Renzo Barbera;Daniele Orsato;Match Report;
;;;;;;;;;;;
11;Sat;29.10.16;18:00;Bologna;0–1;Fiorentina;20,780;Stadio Renato Dall'Ara;Paolo Valeri;Match Report;
11;Sat;29.10.16;20:45;Juventus;2–1;Napoli;41,409;Allianz Stadium;Gianluca Rocchi;Match Report;
11;Sun;30.10.16;12:30;Atalanta;3–0;Genoa;16,245;Stadio Atleti Azzurri d'Italia;Michael Fabbri;Match Report;
11;Sun;30.10.16;15:00;Crotone;2–0;Chievo;7,298;Stadio Ezio Scida;Luca Pairetto;Match Report;
11;Sun;30.10.16;15:00;Empoli;0–0;Roma;13,122;Stadio Carlo Castellani;Marco Di Bello;Match Report;
11;Sun;30.10.16;15:00;Lazio;2–1;Sassuolo;12,000;Stadio Olimpico;Giampaolo Calvarese;Match Report;
11;Sun;30.10.16;15:00;Milan;1–0;Pescara;36,535;Stadio Giuseppe Meazza;Daniele Doveri;Match Report;
11;Sun;30.10.16;20:45;Sampdoria;1–0;Inter;20,906;Stadio Comunale Luigi Ferraris;Paolo Mazzoleni;Match Report;
11;Mon;31.10.16;19:00;Udinese;2–2;Torino;9,210;Dacia Arena;Paolo Tagliavento;Match Report;
11;Mon;31.10.16;21:00;Cagliari;2–1;Palermo;14,625;Stadio Sant'Elia;Massimiliano Irrati;Match Report;
;;;;;;;;;;;
12;Sat;05.11.16;18:00;Torino;5–1;Cagliari;19,870;Stadio Olimpico di Torino;Maurizio Mariani;Match Report;
12;Sat;05.11.16;20:45;Napoli;1–1;Lazio;29,994;Stadio San Paolo;Antonio Damato;Match Report;
12;Sun;06.11.16;12:30;Pescara;0–4;Empoli;12,556;Stadio Adriatico-Giovanni Cornacchia;Daniele Orsato;Match Report;
12;Sun;06.11.16;15:00;Palermo;1–2;Milan;13,545;Stadio Renzo Barbera;Paolo Mazzoleni;Match Report;
12;Sun;06.11.16;15:00;Genoa;1–1;Udinese;19,015;Stadio Comunale Luigi Ferraris;Gianluca Manganiello;Match Report;
12;Sun;06.11.16;15:00;Chievo;1–2;Juventus;27,000;Stadio Marc'Antonio Bentegodi;Paolo Valeri;Match Report;
12;Sun;06.11.16;15:00;Sassuolo;0–3;Atalanta;10,140;Stadio Città del Tricolore;Fabio Maresca;Match Report;
12;Sun;06.11.16;18:00;Inter;3–0;Crotone;40,626;Stadio Giuseppe Meazza;Giampaolo Calvarese;Match Report;
12;Sun;06.11.16;18:00;Fiorentina;1–1;Sampdoria;23,559;Stadio Artemio Franchi;Nicola Rizzoli;Match Report;
12;Sun;06.11.16;20:45;Roma;3–0;Bologna;24,600;Stadio Olimpico;Piero Giacomelli;Match Report;
;;;;;;;;;;;
13;Sat;19.11.16;15:00;Chievo;1–0;Cagliari;12,000;Stadio Marc'Antonio Bentegodi;Claudio Gavillucci;Match Report;
13;Sat;19.11.16;18:00;Udinese;1–2;Napoli;18,501;Dacia Arena;Luca Banti;Match Report;
13;Sat;19.11.16;20:45;Juventus;3–0;Pescara;39,124;Allianz Stadium;Michael Fabbri;Match Report;
13;Sun;20.11.16;12:30;Sampdoria;3–2;Sassuolo;20,052;Stadio Comunale Luigi Ferraris;Daniele Doveri;Match Report;
13;Sun;20.11.16;15:00;Lazio;3–1;Genoa;20,000;Stadio Olimpico;Marco Di Bello;Match Report;
13;Sun;20.11.16;15:00;Crotone;0–2;Torino;7,759;Stadio Ezio Scida;Domenico Celi;Match Report;
13;Sun;20.11.16;15:00;Bologna;3–1;Palermo;22,027;Stadio Renato Dall'Ara;Carmine Russo;Match Report;
13;Sun;20.11.16;15:00;Empoli;0–4;Fiorentina;10,769;Stadio Carlo Castellani;Davide Massa;Match Report;
13;Sun;20.11.16;15:00;Atalanta;2–1;Roma;19,154;Stadio Atleti Azzurri d'Italia;Gianluca Rocchi;Match Report;
13;Sun;20.11.16;20:45;Milan;2–2;Inter;77,882;Stadio Giuseppe Meazza;Paolo Tagliavento;Match Report;
;;;;;;;;;;;
14;Sat;26.11.16;18:00;Torino;2–1;Chievo;18,530;Stadio Olimpico di Torino;Daniele Chiffi;Match Report;
14;Sat;26.11.16;20:45;Empoli;1–4;Milan;12,577;Stadio Carlo Castellani;Giampaolo Calvarese;Match Report;
14;Sun;27.11.16;12:30;Palermo;0–1;Lazio;8,689;Stadio Renzo Barbera;Marco Guida;Match Report;
14;Sun;27.11.16;15:00;Crotone;1–1;Sampdoria;7,508;Stadio Ezio Scida;Fabio Maresca;Match Report;
14;Sun;27.11.16;15:00;Cagliari;2–1;Udinese;11,648;Stadio Sant'Elia;Luca Pairetto;Match Report;
14;Sun;27.11.16;15:00;Genoa;3–1;Juventus;27,153;Stadio Comunale Luigi Ferraris;Paolo Mazzoleni;Match Report;
14;Sun;27.11.16;15:00;Bologna;0–2;Atalanta;21,525;Stadio Renato Dall'Ara;Maurizio Mariani;Match Report;
14;Sun;27.11.16;20:45;Roma;3–2;Pescara;23,633;Stadio Olimpico;Massimiliano Irrati;Match Report;
14;Mon;28.11.16;19:00;Napoli;1–1;Sassuolo;49,490;Stadio San Paolo;Paolo Valeri;Match Report;
14;Mon;28.11.16;21:00;Inter;4–2;Fiorentina;40,558;Stadio Giuseppe Meazza;Antonio Damato;Match Report;
;;;;;;;;;;;
15;Fri;02.12.16;20:45;Napoli;3–0;Inter;32,341;Stadio San Paolo;Nicola Rizzoli;Match Report;
15;Sat;03.12.16;20:45;Juventus;3–1;Atalanta;39,110;Allianz Stadium;Massimiliano Irrati;Match Report;
15;Sun;04.12.16;12:30;Milan;2–1;Crotone;37,293;Stadio Giuseppe Meazza;Marco Di Bello;Match Report;
15;Sun;04.12.16;15:00;Lazio;0–2;Roma;40,000;Stadio Olimpico;Luca Banti;Match Report;
15;Sun;04.12.16;15:00;Pescara;1–1;Cagliari;11,575;Stadio Adriatico-Giovanni Cornacchia;Daniele Doveri;Match Report;
15;Sun;04.12.16;15:00;Sampdoria;2–0;Torino;19,279;Stadio Comunale Luigi Ferraris;Daniele Orsato;Match Report;
15;Sun;04.12.16;15:00;Sassuolo;3–0;Empoli;9,588;Stadio Città del Tricolore;Claudio Gavillucci;Match Report;
15;Sun;04.12.16;20:45;Fiorentina;2–1;Palermo;22,533;Stadio Artemio Franchi;Piero Giacomelli;Match Report;
15;Mon;05.12.16;19:00;Chievo;0–0;Genoa;10,000;Stadio Marc'Antonio Bentegodi;Carmine Russo;Match Report;
15;Mon;05.12.16;21:00;Udinese;1–0;Bologna;16,014;Dacia Arena;Fabrizio Pasqua;Match Report;
;;;;;;;;;;;
16;Sat;10.12.16;18:00;Crotone;2–1;Pescara;7,470;Stadio Ezio Scida;Antonio Damato;Match Report;
16;Sat;10.12.16;20:45;Sampdoria;1–2;Lazio;18,829;Stadio Comunale Luigi Ferraris;Carmine Russo;Match Report;
16;Sun;11.12.16;12:30;Cagliari;0–5;Napoli;13,992;Stadio Sant'Elia;Giampaolo Calvarese;Match Report;
16;Sun;11.12.16;15:00;Bologna;0–0;Empoli;17,598;Stadio Renato Dall'Ara;Marco Guida;Match Report;
16;Sun;11.12.16;15:00;Torino;1–3;Juventus;26,426;Stadio Olimpico di Torino;Gianluca Rocchi;Match Report;
16;Sun;11.12.16;15:00;Atalanta;1–3;Udinese;16,180;Stadio Atleti Azzurri d'Italia;Fabio Maresca;Match Report;
16;Sun;11.12.16;15:00;Palermo;0–2;Chievo;21,232;Stadio Renzo Barbera;Paolo Tagliavento;Match Report;
16;Sun;11.12.16;20:45;Inter;2–0;Genoa;33,788;Stadio Giuseppe Meazza;Paolo Valeri;Match Report;
16;Mon;12.12.16;19:00;Fiorentina;2–1;Sassuolo;22,049;Stadio Artemio Franchi;Michael Fabbri;Match Report;
16;Mon;12.12.16;21:00;Roma;1–0;Milan;41,841;Stadio Olimpico;Paolo Mazzoleni;Match Report;
;;;;;;;;;;;
3;Thu;15.12.16;20:00;Genoa;1–0;Fiorentina;25,000;Stadio Comunale Luigi Ferraris;Luca Banti;Match Report;
;;;;;;;;;;;
17;Sat;17.12.16;15:00;Empoli;2–0;Cagliari;8,352;Stadio Carlo Castellani;Nicola Rizzoli;Match Report;
17;Sat;17.12.16;18:00;Milan;0–0;Atalanta;35,584;Stadio Giuseppe Meazza;Davide Massa;Match Report;
17;Sat;17.12.16;20:45;Juventus;1–0;Roma;42,110;Allianz Stadium;Daniele Orsato;Match Report;
17;Sun;18.12.16;12:30;Sassuolo;0–1;Inter;15,221;Stadio Città del Tricolore;Marco Di Bello;Match Report;
17;Sun;18.12.16;15:00;Udinese;2–0;Crotone;14,346;Dacia Arena;Juan Sacchi;Match Report;
17;Sun;18.12.16;15:00;Napoli;5–3;Torino;29,221;Stadio San Paolo;Daniele Doveri;Match Report;
17;Sun;18.12.16;15:00;Pescara;0–3;Bologna;11,374;Stadio Adriatico-Giovanni Cornacchia;Gianluca Rocchi;Match Report;
17;Sun;18.12.16;15:00;Chievo;2–1;Sampdoria;10,000;Stadio Marc'Antonio Bentegodi;Maurizio Mariani;Match Report;
17;Sun;18.12.16;20:45;Lazio;3–1;Fiorentina;20,000;Stadio Olimpico;Massimiliano Irrati;Match Report;
17;Sun;18.12.16;20:45;Genoa;3–4;Palermo;19,003;Stadio Comunale Luigi Ferraris;Luca Pairetto;Match Report;
;;;;;;;;;;;
18;Tue;20.12.16;20:45;Atalanta;2–1;Empoli;13,823;Stadio Atleti Azzurri d'Italia;Michael Fabbri;Match Report;
18;Wed;21.12.16;20:45;Inter;3–0;Lazio;37,868;Stadio Giuseppe Meazza;Paolo Mazzoleni;Match Report;
18;Thu;22.12.16;20:45;Cagliari;4–3;Sassuolo;11,440;Stadio Sant'Elia;Domenico Celi;Match Report;
18;Thu;22.12.16;20:45;Palermo;1–1;Pescara;20,238;Stadio Renzo Barbera;Davide Massa;Match Report;
18;Thu;22.12.16;20:45;Fiorentina;3–3;Napoli;26,181;Stadio Artemio Franchi;Paolo Tagliavento;Match Report;
18;Thu;22.12.16;20:45;Torino;1–0;Genoa;16,002;Stadio Olimpico di Torino;Fabio Maresca;Match Report;
18;Thu;22.12.16;20:45;Sampdoria;0–0;Udinese;17,526;Stadio Comunale Luigi Ferraris;Claudio Gavillucci;Match Report;
18;Thu;22.12.16;20:45;Roma;3–1;Chievo;25,058;Stadio Olimpico;Giampaolo Calvarese;Match Report;
;;;;;;;;;;;
19;Sat;07.01.17;18:00;Empoli;1–0;Palermo;7,268;Stadio Carlo Castellani;Paolo Valeri;Match Report;
19;Sat;07.01.17;20:45;Napoli;2–1;Sampdoria;29,870;Stadio San Paolo;Marco Di Bello;Match Report;
19;Sun;08.01.17;12:30;Udinese;1–2;Inter;25,952;Dacia Arena;Daniele Doveri;Match Report;
19;Sun;08.01.17;15:00;Chievo;1–4;Atalanta;10,000;Stadio Marc'Antonio Bentegodi;Federico La Penna;Match Report;
19;Sun;08.01.17;15:00;Sassuolo;0–0;Torino;11,806;Stadio Città del Tricolore;Massimiliano Irrati;Match Report;
19;Sun;08.01.17;15:00;Lazio;1–0;Crotone;15,000;Stadio Olimpico;Fabio Maresca;Match Report;
19;Sun;08.01.17;15:00;Genoa;0–1;Roma;21,289;Stadio Comunale Luigi Ferraris;Nicola Rizzoli;Match Report;
19;Sun;08.01.17;18:00;Milan;1–0;Cagliari;31,113;Stadio Giuseppe Meazza;Piero Giacomelli;Match Report;
19;Sun;08.01.17;20:45;Juventus;3–0;Bologna;38,144;Allianz Stadium;Maurizio Mariani;Match Report;
;;;;;;;;;;;
20;Sat;14.01.17;18:00;Crotone;0–1;Bologna;7,474;Stadio Ezio Scida;Giampaolo Calvarese;Match Report;
20;Sat;14.01.17;20:45;Inter;3–1;Chievo;34,255;Stadio Giuseppe Meazza;Piero Giacomelli;Match Report;
20;Sun;15.01.17;12:30;Cagliari;4–1;Genoa;6,915;Stadio Sant'Elia;Michael Fabbri;Match Report;
20;Sun;15.01.17;15:00;Lazio;2–1;Atalanta;20,000;Stadio Olimpico;Luca Pairetto;Match Report;
20;Sun;15.01.17;15:00;Napoli;3–1;Pescara;31,117;Stadio San Paolo;Claudio Gavillucci;Match Report;
20;Sun;15.01.17;15:00;Sampdoria;0–0;Empoli;19,056;Stadio Comunale Luigi Ferraris;Domenico Celi;Match Report;
20;Sun;15.01.17;15:00;Udinese;0–1;Roma;16,825;Dacia Arena;Antonio Damato;Match Report;
20;Sun;15.01.17;15:00;Sassuolo;4–1;Palermo;9,074;Stadio Città del Tricolore;Paolo Mazzoleni;Match Report;
20;Sun;15.01.17;20:45;Fiorentina;2–1;Juventus;34,085;Stadio Artemio Franchi;Luca Banti;Match Report;
20;Mon;16.01.17;20:45;Torino;2–2;Milan;22,418;Stadio Olimpico di Torino;Paolo Tagliavento;Match Report;
;;;;;;;;;;;
21;Sat;21.01.17;18:00;Chievo;0–3;Fiorentina;8,000;Stadio Marc'Antonio Bentegodi;Fabio Maresca;Match Report;
21;Sat;21.01.17;20:45;Milan;1–2;Napoli;54,257;Stadio Giuseppe Meazza;Gianluca Rocchi;Match Report;
21;Sun;22.01.17;12:30;Juventus;2–0;Lazio;38,968;Allianz Stadium;Davide Massa;Match Report;
21;Sun;22.01.17;15:00;Empoli;1–0;Udinese;7,164;Stadio Carlo Castellani;Carmine Russo;Match Report;
21;Sun;22.01.17;15:00;Palermo;0–1;Inter;10,113;Stadio Renzo Barbera;Massimiliano Irrati;Match Report;
21;Sun;22.01.17;15:00;Genoa;2–2;Crotone;18,800;Stadio Comunale Luigi Ferraris;Maurizio Mariani;Match Report;
21;Sun;22.01.17;15:00;Pescara;1–3;Sassuolo;10,463;Stadio Adriatico-Giovanni Cornacchia;Paolo Valeri;Match Report;
21;Sun;22.01.17;15:00;Bologna;2–0;Torino;17,820;Stadio Renato Dall'Ara;Davide Ghersini;Match Report;
21;Sun;22.01.17;18:00;Atalanta;1–0;Sampdoria;15,614;Stadio Atleti Azzurri d'Italia;Nicola Rizzoli;Match Report;
21;Sun;22.01.17;20:45;Roma;1–0;Cagliari;23,961;Stadio Olimpico;Marco Guida;Match Report;
;;;;;;;;;;;
22;Sat;28.01.17;18:00;Lazio;0–1;Chievo;15,000;Stadio Olimpico;Michael Fabbri;Match Report;
22;Sat;28.01.17;20:45;Inter;3–0;Pescara;38,968;Stadio Giuseppe Meazza;Giampaolo Calvarese;Match Report;
22;Sun;29.01.17;12:30;Torino;1–1;Atalanta;15,565;Stadio Olimpico di Torino;Antonio Damato;Match Report;
22;Sun;29.01.17;15:00;Udinese;2–1;Milan;25,155;Dacia Arena;Luca Banti;Match Report;
22;Sun;29.01.17;15:00;Cagliari;1–1;Bologna;11,114;Stadio Sant'Elia;Luca Pairetto;Match Report;
22;Sun;29.01.17;15:00;Sampdoria;3–2;Roma;19,799;Stadio Comunale Luigi Ferraris;Paolo Mazzoleni;Match Report;
