Wk;Day;Date;Time;Home;Score;Away;Attendance;Venue;Referee;Match Report;Notes
2;Sun;31.08.14;19:00;Villarreal;0–1;Barcelona;21,200;Estadio de la Cerámica;Carlos Velasco;Match Report;
2;Sun;31.08.14;21:00;La Coruña;2–2;Rayo Vallecano;18,054;Estadio Municipal de Riazor;José González;Match Report;
2;Sun;31.08.14;21:00;Real Sociedad;4–2;Real Madrid;27,879;Estadio Municipal de Anoeta;Juan Martínez;Match Report;
2;Sun;31.08.14;23:00;Elche;1–1;Granada;20,025;Estadio Manuel Martínez Valero;Ignacio Iglesias;Match Report;
;;;;;;;;;;;
3;Fri;12.09.14;21:00;Almería;1–1;Córdoba;10,682;Estadio de los Juegos Mediterráneos;Fernando Teixeira;Match Report;
3;Sat;13.09.14;16:00;Barcelona;2–0;Athletic Club;80,181;Camp Nou;David Fernández;Match Report;
3;Sat;13.09.14;18:00;Málaga;0–0;Levante;20,000;Estadio La Rosaleda;Jesús Gil;Match Report;
3;Sat;13.09.14;20:00;Real Madrid;1–2;Atlético Madrid;85,253;Estadio Santiago Bernabéu;Antonio Matéu Lahoz;Match Report;
3;Sat;13.09.14;22:00;Celta Vigo;2–2;Real Sociedad;19,385;Estadio de Balaídos;Alejandro Fernández;Match Report;
3;Sun;14.09.14;12:00;Rayo Vallecano;2–3;Elche;9,521;Estadio del Rayo Vallecano;Iñaki Bikandi;Match Report;
3;Sun;14.09.14;17:00;Valencia;3–1;Espanyol;38,500;Estadio de Mestalla;Carlos Clos Gómez;Match Report;
3;Sun;14.09.14;19:00;Sevilla;2–0;Getafe;34,600;Estadio Ramón Sánchez Pizjuán;Alfonso Álvarez;Match Report;
3;Sun;14.09.14;21:00;Granada;0–0;Villarreal;21,000;Estadio Nuevo Los Cármenes;Carlos del Cerro;Match Report;
3;Mon;15.09.14;20:45;Eibar;0–1;La Coruña;4,522;Estadio Municipal de Ipurúa;Mario Melero;Match Report;
;;;;;;;;;;;
4;Fri;19.09.14;21:00;Elche;0–2;Eibar;22,474;Estadio Manuel Martínez Valero;Santiago Jaime;Match Report;
4;Sat;20.09.14;16:00;La Coruña;2–8;Real Madrid;27,685;Estadio Municipal de Riazor;Pedro Pérez;Match Report;
4;Sat;20.09.14;18:00;Athletic Club;0–1;Granada;33,000;San Mamés;José Teixeira;Match Report;
4;Sat;20.09.14;20:00;Atlético Madrid;2–2;Celta Vigo;47,000;Estadio Vicente Calderón;Juan Martínez;Match Report;
4;Sat;20.09.14;22:00;Espanyol;2–2;Málaga;12,600;RCDE Stadium;Ignacio Iglesias;Match Report;
4;Sun;21.09.14;12:00;Real Sociedad;1–2;Almería;18,000;Estadio Municipal de Anoeta;Javier Estrada;Match Report;
4;Sun;21.09.14;17:00;Villarreal;4–2;Rayo Vallecano;15,050;Estadio de la Cerámica;Eduardo Prieto;Match Report;
4;Sun;21.09.14;19:00;Córdoba;1–3;Sevilla;17,023;Estadio Nuevo Arcángel;Carlos Velasco;Match Report;
4;Sun;21.09.14;21:00;Levante;0–5;Barcelona;22,177;Estadio Ciudad de Valencia;José González;Match Report;
4;Mon;22.09.14;20:45;Getafe;0–3;Valencia;6,000;Coliseum Alfonso Pérez;Alberto Undiano;Match Report;
;;;;;;;;;;;
5;Tue;23.09.14;20:00;Real Madrid;5–1;Elche;63,634;Estadio Santiago Bernabéu;Carlos Clos Gómez;Match Report;
5;Tue;23.09.14;22:00;Celta Vigo;2–1;La Coruña;23,811;Estadio de Balaídos;Carlos del Cerro;Match Report;
5;Wed;24.09.14;20:00;Eibar;1–1;Villarreal;4,231;Estadio Municipal de Ipurúa;Fernando Teixeira;Match Report;
5;Wed;24.09.14;20:00;Rayo Vallecano;2–1;Athletic Club;11,040;Estadio del Rayo Vallecano;Mario Melero;Match Report;
5;Wed;24.09.14;20:00;Almería;0–1;Atlético Madrid;11,863;Estadio de los Juegos Mediterráneos;Jesús Gil;Match Report;
5;Wed;24.09.14;22:00;Málaga;0–0;Barcelona;24,820;Estadio La Rosaleda;Alejandro Hernández;Match Report;
5;Wed;24.09.14;22:00;Granada;0–1;Levante;15,731;Estadio Nuevo Los Cármenes;Alfonso Álvarez;Match Report;
5;Wed;24.09.14;22:00;Sevilla;1–0;Real Sociedad;29,456;Estadio Ramón Sánchez Pizjuán;Antonio Matéu Lahoz;Match Report;
5;Thu;25.09.14;20:00;Espanyol;2–0;Getafe;15,000;RCDE Stadium;David Fernández;Match Report;
5;Thu;25.09.14;22:00;Valencia;3–0;Córdoba;36,000;Estadio de Mestalla;Iñaki Bikandi;Match Report;
;;;;;;;;;;;
6;Fri;26.09.14;21:00;Elche;0–1;Celta Vigo;20,852;Estadio Manuel Martínez Valero;Pedro Pérez;Match Report;
6;Sat;27.09.14;16:00;Villarreal;0–2;Real Madrid;22,146;Estadio de la Cerámica;Alberto Undiano;Match Report;
6;Sat;27.09.14;18:00;Barcelona;6–0;Granada;72,596;Camp Nou;Juan Martínez;Match Report;
6;Sat;27.09.14;20:00;Atlético Madrid;4–0;Sevilla;52,000;Estadio Vicente Calderón;José González;Match Report;
6;Sat;27.09.14;22:00;Levante;0–2;Rayo Vallecano;18,000;Estadio Ciudad de Valencia;Javier Estrada;Match Report;
6;Sat;27.09.14;22:00;Athletic Club;0–0;Eibar;45,000;San Mamés;Carlos Velasco;Match Report;
6;Sun;28.09.14;12:00;Getafe;1–0;Málaga;5,500;Coliseum Alfonso Pérez;Eduardo Prieto;Match Report;
6;Sun;28.09.14;17:00;La Coruña;0–1;Almería;18,000;Estadio Municipal de Riazor;José Teixeira;Match Report;
6;Sun;28.09.14;19:00;Real Sociedad;1–1;Valencia;25,168;Estadio Municipal de Anoeta;Ignacio Iglesias;Match Report;
6;Sun;28.09.14;21:00;Córdoba;0–0;Espanyol;24,000;Estadio Nuevo Arcángel;Santiago Jaime;Match Report;
;;;;;;;;;;;
7;Fri;03.10.14;21:00;Getafe;1–1;Córdoba;9,000;Coliseum Alfonso Pérez;Juan Martínez;Match Report;
7;Sat;04.10.14;16:00;Valencia;3–1;Atlético Madrid;44,000;Estadio de Mestalla;Fernando Teixeira;Match Report;
7;Sat;04.10.14;18:00;Rayo Vallecano;0–2;Barcelona;14,070;Estadio del Rayo Vallecano;Antonio Matéu Lahoz;Match Report;
7;Sat;04.10.14;20:00;Eibar;3–3;Levante;4,265;Estadio Municipal de Ipurúa;Alberto Undiano;Match Report;
7;Sat;04.10.14;22:00;Almería;2–2;Elche;9,000;Estadio de los Juegos Mediterráneos;Carlos del Cerro;Match Report;
7;Sat;04.10.14;22:00;Málaga;2–1;Granada;19,000;Estadio La Rosaleda;Carlos Velasco;Match Report;
7;Sun;05.10.14;12:00;Sevilla;4–1;La Coruña;31,000;Estadio Ramón Sánchez Pizjuán;Jesús Gil;Match Report;
7;Sun;05.10.14;17:00;Celta Vigo;1–3;Villarreal;23,000;Estadio de Balaídos;Alfonso Álvarez;Match Report;
7;Sun;05.10.14;19:00;Espanyol;2–0;Real Sociedad;18,326;RCDE Stadium;Mario Melero;Match Report;
7;Sun;05.10.14;21:00;Real Madrid;5–0;Athletic Club;77,987;Estadio Santiago Bernabéu;Alejandro Hernández;Match Report;
;;;;;;;;;;;
8;Fri;17.10.14;21:00;Granada;0–1;Rayo Vallecano;19,000;Estadio Nuevo Los Cármenes;Santiago Jaime;Match Report;
8;Sat;18.10.14;16:00;Levante;0–5;Real Madrid;230,506;Estadio Ciudad de Valencia;Ignacio Iglesias;Match Report;
8;Sat;18.10.14;18:00;Athletic Club;1–1;Celta Vigo;35,600;San Mamés;David Fernández;Match Report;
8;Sat;18.10.14;20:00;Barcelona;3–0;Eibar;75,546;Camp Nou;José Teixeira;Match Report;
8;Sat;18.10.14;22:00;Córdoba;1–2;Málaga;17,000;Estadio Nuevo Arcángel;José González;Match Report;
8;Sun;19.10.14;12:00;Atlético Madrid;2–0;Espanyol;54,069;Estadio Vicente Calderón;Iñaki Bikandi;Match Report;
8;Sun;19.10.14;17:00;La Coruña;3–0;Valencia;21,908;Estadio Municipal de Riazor;Javier Estrada;Match Report;
8;Sun;19.10.14;19:00;Elche;0–2;Sevilla;26,059;Estadio Manuel Martínez Valero;Eduardo Prieto;Match Report;
8;Sun;19.10.14;21:00;Villarreal;2–0;Almería;19,000;Estadio de la Cerámica;Carlos Clos Gómez;Match Report;
8;Mon;20.10.14;20:45;Real Sociedad;1–2;Getafe;19,098;Estadio Municipal de Anoeta;Pedro Pérez;Match Report;
;;;;;;;;;;;
9;Fri;24.10.14;21:00;Celta Vigo;3–0;Levante;19,231;Estadio de Balaídos;Fernando Teixeira;Match Report;
9;Sat;25.10.14;16:00;Almería;0–1;Athletic Club;10,000;Estadio de los Juegos Mediterráneos;Juan Martínez;Match Report;
9;Sat;25.10.14;18:00;Real Madrid;3–1;Barcelona;84,000;Estadio Santiago Bernabéu;Jesús Gil;Match Report;
9;Sat;25.10.14;20:00;Valencia;3–1;Elche;42,783;Estadio de Mestalla;Alberto Undiano;Match Report;
9;Sat;25.10.14;22:00;Córdoba;1–1;Real Sociedad;15,712;Estadio Nuevo Arcángel;Carlos del Cerro;Match Report;
9;Sat;25.10.14;22:00;Eibar;1–1;Granada;4,838;Estadio Municipal de Ipurúa;Antonio Matéu Lahoz;Match Report;
9;Sun;26.10.14;12:00;Málaga;4–0;Rayo Vallecano;21,800;Estadio La Rosaleda;Alfonso Álvarez;Match Report;
9;Sun;26.10.14;17:00;Espanyol;0–0;La Coruña;22,732;RCDE Stadium;Carlos Velasco;Match Report;
9;Sun;26.10.14;19:00;Sevilla;2–1;Villarreal;34,500;Estadio Ramón Sánchez Pizjuán;Alejandro Hernández;Match Report;
9;Sun;26.10.14;21:00;Getafe;0–1;Atlético Madrid;9,300;Coliseum Alfonso Pérez;Mario Melero;Match Report;
;;;;;;;;;;;
10;Fri;31.10.14;20:45;La Coruña;1–2;Getafe;20,150;Estadio Municipal de Riazor;Alejandro Hernández;Match Report;
10;Sat;01.11.14;16:00;Granada;0–4;Real Madrid;21,800;Estadio Nuevo Los Cármenes;José González;Match Report;
10;Sat;01.11.14;18:00;Atlético Madrid;4–2;Córdoba;48,600;Estadio Vicente Calderón;Carlos Clos Gómez;Match Report;
10;Sat;01.11.14;20:00;Barcelona;0–1;Celta Vigo;71,468;Camp Nou;Iñaki Bikandi;Match Report;
10;Sat;01.11.14;22:00;Real Sociedad;0–1;Málaga;21,086;Estadio Municipal de Anoeta;Santiago Jaime;Match Report;
10;Sun;02.11.14;12:00;Athletic Club;1–0;Sevilla;42,000;San Mamés;Javier Estrada;Match Report;
10;Sun;02.11.14;17:00;Villarreal;1–3;Valencia;23,000;Estadio de la Cerámica;Pedro Pérez;Match Report;
10;Sun;02.11.14;19:00;Levante;2–1;Almería;16,000;Estadio Ciudad de Valencia;Eduardo Prieto;Match Report;
10;Sun;02.11.14;21:00;Elche;2–1;Espanyol;21,472;Estadio Manuel Martínez Valero;José Teixeira;Match Report;
10;Mon;03.11.14;20:45;Rayo Vallecano;2–3;Eibar;10,625;Estadio del Rayo Vallecano;Ignacio Iglesias;Match Report;
;;;;;;;;;;;
11;Fri;07.11.14;20:45;Córdoba;0–0;La Coruña;15,643;Estadio Nuevo Arcángel;Antonio Matéu Lahoz;Match Report;
11;Sat;08.11.14;16:00;Almería;1–2;Barcelona;12,606;Estadio de los Juegos Mediterráneos;Alberto Undiano;Match Report;
11;Sat;08.11.14;18:00;Getafe;0–0;Elche;6,000;Coliseum Alfonso Pérez;David Fernández;Match Report;
11;Sat;08.11.14;20:00;Real Madrid;5–1;Rayo Vallecano;76,842;Estadio Santiago Bernabéu;Pedro Pérez;Match Report;
11;Sat;08.11.14;22:00;Málaga;2–1;Eibar;22,600;Estadio La Rosaleda;Juan Martínez;Match Report;
11;Sat;08.11.14;22:00;Celta Vigo;0–0;Granada;20,000;Estadio de Balaídos;Javier Estrada;Match Report;
11;Sun;09.11.14;12:00;Sevilla;1–1;Levante;28,500;Estadio Ramón Sánchez Pizjuán;Carlos Velasco;Match Report;
11;Sun;09.11.14;17:00;Espanyol;1–1;Villarreal;22,000;RCDE Stadium;Jesús Gil;Match Report;
11;Sun;09.11.14;19:00;Valencia;0–0;Athletic Club;39,600;Estadio de Mestalla;Carlos del Cerro;Match Report;
11;Sun;09.11.14;21:00;Real Sociedad;2–1;Atlético Madrid;22,768;Estadio Municipal de Anoeta;Alfonso Álvarez;Match Report;
;;;;;;;;;;;
12;Fri;21.11.14;20:45;Athletic Club;3–1;Espanyol;28,000;San Mamés;Mario Melero;Match Report;
12;Sat;22.11.14;16:00;Atlético Madrid;3–1;Málaga;44,200;Estadio Vicente Calderón;Fernando Teixeira;Match Report;
12;Sat;22.11.14;18:00;Eibar;0–4;Real Madrid;5,859;Estadio Municipal de Ipurúa;David Fernández;Match Report;
12;Sat;22.11.14;20:00;Barcelona;5–1;Sevilla;78,283;Camp Nou;Carlos Clos Gómez;Match Report;
12;Sat;22.11.14;22:00;La Coruña;0–0;Real Sociedad;18,521;Estadio Municipal de Riazor;Eduardo Moya;Match Report;
12;Sun;23.11.14;12:00;Rayo Vallecano;1–0;Celta Vigo;7,100;Estadio del Rayo Vallecano;José González;Match Report;
12;Sun;23.11.14;17:00;Levante;2–1;Valencia;17,200;Estadio Ciudad de Valencia;Iñaki Bikandi;Match Report;
12;Sun;23.11.14;19:00;Elche;2–2;Córdoba;22,636;Estadio Manuel Martínez Valero;Alejandro Hernández;Match Report;
12;Sun;23.11.14;21:00;Villarreal;2–1;Getafe;19,500;Estadio de la Cerámica;Santiago Jaime;Match Report;
12;Mon;24.11.14;20:45;Granada;0–0;Almería;16,500;Estadio Nuevo Los Cármenes;Ignacio Iglesias;Match Report;
;;;;;;;;;;;
13;Fri;28.11.14;20:45;Real Sociedad;3–0;Elche;17,000;Estadio Municipal de Anoeta;Carlos Velasco;Match Report;
13;Sat;29.11.14;16:00;Getafe;1–2;Athletic Club;8,100;Coliseum Alfonso Pérez;Alfonso Álvarez;Match Report;
13;Sat;29.11.14;18:00;Espanyol;2–1;Levante;12,723;RCDE Stadium;Carlos del Cerro;Match Report;
13;Sat;29.11.14;20:00;Málaga;1–2;Real Madrid;29,025;Estadio La Rosaleda;Iñaki Bikandi;Match Report;
13;Sat;29.11.14;22:00;Celta Vigo;0–1;Eibar;16,000;Estadio de Balaídos;Pedro Pérez;Match Report;
13;Sun;30.11.14;12:00;Atlético Madrid;2–0;La Coruña;45,000;Estadio Vicente Calderón;José Teixeira;Match Report;
13;Sun;30.11.14;17:00;Sevilla;5–1;Granada;30,347;Estadio Ramón Sánchez Pizjuán;Eduardo Prieto;Match Report;
13;Sun;30.11.14;19:00;Córdoba;0–2;Villarreal;15,998;Estadio Nuevo Arcángel;Javier Estrada;Match Report;
13;Sun;30.11.14;21:00;Valencia;0–1;Barcelona;51,200;Estadio de Mestalla;David Fernández;Match Report;
13;Mon;01.12.14;20:45;Almería;0–1;Rayo Vallecano;8,500;Estadio de los Juegos Mediterráneos;Antonio Matéu Lahoz;Match Report;
;;;;;;;;;;;
14;Sat;06.12.14;16:00;Elche;0–2;Atlético Madrid;18,290;Estadio Manuel Martínez Valero;Iñaki Bikandi;Match Report;
14;Sat;06.12.14;18:00;Athletic Club;0–1;Córdoba;38,500;San Mamés;Santiago Jaime;Match Report;
14;Sat;06.12.14;20:00;Real Madrid;3–0;Celta Vigo;80,300;Estadio Santiago Bernabéu;Alberto Undiano;Match Report;
14;Sat;06.12.14;22:00;La Coruña;0–1;Málaga;19,000;Estadio Municipal de Riazor;Jesús Gil;Match Report;
14;Sun;07.12.14;12:00;Rayo Vallecano;0–1;Sevilla;11,604;Estadio del Rayo Vallecano;Alfonso Álvarez;Match Report;
14;Sun;07.12.14;17:00;Barcelona;5–1;Espanyol;76,057;Camp Nou;Ignacio Iglesias;Match Report;
14;Sun;07.12.14;19:00;Villarreal;4–0;Real Sociedad;16,000;Estadio de la Cerámica;Fernando Teixeira;Match Report;
14;Sun;07.12.14;21:00;Granada;1–1;Valencia;18,300;Estadio Nuevo Los Cármenes;Alejandro Hernández;Match Report;
14;Mon;08.12.14;17:00;Eibar;5–2;Almería;4,200;Estadio Municipal de Ipurúa;José González;Match Report;
14;Mon;08.12.14;19:00;Levante;1–1;Getafe;13,582;Estadio Ciudad de Valencia;Mario Melero;Match Report;
;;;;;;;;;;;
15;Fri;12.12.14;20:45;Almería;1–4;Real Madrid;15,000;Estadio de los Juegos Mediterráneos;Alfonso Álvarez;Match Report;
15;Sat;13.12.14;16:00;Getafe;0–0;Barcelona;9,500;Coliseum Alfonso Pérez;Iñaki Bikandi;Match Report;
15;Sat;13.12.14;18:00;Valencia;3–0;Rayo Vallecano;41,000;Estadio de Mestalla;José Teixeira;Match Report;
15;Sat;13.12.14;20:00;Córdoba;0–0;Levante;14,000;Estadio Nuevo Arcángel;Eduardo Prieto;Match Report;
15;Sat;13.12.14;22:00;Málaga;1–0;Celta Vigo;27,000;Estadio La Rosaleda;Carlos del Cerro;Match Report;
15;Sun;14.12.14;12:00;Espanyol;2–1;Granada;18,405;RCDE Stadium;Santiago Jaime;Match Report;
15;Sun;14.12.14;17:00;Sevilla;0–0;Eibar;20,000;Estadio Ramón Sánchez Pizjuán;Javier Estrada;Match Report;
15;Sun;14.12.14;19:00;Atlético Madrid;0–1;Villarreal;37,000;Estadio Vicente Calderón;Pedro Pérez;Match Report;
15;Sun;14.12.14;21:00;Real Sociedad;1–1;Athletic Club;26,651;Estadio Municipal de Anoeta;David Fernández;Match Report;
15;Mon;15.12.14;20:45;La Coruña;1–0;Elche;14,167;Estadio Municipal de Riazor;Mario Melero;Match Report;
;;;;;;;;;;;
16;Fri;19.12.14;20:45;Celta Vigo;0–1;Almería;13,200;Estadio de Balaídos;Jesús Gil;Match Report;
16;Sat;20.12.14;16:00;Barcelona;5–0;Córdoba;60,066;Camp Nou;Antonio Matéu Lahoz;Match Report;
16;Sat;20.12.14;18:00;Levante;1–1;Real Sociedad;16,800;Estadio Ciudad de Valencia;Santiago Jaime;Match Report;
16;Sat;20.12.14;20:00;Eibar;0–1;Valencia;4,700;Estadio Municipal de Ipurúa;Carlos Velasco;Match Report;
16;Sat;20.12.14;22:00;Rayo Vallecano;1–3;Espanyol;7,776;Estadio del Rayo Vallecano;Juan Martínez;Match Report;
16;Sun;21.12.14;12:00;Villarreal;3–0;La Coruña;16,000;Estadio de la Cerámica;José González;Match Report;
16;Sun;21.12.14;17:00;Granada;1–1;Getafe;19,600;Estadio Nuevo Los Cármenes;Fernando Teixeira;Match Report;
16;Sun;21.12.14;19:00;Elche;1–2;Málaga;24,134;Estadio Manuel Martínez Valero;Alberto Undiano;Match Report;
16;Sun;21.12.14;21:00;Athletic Club;1–4;Atlético Madrid;46,500;San Mamés;Alejandro Hernández;Match Report;
;;;;;;;;;;;
17;Sat;03.01.15;16:00;Atlético Madrid;3–1;Levante;52,163;Estadio Vicente Calderón;Alfonso Álvarez;Match Report;
17;Sat;03.01.15;18:00;Sevilla;1–0;Celta Vigo;31,253;Estadio Ramón Sánchez Pizjuán;Carlos Velasco;Match Report;
17;Sat;03.01.15;20:00;Elche;2–2;Villarreal;18,283;Estadio Manuel Martínez Valero;Carlos Clos Gómez;Match Report;
17;Sat;03.01.15;22:00;La Coruña;1–0;Athletic Club;16,200;Estadio Municipal de Riazor;Alberto Undiano;Match Report;
17;Sat;03.01.15;22:00;Málaga;1–2;Almería;19,500;Estadio La Rosaleda;Fernando Teixeira;Match Report;
17;Sun;04.01.15;12:00;Getafe;1–2;Rayo Vallecano;6,500;Coliseum Alfonso Pérez;Alejandro Hernández;Match Report;
17;Sun;04.01.15;17:00;Valencia;2–1;Real Madrid;54,800;Estadio de Mestalla;Jesús Gil;Match Report;
17;Sun;04.01.15;19:00;Espanyol;1–2;Eibar;19,136;RCDE Stadium;Antonio Matéu Lahoz;Match Report;
17;Sun;04.01.15;21:00;Real Sociedad;1–0;Barcelona;28,748;Estadio Municipal de Anoeta;Carlos del Cerro;Match Report;
17;Mon;05.01.15;20:45;Córdoba;2–0;Granada;18,600;Estadio Nuevo Arcángel;Iñaki Bikandi;Match Report;
;;;;;;;;;;;
18;Fri;09.01.15;20:45;Levante;0–0;La Coruña;12,560;Estadio Ciudad de Valencia;Pedro Pérez;Match Report;
18;Sat;10.01.15;16:00;Real Madrid;3–0;Espanyol;74,896;Estadio Santiago Bernabéu;David Fernández;Match Report;
18;Sat;10.01.15;18:00;Málaga;1–1;Villarreal;22,077;Estadio La Rosaleda;Santiago Jaime;Match Report;
18;Sat;10.01.15;20:00;Celta Vigo;1–1;Valencia;19,218;Estadio de Balaídos;José González;Match Report;
18;Sat;10.01.15;22:00;Eibar;2–1;Getafe;4,115;Estadio Municipal de Ipurúa;Carlos Clos Gómez;Match Report;
18;Sun;11.01.15;12:00;Almería;0–2;Sevilla;12,703;Estadio de los Juegos Mediterráneos;Eduardo Prieto;Match Report;
18;Sun;11.01.15;17:00;Athletic Club;1–2;Elche;40,000;San Mamés;Ignacio Iglesias;Match Report;
18;Sun;11.01.15;19:00;Granada;1–1;Real Sociedad;14,637;Estadio Nuevo Los Cármenes;Juan Martínez;Match Report;
18;Sun;11.01.15;21:00;Barcelona;3–1;Atlético Madrid;81,658;Camp Nou;Alberto Undiano;Match Report;
18;Mon;12.01.15;20:45;Rayo Vallecano;0–1;Córdoba;10,620;Estadio del Rayo Vallecano;Javier Estrada;Match Report;
;;;;;;;;;;;
19;Fri;16.01.15;20:45;Córdoba;1–1;Eibar;16,131;Estadio Nuevo Arcángel;Fernando Teixeira;Match Report;
19;Sat;17.01.15;16:00;Real Sociedad;0–1;Rayo Vallecano;21,542;Estadio Municipal de Anoeta;Mario Melero;Match Report;
19;Sat;17.01.15;18:00;Valencia;3–2;Almería;43,391;Estadio de Mestalla;Iñaki Bikandi;Match Report;
19;Sat;17.01.15;20:00;Villarreal;2–0;Athletic Club;16,108;Estadio de la Cerámica;Javier Estrada;Match Report;
19;Sat;17.01.15;22:00;Espanyol;1–0;Celta Vigo;12,710;RCDE Stadium;Eduardo Prieto;Match Report;
19;Sun;18.01.15;12:00;Getafe;0–3;Real Madrid;10,591;Coliseum Alfonso Pérez;Pedro Pérez;Match Report;
19;Sun;18.01.15;17:00;Atlético Madrid;2–0;Granada;42,000;Estadio Vicente Calderón;Ignacio Iglesias;Match Report;
19;Sun;18.01.15;19:00;La Coruña;0–4;Barcelona;25,173;Estadio Municipal de Riazor;Juan Martínez;Match Report;
19;Sun;18.01.15;21:00;Elche;1–0;Levante;14,726;Estadio Manuel Martínez Valero;Carlos Velasco;Match Report;
19;Sun;18.01.15;21:00;Sevilla;2–0;Málaga;23,719;Estadio Ramón Sánchez Pizjuán;José Teixeira;Match Report;
;;;;;;;;;;;
20;Sat;24.01.15;16:00;Córdoba;1–2;Real Madrid;21,495;Estadio Nuevo Arcángel;Alejandro Hernández;Match Report;
20;Sat;24.01.15;18:00;Elche;0–6;Barcelona;28,235;Estadio Manuel Martínez Valero;Carlos Clos Gómez;Match Report;
20;Sat;24.01.15;20:00;Atlético Madrid;3–1;Rayo Vallecano;37,202;Estadio Vicente Calderón;Iñaki Bikandi;Match Report;
20;Sat;24.01.15;22:00;Villarreal;1–0;Levante;12,284;Estadio de la Cerámica;David Fernández;Match Report;
20;Sat;24.01.15;22:00;Real Sociedad;1–0;Eibar;22,368;Estadio Municipal de Anoeta;José González;Match Report;
20;Sun;25.01.15;12:00;La Coruña;2–2;Granada;18,827;Estadio Municipal de Riazor;Carlos del Cerro;Match Report;
20;Sun;25.01.15;17:00;Athletic Club;1–1;Málaga;41,200;San Mamés;Alfonso Álvarez;Match Report;
20;Sun;25.01.15;19:00;Espanyol;3–0;Almería;16,792;RCDE Stadium;Alberto Undiano;Match Report;
20;Sun;25.01.15;21:00;Valencia;3–1;Sevilla;46,704;Estadio de Mestalla;Santiago Jaime;Match Report;
20;Mon;26.01.15;20:45;Getafe;2–1;Celta Vigo;4,570;Coliseum Alfonso Pérez;Antonio Matéu Lahoz;Match Report;
;;;;;;;;;;;
21;Fri;30.01.15;20:45;Rayo Vallecano;1–2;La Coruña;10,724;Estadio del Rayo Vallecano;Eduardo Prieto;Match Report;
21;Sat;31.01.15;16:00;Real Madrid;4–1;Real Sociedad;71,653;Estadio Santiago Bernabéu;Alfonso Álvarez;Match Report;
21;Sat;31.01.15;18:00;Eibar;1–3;Atlético Madrid;4,238;Estadio Municipal de Ipurúa;Pedro Pérez;Match Report;
21;Sat;31.01.15;20:00;Granada;1–0;Elche;15,230;Estadio Nuevo Los Cármenes;Jesús Gil;Match Report;
21;Sat;31.01.15;22:00;Celta Vigo;1–0;Córdoba;15,502;Estadio de Balaídos;José Teixeira;Match Report;
21;Sun;01.02.15;12:00;Levante;0–2;Athletic Club;16,116;Estadio Ciudad de Valencia;Alejandro Hernández;Match Report;
21;Sun;01.02.15;17:00;Almería;1–0;Getafe;8,575;Estadio de los Juegos Mediterráneos;Ignacio Iglesias;Match Report;
21;Sun;01.02.15;19:00;Sevilla;3–2;Espanyol;27,955;Estadio Ramón Sánchez Pizjuán;José González;Match Report;
21;Sun;01.02.15;21:00;Barcelona;3–2;Villarreal;60,005;Camp Nou;Iñaki Bikandi;Match Report;
21;Mon;02.02.15;20:45;Málaga;1–0;Valencia;20,191;Estadio La Rosaleda;Carlos Clos Gómez;Match Report;
;;;;;;;;;;;
16;Wed;04.02.15;20:45;Real Madrid;2–1;Sevilla;67,126;Estadio Santiago Bernabéu;Ignacio Iglesias;Match Report;
;;;;;;;;;;;
