Wk;Day;Date;Time;Home;Score;Away;Attendance;Venue;Referee;Match Report;Notes
2;Fri;09.09.11;;Milan;2–2;Lazio;;;Gianluca Rocchi;Match Report;
2;Sat;10.09.11;;Cesena;1–3;Napoli;;;Mauro Bergonzi;Match Report;
2;Sun;11.09.11;;Palermo;4–3;Inter;;;Christian Brighi;Match Report;
2;Sun;11.09.11;;Chievo;2–2;Novara;;;Sebastiano Peruzzo;Match Report;
2;Sun;11.09.11;;Roma;1–2;Cagliari;;;Gabriele Gava;Match Report;
2;Sun;11.09.11;;Lecce;0–2;Udinese;;;Antonio Damato;Match Report;
2;Sun;11.09.11;;Genoa;2–2;Atalanta;;;Nicola Rizzoli;Match Report;
2;Sun;11.09.11;;Fiorentina;2–0;Bologna;;;Marco Guida;Match Report;
2;Sun;11.09.11;;Juventus;4–1;Parma;;;Domenico Celi;Match Report;
2;Sun;11.09.11;;Catania;0–0;Siena;;;Luca Banti;Match Report;
;;;;;;;;;;;
3;Sat;17.09.11;;Inter;0–0;Roma;;;Paolo Mazzoleni;Match Report;
3;Sat;17.09.11;;Cagliari;2–1;Novara;;;Antonio Giannoccaro;Match Report;
3;Sun;18.09.11;;Udinese;2–0;Fiorentina;;;Andrea Romeo;Match Report;
3;Sun;18.09.11;;Parma;2–1;Chievo;;;Daniele Doveri;Match Report;
3;Sun;18.09.11;;Lazio;1–2;Genoa;;;Daniele Orsato;Match Report;
3;Sun;18.09.11;;Napoli;3–1;Milan;;;Paolo Tagliavento;Match Report;
3;Sun;18.09.11;;Siena;0–1;Juventus;;;Paolo Valeri;Match Report;
3;Sun;18.09.11;;Bologna;0–2;Lecce;;;Carmine Russo;Match Report;
3;Sun;18.09.11;;Atalanta;1–0;Palermo;;;Andrea De Marco;Match Report;
3;Sun;18.09.11;;Catania;1–0;Cesena;;;Andrea Gervasoni;Match Report;
;;;;;;;;;;;
4;Tue;20.09.11;;Novara;3–1;Inter;;;Mauro Bergonzi;Match Report;
4;Wed;21.09.11;;Genoa;3–0;Catania;;;Riccardo Tozzi;Match Report;
4;Wed;21.09.11;;Cesena;1–2;Lazio;;;Domenico Celi;Match Report;
4;Wed;21.09.11;;Chievo;1–0;Napoli;;;Antonio Damato;Match Report;
4;Wed;21.09.11;;Lecce;1–2;Atalanta;;;Gianluca Rocchi;Match Report;
4;Wed;21.09.11;;Fiorentina;3–0;Parma;;;Nicola Rizzoli;Match Report;
4;Wed;21.09.11;;Palermo;3–2;Cagliari;;;Sebastiano Peruzzo;Match Report;
4;Wed;21.09.11;;Juventus;1–1;Bologna;;;Gabriele Gava;Match Report;
4;Wed;21.09.11;;Milan;1–1;Udinese;;;Luca Banti;Match Report;
4;Thu;22.09.11;;Roma;1–1;Siena;;;Marco Guida;Match Report;
;;;;;;;;;;;
5;Sat;24.09.11;;Napoli;0–0;Fiorentina;;;Paolo Valeri;Match Report;
5;Sat;24.09.11;;Bologna;1–3;Inter;;;Paolo Tagliavento;Match Report;
5;Sat;24.09.11;;Milan;1–0;Cesena;;;Antonio Giannoccaro;Match Report;
5;Sun;25.09.11;;Parma;0–1;Roma;;;Daniele Orsato;Match Report;
5;Sun;25.09.11;;Siena;3–0;Lecce;;;Daniele Doveri;Match Report;
5;Sun;25.09.11;;Chievo;2–1;Genoa;;;Carmine Russo;Match Report;
5;Sun;25.09.11;;Cagliari;0–0;Udinese;;;Andrea De Marco;Match Report;
5;Sun;25.09.11;;Atalanta;2–1;Novara;;;Emilio Ostinelli;Match Report;
5;Sun;25.09.11;;Catania;1–1;Juventus;;;Paolo Mazzoleni;Match Report;
5;Sun;25.09.11;;Lazio;0–0;Palermo;;;Andrea Gervasoni;Match Report;
;;;;;;;;;;;
6;Sat;01.10.11;;Roma;3–1;Atalanta;;;Domenico Celi;Match Report;
6;Sat;01.10.11;;Inter;0–3;Napoli;;;Gianluca Rocchi;Match Report;
6;Sun;02.10.11;;Palermo;2–0;Siena;;;Andrea Romeo;Match Report;
6;Sun;02.10.11;;Juventus;2–0;Milan;;;Nicola Rizzoli;Match Report;
6;Sun;02.10.11;;Novara;3–3;Catania;;;Christian Brighi;Match Report;
6;Sun;02.10.11;;Cesena;0–0;Chievo;;;Luca Banti;Match Report;
6;Sun;02.10.11;;Parma;3–1;Genoa;;;Antonio Damato;Match Report;
6;Sun;02.10.11;;Fiorentina;1–2;Lazio;;;Mauro Bergonzi;Match Report;
6;Sun;02.10.11;;Lecce;0–2;Cagliari;;;Marco Guida;Match Report;
6;Sun;02.10.11;;Udinese;2–0;Bologna;;;Sebastiano Peruzzo;Match Report;
;;;;;;;;;;;
7;Sat;15.10.11;;Milan;3–0;Palermo;;;Paolo Valeri;Match Report;
7;Sat;15.10.11;;Napoli;1–2;Parma;;;Paolo Mazzoleni;Match Report;
7;Sat;15.10.11;;Catania;2–1;Inter;;;Daniele Orsato;Match Report;
7;Sun;16.10.11;;Genoa;0–0;Lecce;;;Gabriele Gava;Match Report;
7;Sun;16.10.11;;Atalanta;0–0;Udinese;;;Andrea Gervasoni;Match Report;
7;Sun;16.10.11;;Cagliari;0–0;Siena;;;Dino Tommasi;Match Report;
7;Sun;16.10.11;;Lazio;2–1;Roma;;;Paolo Tagliavento;Match Report;
7;Sun;16.10.11;;Cesena;0–0;Fiorentina;;;Carmine Russo;Match Report;
7;Sun;16.10.11;;Chievo;0–0;Juventus;;;Andrea De Marco;Match Report;
7;Sun;16.10.11;;Novara;0–2;Bologna;;;Daniele Doveri;Match Report;
;;;;;;;;;;;
8;Sat;22.10.11;;Fiorentina;2–2;Catania;;;Antonio Giannoccaro;Match Report;
8;Sat;22.10.11;;Juventus;2–2;Genoa;;;Andrea Romeo;Match Report;
8;Sun;23.10.11;;Roma;1–0;Palermo;;;Mauro Bergonzi;Match Report;
8;Sun;23.10.11;;Parma;1–2;Atalanta;;;Christian Brighi;Match Report;
8;Sun;23.10.11;;Inter;1–0;Chievo;;;Domenico Celi;Match Report;
8;Sun;23.10.11;;Bologna;0–2;Lazio;;;Antonio Damato;Match Report;
8;Sun;23.10.11;;Siena;2–0;Cesena;;;Nicola Rizzoli;Match Report;
8;Sun;23.10.11;;Lecce;3–4;Milan;;;Sebastiano Peruzzo;Match Report;
8;Sun;23.10.11;;Udinese;3–0;Novara;;;Marco Guida;Match Report;
8;Sun;23.10.11;;Cagliari;0–0;Napoli;;;Luca Banti;Match Report;
;;;;;;;;;;;
9;Tue;25.10.11;;Juventus;2–1;Fiorentina;;;Daniele Orsato;Match Report;
