Wk;Day;Date;Time;Home;xG;Score;xG;Away;Attendance;Venue;Referee;Match Report;Notes
19;Mon;14.01.19;21:00;Real Sociedad;2.1;3–2;1.7;Espanyol;17,301;Estadio Municipal de Anoeta;Carlos del Cerro;Match Report;
;;;;;;;;;;;;;
20;Fri;18.01.19;21:00;Getafe;2;4–0;0.3;Alavés;8,748;Coliseum Alfonso Pérez;José Luis Munuera;Match Report;
20;Sat;19.01.19;16:15;Real Madrid;1.3;2–0;0.3;Sevilla;68,232;Estadio Santiago Bernabéu;Antonio Matéu Lahoz;Match Report;
20;Sat;19.01.19;18:30;Huesca;1;0–3;2;Atlético Madrid;7,106;Estadio El Alcoraz;Guillermo Cuadra;Match Report;
20;Sat;19.01.19;20:45;Celta Vigo;0.6;1–2;1.5;Valencia;15,668;Estadio de Balaídos;José González;Match Report;
20;Sun;20.01.19;12:00;Betis;1.6;3–2;0.9;Girona;47,218;Estadio Benito Villamarín;Adrián Cordero;Match Report;
20;Sun;20.01.19;16:15;Villarreal;1;1–1;0.6;Athletic Club;17,054;Estadio de la Cerámica;Alberto Undiano;Match Report;
20;Sun;20.01.19;18:30;Levante;1.2;2–0;1.2;Valladolid;19,107;Estadio Ciudad de Valencia;Santiago Jaime;Match Report;
20;Sun;20.01.19;18:30;Rayo Vallecano;0.9;2–2;1.7;Real Sociedad;12,562;Estadio del Rayo Vallecano;David Medié;Match Report;
20;Sun;20.01.19;20:45;Barcelona;1.6;3–1;0.6;Leganés;50,670;Camp Nou;Ricardo de Burgos;Match Report;
20;Mon;21.01.19;21:00;Eibar;1.6;3–0;0.8;Espanyol;3,592;Estadio Municipal de Ipurúa;Juan Martínez;Match Report;
;;;;;;;;;;;;;
21;Sat;26.01.19;13:00;Sevilla;4.8;5–0;0.6;Levante;34,220;Estadio Ramón Sánchez Pizjuán;Alberola Rojas;Match Report;
21;Sat;26.01.19;16:15;Atlético Madrid;1.1;2–0;0.2;Getafe;55,709;Estadio Wanda Metropolitano;Ignacio Iglesias;Match Report;
21;Sat;26.01.19;18:30;Leganés;0.7;2–2;0.3;Eibar;9,341;Estadio Municipal de Butarque;Alejandro Hernández;Match Report;
21;Sat;26.01.19;20:45;Valencia;1.7;3–0;0.7;Villarreal;37,685;Estadio de Mestalla;Carlos del Cerro;Match Report;
21;Sun;27.01.19;12:00;Valladolid;2.5;2–1;0.9;Celta Vigo;18,416;Estadio Municipal José Zorrilla;José Sánchez;Match Report;
21;Sun;27.01.19;16:15;Girona;1.2;0–2;2.3;Barcelona;14,021;Estadi Municipal de Montilivi;Pablo González;Match Report;
21;Sun;27.01.19;18:30;Athletic Club;0.7;1–0;0.3;Betis;40,282;San Mamés;Javier Estrada;Match Report;
21;Sun;27.01.19;18:30;Real Sociedad;0.6;0–0;0.6;Huesca;21,252;Estadio Municipal de Anoeta;Eduardo Prieto;Match Report;
21;Sun;27.01.19;20:45;Espanyol;0.9;2–4;2;Real Madrid;21,215;RCDE Stadium;Jesús Gil;Match Report;
21;Mon;28.01.19;21:00;Alavés;1;0–1;0.7;Rayo Vallecano;13,982;Estadio de Mendizorroza;Mario Melero;Match Report;
;;;;;;;;;;;;;
22;Fri;01.02.19;21:00;Huesca;1.2;4–0;0.5;Valladolid;6,052;Estadio El Alcoraz;José Luis Munuera;Match Report;
22;Sat;02.02.19;13:00;Levante;0.8;0–0;0.3;Getafe;18,437;Estadio Ciudad de Valencia;Adrián Cordero;Match Report;
22;Sat;02.02.19;16:15;Real Sociedad;1.5;2–1;1.2;Athletic Club;27,073;Estadio Municipal de Anoeta;Antonio Matéu Lahoz;Match Report;
22;Sat;02.02.19;18:30;Barcelona;1.8;2–2;2.9;Valencia;76,789;Camp Nou;Alberto Undiano;Match Report;
22;Sat;02.02.19;20:45;Celta Vigo;0.7;1–0;0.7;Sevilla;17,503;Estadio de Balaídos;Ricardo de Burgos;Match Report;
22;Sun;03.02.19;12:00;Villarreal;2;2–2;1.2;Espanyol;15,476;Estadio de la Cerámica;Guillermo Cuadra;Match Report;
22;Sun;03.02.19;16:15;Betis;1;1–0;0.7;Atlético Madrid;50,864;Estadio Benito Villamarín;David Medié;Match Report;
22;Sun;03.02.19;18:30;Eibar;1.9;3–0;0.3;Girona;4,419;Estadio Municipal de Ipurúa;José González;Match Report;
22;Sun;03.02.19;20:45;Real Madrid;2.3;3–0;0.3;Alavés;53,132;Estadio Santiago Bernabéu;Santiago Jaime;Match Report;
22;Mon;04.02.19;21:00;Rayo Vallecano;1.2;1–2;0.7;Leganés;11,435;Estadio del Rayo Vallecano;Juan Martínez;Match Report;
;;;;;;;;;;;;;
23;Fri;08.02.19;21:00;Valladolid;0.7;0–0;1;Villarreal;16,842;Estadio Municipal José Zorrilla;Alejandro Hernández;Match Report;
23;Sat;09.02.19;13:00;Getafe;3.1;3–1;0.7;Celta Vigo;9,918;Coliseum Alfonso Pérez;Pablo González;Match Report;
23;Sat;09.02.19;16:15;Atlético Madrid;0.9;1–3;1.6;Real Madrid;67,752;Estadio Wanda Metropolitano;Javier Estrada;Match Report;
23;Sat;09.02.19;18:30;Espanyol;2;2–1;0.7;Rayo Vallecano;22,104;RCDE Stadium;Eduardo Prieto;Match Report;
23;Sat;09.02.19;20:45;Girona;1;0–2;0.5;Huesca;10,662;Estadi Municipal de Montilivi;Adrián Cordero;Match Report;
23;Sun;10.02.19;12:00;Leganés;1.7;3–0;0.2;Betis;11,381;Estadio Municipal de Butarque;Alberola Rojas;Match Report;
23;Sun;10.02.19;16:15;Valencia;1;0–0;0.6;Real Sociedad;38,885;Estadio de Mestalla;Mario Melero;Match Report;
23;Sun;10.02.19;18:30;Sevilla;1.3;2–2;1.2;Eibar;36,343;Estadio Ramón Sánchez Pizjuán;Ignacio Iglesias;Match Report;
23;Sun;10.02.19;20:45;Athletic Club;1.4;0–0;0.9;Barcelona;47,557;San Mamés;Carlos del Cerro;Match Report;
23;Mon;11.02.19;21:00;Alavés;1.7;2–0;0.2;Levante;13,691;Estadio de Mendizorroza;Alberto Undiano;Match Report;
;;;;;;;;;;;;;
24;Fri;15.02.19;21:00;Eibar;1.6;2–2;1.3;Getafe;4,449;Estadio Municipal de Ipurúa;David Medié;Match Report;
24;Sat;16.02.19;13:00;Celta Vigo;1.6;1–4;2.3;Levante;15,479;Estadio de Balaídos;Santiago Jaime;Match Report;
24;Sat;16.02.19;16:15;Rayo Vallecano;0.6;0–1;0.2;Atlético Madrid;13,880;Estadio del Rayo Vallecano;Jesús Gil;Match Report;
24;Sat;16.02.19;18:30;Real Sociedad;1.5;3–0;0.4;Leganés;22,997;Estadio Municipal de Anoeta;José Luis Munuera;Match Report;
24;Sat;16.02.19;20:45;Barcelona;3.5;1–0;0.4;Valladolid;67,435;Camp Nou;Juan Martínez;Match Report;
24;Sun;17.02.19;12:00;Real Madrid;1.3;1–2;2.1;Girona;68,099;Estadio Santiago Bernabéu;Guillermo Cuadra;Match Report;
24;Sun;17.02.19;16:15;Valencia;2;0–0;0.4;Espanyol;39,564;Estadio de Mestalla;Ricardo de Burgos;Match Report;
24;Sun;17.02.19;18:30;Villarreal;1.5;3–0;1.7;Sevilla;17,402;Estadio de la Cerámica;José González;Match Report;
24;Sun;17.02.19;20:45;Betis;2.4;1–1;0.5;Alavés;43,455;Estadio Benito Villamarín;Antonio Matéu Lahoz;Match Report;
24;Mon;18.02.19;21:00;Huesca;1;0–1;1.2;Athletic Club;6,729;Estadio El Alcoraz;José Sánchez;Match Report;
;;;;;;;;;;;;;
25;Fri;22.02.19;21:00;Espanyol;0.6;1–1;1;Huesca;20,078;RCDE Stadium;Alejandro Hernández;Match Report;
25;Sat;23.02.19;13:00;Getafe;1.5;2–1;0.4;Rayo Vallecano;11,207;Coliseum Alfonso Pérez;Alberola Rojas;Match Report;
25;Sat;23.02.19;16:15;Sevilla;1.1;2–4;1.7;Barcelona;40,661;Estadio Ramón Sánchez Pizjuán;Antonio Matéu Lahoz;Match Report;
25;Sat;23.02.19;18:30;Alavés;1.1;0–0;0.6;Celta Vigo;18,882;Estadio de Mendizorroza;Carlos del Cerro;Match Report;
25;Sat;23.02.19;20:45;Athletic Club;1.5;1–0;0.7;Eibar;43,363;San Mamés;Mario Melero;Match Report;
25;Sun;24.02.19;12:00;Leganés;1.7;1–1;0.5;Valencia;11,425;Estadio Municipal de Butarque;Javier Estrada;Match Report;
25;Sun;24.02.19;16:15;Atlético Madrid;1.4;2–0;0.9;Villarreal;59,114;Estadio Wanda Metropolitano;Alberto Undiano;Match Report;
25;Sun;24.02.19;18:30;Valladolid;0.6;0–2;0.9;Betis;20,125;Estadio Municipal José Zorrilla;Pablo González;Match Report;
25;Sun;24.02.19;20:45;Levante;1.2;1–2;2.5;Real Madrid;23,018;Estadio Ciudad de Valencia;Ignacio Iglesias;Match Report;
25;Mon;25.02.19;21:00;Girona;0.6;0–0;0.7;Real Sociedad;10,170;Estadi Municipal de Montilivi;Eduardo Prieto;Match Report;
;;;;;;;;;;;;;
26;Fri;01.03.19;21:00;Rayo Vallecano;0.7;0–2;1.4;Girona;12,087;Estadio del Rayo Vallecano;Santiago Jaime;Match Report;
26;Sat;02.03.19;13:00;Espanyol;2.8;3–1;1.5;Valladolid;20,467;RCDE Stadium;Adrián Cordero;Match Report;
26;Sat;02.03.19;16:15;Villarreal;1.2;1–2;1.5;Alavés;15,488;Estadio de la Cerámica;José Luis Munuera;Match Report;
26;Sat;02.03.19;18:30;Huesca;0.6;2–1;2.1;Sevilla;6,818;Estadio El Alcoraz;Ricardo de Burgos;Match Report;
26;Sat;02.03.19;20:45;Real Madrid;1.1;0–1;1.6;Barcelona;78,921;Estadio Santiago Bernabéu;Alberto Undiano;Match Report;
26;Sun;03.03.19;12:00;Eibar;2.3;1–0;0.9;Celta Vigo;4,682;Estadio Municipal de Ipurúa;Guillermo Cuadra;Match Report;
26;Sun;03.03.19;16:15;Betis;0.8;1–2;1.3;Getafe;46,657;Estadio Benito Villamarín;Juan Martínez;Match Report;
26;Sun;03.03.19;18:30;Real Sociedad;0.9;0–2;2;Atlético Madrid;26,004;Estadio Municipal de Anoeta;José González;Match Report;
26;Sun;03.03.19;20:45;Valencia;1.3;2–0;0.3;Athletic Club;39,041;Estadio de Mestalla;David Medié;Match Report;
26;Mon;04.03.19;21:00;Leganés;1.4;1–0;1.5;Levante;9,758;Estadio Municipal de Butarque;Jesús Gil;Match Report;
;;;;;;;;;;;;;
27;Fri;08.03.19;21:00;Athletic Club;0.7;1–1;0.4;Espanyol;38,453;San Mamés;Pablo González;Match Report;
27;Sat;09.03.19;13:00;Alavés;1.8;1–1;2;Eibar;18,793;Estadio de Mendizorroza;Alberola Rojas;Match Report;
27;Sat;09.03.19;16:15;Atlético Madrid;1.3;1–0;0.1;Leganés;58,321;Estadio Wanda Metropolitano;Antonio Matéu Lahoz;Match Report;
27;Sat;09.03.19;18:30;Barcelona;2.9;3–1;0.3;Rayo Vallecano;74,158;Camp Nou;Mario Melero;Match Report;
27;Sat;09.03.19;20:45;Getafe;1.6;2–1;0.7;Huesca;10,882;Coliseum Alfonso Pérez;Eduardo Prieto;Match Report;
27;Sun;10.03.19;12:00;Celta Vigo;0.5;0–1;1.2;Betis;18,005;Estadio de Balaídos;Javier Estrada;Match Report;
27;Sun;10.03.19;16:15;Girona;1.9;2–3;1;Valencia;11,502;Estadi Municipal de Montilivi;Carlos del Cerro;Match Report;
27;Sun;10.03.19;18:30;Sevilla;2.4;5–2;1.1;Real Sociedad;35,813;Estadio Ramón Sánchez Pizjuán;Ignacio Iglesias;Match Report;
27;Sun;10.03.19;18:30;Levante;1;0–2;0.8;Villarreal;20,149;Estadio Ciudad de Valencia;José Sánchez;Match Report;
27;Sun;10.03.19;20:45;Valladolid;2.3;1–4;2.7;Real Madrid;21,914;Estadio Municipal José Zorrilla;Jesús Gil;Match Report;
;;;;;;;;;;;;;
28;Fri;15.03.19;21:00;Real Sociedad;2;1–1;0.8;Levante;20,605;Estadio Municipal de Anoeta;Adrián Cordero;Match Report;
28;Sat;16.03.19;13:00;Huesca;1.5;1–3;2.1;Alavés;6,811;Estadio El Alcoraz;Alberto Undiano;Match Report;
28;Sat;16.03.19;16:15;Real Madrid;2.3;2–0;0.4;Celta Vigo;65,054;Estadio Santiago Bernabéu;Juan Martínez;Match Report;
28;Sat;16.03.19;18:30;Athletic Club;1.1;2–0;0.6;Atlético Madrid;39,659;San Mamés;Santiago Jaime;Match Report;
28;Sat;16.03.19;20:45;Leganés;0.5;0–2;1.3;Girona;9,873;Estadio Municipal de Butarque;José Luis Munuera;Match Report;
28;Sun;17.03.19;12:00;Eibar;1.4;1–2;2;Valladolid;4,508;Estadio Municipal de Ipurúa;David Medié;Match Report;
28;Sun;17.03.19;16:15;Espanyol;0.8;0–1;1.2;Sevilla;20,219;RCDE Stadium;Guillermo Cuadra;Match Report;
28;Sun;17.03.19;18:30;Villarreal;2.1;3–1;0.2;Rayo Vallecano;17,117;Estadio de la Cerámica;José González;Match Report;
28;Sun;17.03.19;18:30;Valencia;0.6;0–0;0.3;Getafe;41,778;Estadio de Mestalla;José Sánchez;Match Report;
28;Sun;17.03.19;20:45;Betis;1;1–4;2.9;Barcelona;54,172;Estadio Benito Villamarín;Ricardo de Burgos;Match Report;
;;;;;;;;;;;;;
29;Fri;29.03.19;21:00;Girona;0.3;1–2;0.7;Athletic Club;10,652;Estadi Municipal de Montilivi;José Sánchez;Match Report;
29;Sat;30.03.19;13:00;Getafe;0.5;0–2;1.2;Leganés;12,705;Coliseum Alfonso Pérez;Pablo González;Match Report;
29;Sat;30.03.19;16:15;Barcelona;1.1;2–0;0.2;Espanyol;92,795;Camp Nou;Carlos del Cerro;Match Report;
29;Sat;30.03.19;18:30;Celta Vigo;1.5;3–2;2;Villarreal;22,315;Estadio de Balaídos;Jesús Gil;Match Report;
29;Sat;30.03.19;20:45;Alavés;0.7;0–4;1.5;Atlético Madrid;19,117;Estadio de Mendizorroza;Mario Melero;Match Report;
29;Sun;31.03.19;12:00;Levante;1;2–2;1.7;Eibar;16,179;Estadio Ciudad de Valencia;Eduardo Prieto;Match Report;
29;Sun;31.03.19;14:00;Rayo Vallecano;2.2;1–1;0.5;Betis;12,310;Estadio del Rayo Vallecano;Antonio Matéu Lahoz;Match Report;
29;Sun;31.03.19;16:15;Sevilla;1.1;0–1;0.9;Valencia;38,450;Estadio Ramón Sánchez Pizjuán;José González;Match Report;
29;Sun;31.03.19;18:30;Valladolid;1.2;1–1;0.4;Real Sociedad;18,775;Estadio Municipal José Zorrilla;Alberola Rojas;Match Report;
29;Sun;31.03.19;20:45;Real Madrid;3.7;3–2;1.6;Huesca;49,269;Estadio Santiago Bernabéu;Javier Estrada;Match Report;
;;;;;;;;;;;;;
30;Tue;02.04.19;19:30;Atlético Madrid;2.5;2–0;0.4;Girona;40,863;Estadio Wanda Metropolitano;Ignacio Iglesias;Match Report;
30;Tue;02.04.19;20:30;Espanyol;1.5;1–1;1.3;Getafe;16,322;RCDE Stadium;Ricardo de Burgos;Match Report;
30;Tue;02.04.19;21:30;Villarreal;2.8;4–4;2.4;Barcelona;19,515;Estadio de la Cerámica;Alejandro Hernández;Match Report;
30;Wed;03.04.19;19:30;Athletic Club;1.7;3–2;1.2;Levante;36,450;San Mamés;José Luis Munuera;Match Report;
30;Wed;03.04.19;20:30;Eibar;1.4;2–1;0.7;Rayo Vallecano;3,940;Estadio Municipal de Ipurúa;Alberto Undiano;Match Report;
30;Wed;03.04.19;20:30;Huesca;2.6;3–3;1.4;Celta Vigo;6,552;Estadio El Alcoraz;Adrián Cordero;Match Report;
30;Wed;03.04.19;21:30;Valencia;1.5;2–1;0.7;Real Madrid;44,274;Estadio de Mestalla;Santiago Jaime;Match Report;
30;Thu;04.04.19;19:30;Sevilla;1.4;2–0;0.4;Alavés;33,212;Estadio Ramón Sánchez Pizjuán;Juan Martínez;Match Report;
30;Thu;04.04.19;20:30;Leganés;1.8;1–0;0.8;Valladolid;10,185;Estadio Municipal de Butarque;Guillermo Cuadra;Match Report;
30;Thu;04.04.19;21:30;Real Sociedad;2;2–1;1.2;Betis;16,417;Estadio Municipal de Anoeta;David Medié;Match Report;
;;;;;;;;;;;;;
31;Sat;06.04.19;13:00;Girona;1.7;1–2;0.4;Espanyol;11,463;Estadi Municipal de Montilivi;Eduardo Prieto;Match Report;
31;Sat;06.04.19;16:15;Real Madrid;1.3;2–1;0.5;Eibar;50,284;Estadio Santiago Bernabéu;Pablo González;Match Report;
31;Sat;06.04.19;18:30;Rayo Vallecano;1.8;2–0;2.1;Valencia;11,320;Estadio del Rayo Vallecano;Alberola Rojas;Match Report;
31;Sat;06.04.19;20:45;Barcelona;2.2;2–0;0.5;Atlético Madrid;92,453;Camp Nou;Jesús Gil;Match Report;
31;Sun;07.04.19;12:00;Alavés;0.9;1–1;0.8;Leganés;16,783;Estadio de Mendizorroza;Antonio Matéu Lahoz;Match Report;
31;Sun;07.04.19;14:00;Getafe;0.7;1–0;0.5;Athletic Club;11,617;Coliseum Alfonso Pérez;José González;Match Report;
31;Sun;07.04.19;16:15;Valladolid;0.8;0–2;1.7;Sevilla;17,989;Estadio Municipal José Zorrilla;José Sánchez;Match Report;
31;Sun;07.04.19;18:30;Levante;2.6;2–2;0.8;Huesca;19,824;Estadio Ciudad de Valencia;Carlos del Cerro;Match Report;
31;Sun;07.04.19;18:30;Celta Vigo;2.9;3–1;1.4;Real Sociedad;20,519;Estadio de Balaídos;Mario Melero;Match Report;
31;Sun;07.04.19;20:45;Betis;2.4;2–1;1.5;Villarreal;28,475;Estadio Benito Villamarín;Javier Estrada;Match Report;
;;;;;;;;;;;;;
32;Sat;13.04.19;13:00;Espanyol;0.5;2–1;0.8;Alavés;18,143;RCDE Stadium;Ignacio Iglesias;Match Report;
32;Sat;13.04.19;16:15;Huesca;0.3;0–0;1;Barcelona;7,332;Estadio El Alcoraz;Guillermo Cuadra;Match Report;
32;Sat;13.04.19;18:30;Atlético Madrid;1.5;2–0;0.9;Celta Vigo;55,269;Estadio Wanda Metropolitano;Ricardo de Burgos;Match Report;
32;Sat;13.04.19;20:45;Sevilla;1.7;3–2;1.1;Betis;42,855;Estadio Ramón Sánchez Pizjuán;Alejandro Hernández;Match Report;
32;Sun;14.04.19;12:00;Valladolid;1.2;2–2;1.2;Getafe;16,909;Estadio Municipal José Zorrilla;José Luis Munuera;Match Report;
32;Sun;14.04.19;14:00;Athletic Club;2.1;3–2;1;Rayo Vallecano;38,732;San Mamés;Juan Martínez;Match Report;
32;Sun;14.04.19;16:15;Real Sociedad;0.6;1–1;1;Eibar;24,308;Estadio Municipal de Anoeta;Santiago Jaime;Match Report;
32;Sun;14.04.19;18:30;Girona;0.8;0–1;1.4;Villarreal;11,535;Estadi Municipal de Montilivi;Adrián Cordero;Match Report;
32;Sun;14.04.19;20:45;Valencia;2.4;3–1;0.2;Levante;42,120;Estadio de Mestalla;Alberto Undiano;Match Report;
32;Mon;15.04.19;21:00;Leganés;0.4;1–1;1.1;Real Madrid;12,118;Estadio Municipal de Butarque;David Medié;Match Report;
;;;;;;;;;;;;;
33;Fri;19.04.19;21:00;Alavés;1.5;2–2;1.5;Valladolid;13,568;Estadio de Mendizorroza;Javier Estrada;Match Report;
33;Sat;20.04.19;13:00;Celta Vigo;1.3;2–1;0.7;Girona;20,546;Estadio de Balaídos;Carlos del Cerro;Match Report;
33;Sat;20.04.19;16:15;Eibar;0.5;0–1;1.4;Atlético Madrid;4,750;Estadio Municipal de Ipurúa;Alberola Rojas;Match Report;
33;Sat;20.04.19;18:30;Rayo Vallecano;1;0–0;0.5;Huesca;10,542;Estadio del Rayo Vallecano;José González;Match Report;
33;Sat;20.04.19;20:45;Barcelona;1;2–1;1;Real Sociedad;75,470;Camp Nou;Pablo González;Match Report;
33;Sun;21.04.19;12:00;Levante;1.7;2–2;1.3;Espanyol;16,876;Estadio Ciudad de Valencia;Jesús Gil;Match Report;
33;Sun;21.04.19;14:00;Getafe;2.6;3–0;0.5;Sevilla;11,495;Coliseum Alfonso Pérez;Antonio Matéu Lahoz;Match Report;
33;Sun;21.04.19;16:15;Real Madrid;1.4;3–0;0.4;Athletic Club;59,815;Estadio Santiago Bernabéu;Mario Melero;Match Report;
33;Sun;21.04.19;18:30;Villarreal;1.2;2–1;1.2;Leganés;14,753;Estadio de la Cerámica;Eduardo Prieto;Match Report;
33;Sun;21.04.19;20:45;Betis;1.7;1–2;0.4;Valencia;42,508;Estadio Benito Villamarín;José Sánchez;Match Report;
;;;;;;;;;;;;;
34;Tue;23.04.19;19:30;Huesca;1.2;2–0;0.6;Eibar;6,157;Estadio El Alcoraz;David Medié;Match Report;
34;Tue;23.04.19;20:30;Valladolid;0.8;1–0;0.4;Girona;19,106;Estadio Municipal José Zorrilla;Juan Martínez;Match Report;
34;Tue;23.04.19;21:30;Alavés;0.3;0–2;2.5;Barcelona;18,735;Estadio de Mendizorroza;Adrián Cordero;Match Report;
34;Wed;24.04.19;19:30;Atlético Madrid;1.2;3–2;1.7;Valencia;43,531;Estadio Wanda Metropolitano;Alejandro Hernández;Match Report;
34;Wed;24.04.19;20:30;Leganés;0.4;0–1;0.4;Athletic Club;4,155;Estadio Municipal de Butarque;Ignacio Iglesias;Match Report;
34;Wed;24.04.19;20:30;Espanyol;1.4;1–1;2.4;Celta Vigo;15,680;RCDE Stadium;Alberto Undiano;Match Report;
34;Wed;24.04.19;21:30;Levante;1.2;4–0;0.2;Betis;20,394;Estadio Ciudad de Valencia;Santiago Jaime;Match Report;
34;Thu;25.04.19;19:30;Sevilla;3.6;5–0;0.6;Rayo Vallecano;31,636;Estadio Ramón Sánchez Pizjuán;Guillermo Cuadra;Match Report;
34;Thu;25.04.19;20:30;Real Sociedad;0.8;0–1;0.8;Villarreal;20,060;Estadio Municipal de Anoeta;José Luis Munuera;Match Report;
34;Thu;25.04.19;21:30;Getafe;0.6;0–0;1.5;Real Madrid;13,135;Coliseum Alfonso Pérez;Ricardo de Burgos;Match Report;
;;;;;;;;;;;;;
35;Sat;27.04.19;13:00;Athletic Club;1;1–1;1.5;Alavés;40,402;San Mamés;Jesús Gil;Match Report;
35;Sat;27.04.19;16:15;Atlético Madrid;0.8;1–0;0.7;Valladolid;53,123;Estadio Wanda Metropolitano;Mario Melero;Match Report;
35;Sat;27.04.19;18:30;Leganés;0.4;0–0;0.5;Celta Vigo;10,324;Estadio Municipal de Butarque;Juan Martínez;Match Report;
35;Sat;27.04.19;20:45;Barcelona;2.1;1–0;0.7;Levante;91,917;Camp Nou;Ricardo de Burgos;Match Report;
35;Sun;28.04.19;12:00;Valencia;0.5;0–1;0.9;Eibar;35,393;Estadio de Mestalla;Javier Estrada;Match Report;
35;Sun;28.04.19;14:00;Girona;1.6;1–0;0.6;Sevilla;11,281;Estadi Municipal de Montilivi;José González;Match Report;
35;Sun;28.04.19;16:15;Real Sociedad;2.1;2–1;0.8;Getafe;19,386;Estadio Municipal de Anoeta;Eduardo Prieto;Match Report;
35;Sun;28.04.19;18:30;Villarreal;0.9;1–1;1.7;Huesca;17,901;Estadio de la Cerámica;José Sánchez;Match Report;
35;Sun;28.04.19;20:45;Rayo Vallecano;1.5;1–0;0.5;Real Madrid;13,273;Estadio del Rayo Vallecano;Pablo González;Match Report;
35;Mon;29.04.19;21:00;Betis;1.3;1–1;1.2;Espanyol;30,561;Estadio Benito Villamarín;Carlos del Cerro;Match Report;
;;;;;;;;;;;;;
36;Fri;03.05.19;21:00;Sevilla;0.3;0–3;1.4;Leganés;32,797;Estadio Ramón Sánchez Pizjuán;Alberto Undiano;Match Report;
36;Sat;04.05.19;13:00;Levante;1.9;4–1;1.3;Rayo Vallecano;19,868;Estadio Ciudad de Valencia;Javier Estrada;Match Report;
36;Sat;04.05.19;16:15;Espanyol;1.3;3–0;1.2;Atlético Madrid;20,207;RCDE Stadium;José Luis Munuera;Match Report;
36;Sat;04.05.19;18:30;Alavés;0.7;0–1;0.7;Real Sociedad;18,509;Estadio de Mendizorroza;Alberola Rojas;Match Report;
36;Sat;04.05.19;20:45;Celta Vigo;1.8;2–0;0.5;Barcelona;22,519;Estadio de Balaídos;José Sánchez;Match Report;
36;Sun;05.05.19;12:00;Getafe;1.8;2–0;0.5;Girona;10,615;Coliseum Alfonso Pérez;Alejandro Hernández;Match Report;
36;Sun;05.05.19;14:00;Eibar;1.2;1–0;2.1;Betis;4,725;Estadio Municipal de Ipurúa;Ignacio Iglesias;Match Report;
36;Sun;05.05.19;16:15;Real Madrid;2.9;3–2;0.8;Villarreal;46,294;Estadio Santiago Bernabéu;Jesús Gil;Match Report;
36;Sun;05.05.19;18:30;Valladolid;0.5;1–0;1.1;Athletic Club;21,151;Estadio Municipal José Zorrilla;Antonio Matéu Lahoz;Match Report;
36;Sun;05.05.19;20:45;Huesca;2.6;2–6;2.4;Valencia;6,378;Estadio El Alcoraz;Carlos del Cerro;Match Report;
;;;;;;;;;;;;;
37;Sun;12.05.19;18:30;Leganés;1;0–2;2.8;Espanyol;10,597;Estadio Municipal de Butarque;Mario Melero;Match Report;
37;Sun;12.05.19;18:30;Villarreal;1.4;1–0;0.3;Eibar;17,901;Estadio de la Cerámica;Pablo González;Match Report;
37;Sun;12.05.19;18:30;Girona;1.4;1–2;0.5;Levante;13,342;Estadi Municipal de Montilivi;Carlos del Cerro;Match Report;
37;Sun;12.05.19;18:30;Barcelona;2.3;2–0;1.1;Getafe;57,088;Camp Nou;José González;Match Report;
37;Sun;12.05.19;18:30;Betis;2.4;2–1;1.4;Huesca;28,078;Estadio Benito Villamarín;Adrián Cordero;Match Report;
37;Sun;12.05.19;18:30;Rayo Vallecano;0.9;1–2;1.3;Valladolid;10,040;Estadio del Rayo Vallecano;José Sánchez;Match Report;
37;Sun;12.05.19;18:30;Valencia;1.3;3–1;0.7;Alavés;37,744;Estadio de Mestalla;Guillermo Cuadra;Match Report;
37;Sun;12.05.19;18:30;Atlético Madrid;1.4;1–1;0.9;Sevilla;60,234;Estadio Wanda Metropolitano;Ricardo de Burgos;Match Report;
37;Sun;12.05.19;18:30;Athletic Club;2.4;3–1;1;Celta Vigo;42,494;San Mamés;Javier Estrada;Match Report;
37;Sun;12.05.19;18:30;Real Sociedad;2;3–1;0.6;Real Madrid;27,322;Estadio Municipal de Anoeta;Juan Martínez;Match Report;
;;;;;;;;;;;;;
38;Sat;18.05.19;13:00;Levante;2.4;2–2;1.6;Atlético Madrid;20,575;Estadio Ciudad de Valencia;Ignacio Iglesias;Match Report;
38;Sat;18.05.19;16:15;Espanyol;1.1;2–0;0.6;Real Sociedad;26,568;RCDE Stadium;Santiago Jaime;Match Report;
38;Sat;18.05.19;16:15;Getafe;1.1;2–2;0.9;Villarreal;13,579;Coliseum Alfonso Pérez;Javier Estrada;Match Report;
38;Sat;18.05.19;16:15;Sevilla;1.7;2–0;0.6;Athletic Club;28,060;Estadio Ramón Sánchez Pizjuán;José Sánchez;Match Report;
38;Sat;18.05.19;16:15;Valladolid;1.1;0–2;1.8;Valencia;23,455;Estadio Municipal José Zorrilla;Ricardo de Burgos;Match Report;
38;Sat;18.05.19;20:45;Huesca;0.9;2–1;0.7;Leganés;5,575;Estadio El Alcoraz;Alberola Rojas;Match Report;
38;Sat;18.05.19;20:45;Alavés;1.2;2–1;0.9;Girona;11,549;Estadio de Mendizorroza;Mario Melero;Match Report;
38;Sat;18.05.19;20:45;Celta Vigo;2;2–2;1.1;Rayo Vallecano;21,607;Estadio de Balaídos;Antonio Matéu Lahoz;Match Report;
38;Sun;19.05.19;12:00;Real Madrid;0.6;0–2;1.4;Betis;56,900;Estadio Santiago Bernabéu;Alberto Undiano;Match Report;
