Wk;Day;Date;Time;Home;Score;Away;Attendance;Venue;Referee;Match Report;Notes
11;Sat;31.10.15;15:00 (16:00);Crystal Palace;0–0;Manchester Utd;24,854;Selhurst Park;Mike Jones;Match Report;
11;Sat;31.10.15;15:00 (16:00);Swansea City;0–3;Arsenal;20,937;Liberty Stadium;Kevin Friend;Match Report;
11;Sat;31.10.15;15:00 (16:00);West Brom;2–3;Leicester City;24,150;The Hawthorns;Anthony Taylor;Match Report;
11;Sat;31.10.15;15:00 (16:00);Newcastle Utd;0–0;Stoke City;47,139;St. James' Park;Roger East;Match Report;
11;Sat;31.10.15;15:00 (16:00);Watford;2–0;West Ham;20,598;Vicarage Road Stadium;Keith Stroud;Match Report;
11;Sat;31.10.15;15:00 (16:00);Manchester City;2–1;Norwich City;53,418;Etihad Stadium;Robert Madley;Match Report;
11;Sun;01.11.15;13:30 (14:30);Everton;6–2;Sunderland;36,617;Goodison Park;Andre Marriner;Match Report;
11;Sun;01.11.15;16:00 (17:00);Southampton;2–0;Bournemouth;31,229;St. Mary's Stadium;Craig Pawson;Match Report;
11;Mon;02.11.15;20:00 (21:00);Tottenham;3–1;Aston Villa;34,882;White Hart Lane;Mike Dean;Match Report;
;;;;;;;;;;;
12;Sat;07.11.15;12:45 (13:45);Bournemouth;0–1;Newcastle Utd;11,155;Vitality Stadium;Lee Mason;Match Report;
12;Sat;07.11.15;15:00 (16:00);West Ham;1–1;Everton;34,977;Boleyn Ground;Paul Tierney;Match Report;
12;Sat;07.11.15;15:00 (16:00);Manchester Utd;2–0;West Brom;75,410;Old Trafford;Mike Dean;Match Report;
12;Sat;07.11.15;15:00 (16:00);Leicester City;2–1;Watford;32,029;King Power Stadium;Roger East;Match Report;
12;Sat;07.11.15;15:00 (16:00);Sunderland;0–1;Southampton;41,781;Stadium of Light;Mike Jones;Match Report;
12;Sat;07.11.15;15:00 (16:00);Norwich City;1–0;Swansea City;27,029;Carrow Road;Mark Clattenburg;Match Report;
12;Sat;07.11.15;17:30 (18:30);Stoke City;1–0;Chelsea;27,550;Bet365 Stadium;Anthony Taylor;Match Report;
12;Sun;08.11.15;13:30 (14:30);Aston Villa;0–0;Manchester City;36,757;Villa Park;Craig Pawson;Match Report;
12;Sun;08.11.15;16:00 (17:00);Liverpool;1–2;Crystal Palace;44,115;Anfield;Niel Swarbrick;Match Report;
12;Sun;08.11.15;16:00 (17:00);Arsenal;1–1;Tottenham;60,060;Emirates Stadium;Martin Atkinson;Match Report;
;;;;;;;;;;;
13;Sat;21.11.15;12:45 (13:45);Watford;1–2;Manchester Utd;20,702;Vicarage Road Stadium;Robert Madley;Match Report;
13;Sat;21.11.15;15:00 (16:00);Chelsea;1–0;Norwich City;41,582;Stamford Bridge;Craig Pawson;Match Report;
13;Sat;21.11.15;15:00 (16:00);West Brom;2–1;Arsenal;24,343;The Hawthorns;Mark Clattenburg;Match Report;
13;Sat;21.11.15;15:00 (16:00);Swansea City;2–2;Bournemouth;20,878;Liberty Stadium;Andre Marriner;Match Report;
13;Sat;21.11.15;15:00 (16:00);Newcastle Utd;0–3;Leicester City;50,151;St. James' Park;Mike Jones;Match Report;
13;Sat;21.11.15;15:00 (16:00);Everton;4–0;Aston Villa;38,424;Goodison Park;Michael Oliver;Match Report;
13;Sat;21.11.15;15:00 (16:00);Southampton;0–1;Stoke City;30,039;St. Mary's Stadium;Lee Mason;Match Report;
13;Sat;21.11.15;17:30 (18:30);Manchester City;1–4;Liverpool;54,444;Etihad Stadium;Jonathan Moss;Match Report;
13;Sun;22.11.15;16:00 (17:00);Tottenham;4–1;West Ham;35,968;White Hart Lane;Anthony Taylor;Match Report;
13;Mon;23.11.15;20:00 (21:00);Crystal Palace;0–1;Sunderland;24,361;Selhurst Park;Martin Atkinson;Match Report;
;;;;;;;;;;;
14;Sat;28.11.15;15:00 (16:00);Aston Villa;2–3;Watford;35,057;Villa Park;Lee Mason;Match Report;
14;Sat;28.11.15;15:00 (16:00);Bournemouth;3–3;Everton;11,228;Vitality Stadium;Kevin Friend;Match Report;
14;Sat;28.11.15;15:00 (16:00);Crystal Palace;5–1;Newcastle Utd;24,833;Selhurst Park;Stuart Attwell;Match Report;
14;Sat;28.11.15;15:00 (16:00);Sunderland;2–0;Stoke City;41,516;Stadium of Light;Mike Dean;Match Report;
14;Sat;28.11.15;15:00 (16:00);Manchester City;3–1;Southampton;54,102;Etihad Stadium;Roger East;Match Report;
14;Sat;28.11.15;17:30 (18:30);Leicester City;1–1;Manchester Utd;32,115;King Power Stadium;Craig Pawson;Match Report;
14;Sun;29.11.15;12:00 (13:00);Tottenham;0–0;Chelsea;35,639;White Hart Lane;Michael Oliver;Match Report;
14;Sun;29.11.15;14:05 (15:05);West Ham;1–1;West Brom;34,914;Boleyn Ground;Martin Atkinson;Match Report;
14;Sun;29.11.15;16:15 (17:15);Norwich City;1–1;Arsenal;27,091;Carrow Road;Jonathan Moss;Match Report;
14;Sun;29.11.15;16:15 (17:15);Liverpool;1–0;Swansea City;43,905;Anfield;Anthony Taylor;Match Report;
;;;;;;;;;;;
15;Sat;05.12.15;12:45 (13:45);Stoke City;2–0;Manchester City;27,264;Bet365 Stadium;Martin Atkinson;Match Report;
15;Sat;05.12.15;15:00 (16:00);Manchester Utd;0–0;West Ham;75,350;Old Trafford;Mark Clattenburg;Match Report;
15;Sat;05.12.15;15:00 (16:00);Southampton;1–1;Aston Villa;29,645;St. Mary's Stadium;Anthony Taylor;Match Report;
15;Sat;05.12.15;15:00 (16:00);Watford;2–0;Norwich City;20,422;Vicarage Road Stadium;Mike Dean;Match Report;
15;Sat;05.12.15;15:00 (16:00);Arsenal;3–1;Sunderland;59,937;Emirates Stadium;Robert Madley;Match Report;
15;Sat;05.12.15;15:00 (16:00);Swansea City;0–3;Leicester City;20,836;Liberty Stadium;Michael Oliver;Match Report;
15;Sat;05.12.15;15:00 (16:00);West Brom;1–1;Tottenham;23,602;The Hawthorns;Jonathan Moss;Match Report;
15;Sat;05.12.15;17:30 (18:30);Chelsea;0–1;Bournemouth;41,631;Stamford Bridge;Mike Jones;Match Report;
15;Sun;06.12.15;16:00 (17:00);Newcastle Utd;2–0;Liverpool;51,273;St. James' Park;Andre Marriner;Match Report;
15;Mon;07.12.15;20:00 (21:00);Everton;1–1;Crystal Palace;35,736;Goodison Park;Craig Pawson;Match Report;
;;;;;;;;;;;
16;Sat;12.12.15;12:45 (13:45);Norwich City;1–1;Everton;27,027;Carrow Road;Martin Atkinson;Match Report;
16;Sat;12.12.15;15:00 (16:00);Crystal Palace;1–0;Southampton;24,914;Selhurst Park;Mike Dean;Match Report;
16;Sat;12.12.15;15:00 (16:00);Sunderland;0–1;Watford;43,989;Stadium of Light;Graham Scott;Match Report;
16;Sat;12.12.15;15:00 (16:00);Manchester City;2–1;Swansea City;53,052;Etihad Stadium;Robert Madley;Match Report;
16;Sat;12.12.15;15:00 (16:00);West Ham;0–0;Stoke City;34,857;Boleyn Ground;Andre Marriner;Match Report;
16;Sat;12.12.15;17:30 (18:30);Bournemouth;2–1;Manchester Utd;11,334;Vitality Stadium;Anthony Taylor;Match Report;
16;Sun;13.12.15;13:30 (14:30);Aston Villa;0–2;Arsenal;33,285;Villa Park;Kevin Friend;Match Report;
16;Sun;13.12.15;16:00 (17:00);Liverpool;2–2;West Brom;44,147;Anfield;Craig Pawson;Match Report;
16;Sun;13.12.15;16:00 (17:00);Tottenham;1–2;Newcastle Utd;35,768;White Hart Lane;Roger East;Match Report;
16;Mon;14.12.15;20:00 (21:00);Leicester City;2–1;Chelsea;32,054;King Power Stadium;Mark Clattenburg;Match Report;
;;;;;;;;;;;
17;Sat;19.12.15;15:00 (16:00);West Brom;1–2;Bournemouth;26,127;The Hawthorns;Mike Dean;Match Report;
17;Sat;19.12.15;15:00 (16:00);Southampton;0–2;Tottenham;31,636;St. Mary's Stadium;Kevin Friend;Match Report;
17;Sat;19.12.15;15:00 (16:00);Everton;2–3;Leicester City;39,570;Goodison Park;Jonathan Moss;Match Report;
17;Sat;19.12.15;15:00 (16:00);Stoke City;1–2;Crystal Palace;27,500;Bet365 Stadium;Robert Madley;Match Report;
17;Sat;19.12.15;15:00 (16:00);Chelsea;3–1;Sunderland;41,562;Stamford Bridge;Roger East;Match Report;
17;Sat;19.12.15;15:00 (16:00);Manchester Utd;1–2;Norwich City;75,320;Old Trafford;Michael Oliver;Match Report;
17;Sat;19.12.15;17:30 (18:30);Newcastle Utd;1–1;Aston Villa;48,234;St. James' Park;Martin Atkinson;Match Report;
17;Sun;20.12.15;13:30 (14:30);Watford;3–0;Liverpool;20,707;Vicarage Road Stadium;Mark Clattenburg;Match Report;
17;Sun;20.12.15;16:00 (17:00);Swansea City;0–0;West Ham;20,661;Liberty Stadium;Lee Mason;Match Report;
17;Mon;21.12.15;20:00 (21:00);Arsenal;2–1;Manchester City;60,053;Emirates Stadium;Andre Marriner;Match Report;
;;;;;;;;;;;
18;Sat;26.12.15;12:45 (13:45);Stoke City;2–0;Manchester Utd;27,426;Bet365 Stadium;Kevin Friend;Match Report;
18;Sat;26.12.15;15:00 (16:00);Manchester City;4–1;Sunderland;54,523;Etihad Stadium;Anthony Taylor;Match Report;
18;Sat;26.12.15;15:00 (16:00);Liverpool;1–0;Leicester City;44,123;Anfield;Martin Atkinson;Match Report;
18;Sat;26.12.15;15:00 (16:00);Swansea City;1–0;West Brom;20,789;Liberty Stadium;Roger East;Match Report;
18;Sat;26.12.15;15:00 (16:00);Aston Villa;1–1;West Ham;38,193;Villa Park;Mike Dean;Match Report;
18;Sat;26.12.15;15:00 (16:00);Bournemouth;0–0;Crystal Palace;11,218;Vitality Stadium;Michael Oliver;Match Report;
18;Sat;26.12.15;15:00 (16:00);Tottenham;3–0;Norwich City;35,198;White Hart Lane;Mike Jones;Match Report;
18;Sat;26.12.15;15:00 (16:00);Chelsea;2–2;Watford;41,620;Stamford Bridge;Andre Marriner;Match Report;
18;Sat;26.12.15;17:30 (18:30);Newcastle Utd;0–1;Everton;51,682;St. James' Park;Lee Mason;Match Report;
18;Sat;26.12.15;19:45 (20:45);Southampton;4–0;Arsenal;31,669;St. Mary's Stadium;Jonathan Moss;Match Report;
;;;;;;;;;;;
19;Mon;28.12.15;15:00 (16:00);Watford;1–2;Tottenham;20,730;Vicarage Road Stadium;Anthony Taylor;Match Report;
19;Mon;28.12.15;15:00 (16:00);West Brom;1–0;Newcastle Utd;26,313;The Hawthorns;Mike Jones;Match Report;
19;Mon;28.12.15;15:00 (16:00);Norwich City;2–0;Aston Villa;27,071;Carrow Road;Graham Scott;Match Report;
19;Mon;28.12.15;15:00 (16:00);Crystal Palace;0–0;Swansea City;23,714;Selhurst Park;Niel Swarbrick;Match Report;
19;Mon;28.12.15;15:00 (16:00);Everton;3–4;Stoke City;39,340;Goodison Park;Mark Clattenburg;Match Report;
19;Mon;28.12.15;17:30 (18:30);West Ham;2–1;Southampton;34,977;Boleyn Ground;Michael Oliver;Match Report;
19;Mon;28.12.15;17:30 (18:30);Manchester Utd;0–0;Chelsea;75,275;Old Trafford;Martin Atkinson;Match Report;
19;Mon;28.12.15;17:30 (18:30);Arsenal;2–0;Bournemouth;59,983;Emirates Stadium;Roger East;Match Report;
19;Tue;29.12.15;19:45 (20:45);Leicester City;0–0;Manchester City;32,072;King Power Stadium;Craig Pawson;Match Report;
19;Wed;30.12.15;19:45 (20:45);Sunderland;0–1;Liverpool;45,765;Stadium of Light;Kevin Friend;Match Report;
;;;;;;;;;;;
20;Sat;02.01.16;12:45 (13:45);West Ham;2–0;Liverpool;34,977;Boleyn Ground;Robert Madley;Match Report;
20;Sat;02.01.16;15:00 (16:00);Sunderland;3–1;Aston Villa;41,535;Stadium of Light;Craig Pawson;Match Report;
20;Sat;02.01.16;15:00 (16:00);West Brom;2–1;Stoke City;23,218;The Hawthorns;Lee Mason;Match Report;
20;Sat;02.01.16;15:00 (16:00);Norwich City;1–0;Southampton;27,022;Carrow Road;Mark Clattenburg;Match Report;
20;Sat;02.01.16;15:00 (16:00);Manchester Utd;2–1;Swansea City;75,415;Old Trafford;Jonathan Moss;Match Report;
20;Sat;02.01.16;15:00 (16:00);Arsenal;1–0;Newcastle Utd;59,257;Emirates Stadium;Anthony Taylor;Match Report;
20;Sat;02.01.16;15:00 (16:00);Leicester City;0–0;Bournemouth;32,006;King Power Stadium;Andre Marriner;Match Report;
20;Sat;02.01.16;17:30 (18:30);Watford;1–2;Manchester City;20,676;Vicarage Road Stadium;Martin Atkinson;Match Report;
20;Sun;03.01.16;13:30 (14:30);Crystal Palace;0–3;Chelsea;24,854;Selhurst Park;Kevin Friend;Match Report;
20;Sun;03.01.16;16:00 (17:00);Everton;1–1;Tottenham;38,482;Goodison Park;Michael Oliver;Match Report;
;;;;;;;;;;;
21;Tue;12.01.16;19:45 (20:45);Bournemouth;1–3;West Ham;11,071;Vitality Stadium;Martin Atkinson;Match Report;
21;Tue;12.01.16;19:45 (20:45);Aston Villa;1–0;Crystal Palace;28,245;Villa Park;Mark Clattenburg;Match Report;
21;Tue;12.01.16;19:45 (20:45);Newcastle Utd;3–3;Manchester Utd;49,673;St. James' Park;Mike Dean;Match Report;
21;Wed;13.01.16;19:45 (20:45);Southampton;2–0;Watford;28,399;St. Mary's Stadium;Craig Pawson;Match Report;
21;Wed;13.01.16;19:45 (20:45);Swansea City;2–4;Sunderland;20,140;Liberty Stadium;Graham Scott;Match Report;
21;Wed;13.01.16;19:45 (20:45);Chelsea;2–2;West Brom;40,945;Stamford Bridge;Anthony Taylor;Match Report;
21;Wed;13.01.16;19:45 (20:45);Manchester City;0–0;Everton;53,796;Etihad Stadium;Roger East;Match Report;
21;Wed;13.01.16;19:45 (20:45);Stoke City;3–1;Norwich City;27,274;Bet365 Stadium;Niel Swarbrick;Match Report;
21;Wed;13.01.16;20:00 (21:00);Liverpool;3–3;Arsenal;44,109;Anfield;Mike Jones;Match Report;
21;Wed;13.01.16;20:00 (21:00);Tottenham;0–1;Leicester City;35,850;White Hart Lane;Lee Mason;Match Report;
;;;;;;;;;;;
22;Sat;16.01.16;12:45 (13:45);Tottenham;4–1;Sunderland;35,854;White Hart Lane;Mike Dean;Match Report;
22;Sat;16.01.16;15:00 (16:00);Manchester City;4–0;Crystal Palace;53,983;Etihad Stadium;Jonathan Moss;Match Report;
22;Sat;16.01.16;15:00 (16:00);Bournemouth;3–0;Norwich City;11,065;Vitality Stadium;Robert Madley;Match Report;
22;Sat;16.01.16;15:00 (16:00);Newcastle Utd;2–1;West Ham;50,031;St. James' Park;Niel Swarbrick;Match Report;
