Wk;Day;Date;Time;Home;Score;Away;Attendance;Venue;Referee;Match Report;Notes
24;Sat;11.03.17;15:30;Bayern Munich;3–0;Eint Frankfurt;75,000;Allianz Arena;Markus Schmidt;Match Report;
24;Sat;11.03.17;15:30;Freiburg;1–1;Hoffenheim;24,000;Schwarzwald-Stadion;Wolfgang Stark;Match Report;
24;Sat;11.03.17;15:30;Darmstadt 98;2–1;Mainz 05;17,400;Jonathan-Heimes-Stadion am Böllenfalltor;Frank Willenborg;Match Report;
24;Sat;11.03.17;15:30;Hertha BSC;2–1;Dortmund;74,667;Olympiastadion Berlin;Robert Hartmann;Match Report;
24;Sat;11.03.17;18:30;Ingolstadt 04;2–2;Köln;15,200;Audi-Sportpark;Felix Zwayer;Match Report;
24;Sun;12.03.17;15:30;Schalke 04;3–0;Augsburg;59,481;Veltins-Arena;Robert Kampka;Match Report;
24;Sun;12.03.17;17:30;Hamburger SV;2–1;M'Gladbach;52,501;Volksparkstadion;Deniz Aytekin;Match Report;
;;;;;;;;;;;
25;Fri;17.03.17;20:30;Dortmund;1–0;Ingolstadt 04;81,360;Signal Iduna Park;Daniel Siebert;Match Report;
25;Sat;18.03.17;15:30;Augsburg;1–1;Freiburg;28,843;WWK Arena;Sascha Stegemann;Match Report;
25;Sat;18.03.17;15:30;Werder Bremen;3–0;RB Leipzig;41,384;Weserstadion;Christian Dingert;Match Report;
25;Sat;18.03.17;15:30;Wolfsburg;1–0;Darmstadt 98;28,104;Volkswagen Arena;Felix Brych;Match Report;
25;Sat;18.03.17;15:30;Hoffenheim;1–0;Leverkusen;28,117;PreZero Arena;Manuel Gräfe;Match Report;
25;Sat;18.03.17;15:30;Köln;4–2;Hertha BSC;49,500;RheinEnergieSTADION;Marco Fritz;Match Report;
25;Sat;18.03.17;18:30;Eint Frankfurt;0–0;Hamburger SV;51,500;Commerzbank-Arena;Benjamin Cortus;Match Report;
25;Sun;19.03.17;15:30;Mainz 05;0–1;Schalke 04;30,847;Opel Arena;Wolfgang Stark;Match Report;
25;Sun;19.03.17;17:30;M'Gladbach;0–1;Bayern Munich;54,014;Stadion im Borussia-Park;Tobias Stieler;Match Report;
;;;;;;;;;;;
26;Fri;31.03.17;20:30;Hertha BSC;1–3;Hoffenheim;42,401;Olympiastadion Berlin;Benjamin Brand;Match Report;
26;Sat;01.04.17;15:30;RB Leipzig;4–0;Darmstadt 98;39,394;Red Bull Arena;Bastian Dankert;Match Report;
26;Sat;01.04.17;15:30;Freiburg;2–5;Werder Bremen;24,000;Schwarzwald-Stadion;Wolfgang Stark;Match Report;
26;Sat;01.04.17;15:30;Bayern Munich;6–0;Augsburg;75,000;Allianz Arena;Christian Dingert;Match Report;
26;Sat;01.04.17;15:30;Schalke 04;1–1;Dortmund;62,271;Veltins-Arena;Felix Zwayer;Match Report;
26;Sat;01.04.17;15:30;Hamburger SV;2–1;Köln;57,000;Volksparkstadion;Daniel Siebert;Match Report;
26;Sat;01.04.17;18:30;Eint Frankfurt;0–0;M'Gladbach;51,500;Commerzbank-Arena;Harm Osmers;Match Report;
26;Sun;02.04.17;15:30;Ingolstadt 04;2–1;Mainz 05;14,000;Audi-Sportpark;Patrick Ittrich;Match Report;
26;Sun;02.04.17;17:30;Leverkusen;3–3;Wolfsburg;28,576;BayArena;Deniz Aytekin;Match Report;
;;;;;;;;;;;
27;Tue;04.04.17;20:00;Dortmund;3–0;Hamburger SV;81,360;Signal Iduna Park;Markus Schmidt;Match Report;
27;Tue;04.04.17;20:00;Köln;1–0;Eint Frankfurt;49,300;RheinEnergieSTADION;Wolfgang Stark;Match Report;
27;Tue;04.04.17;20:00;Werder Bremen;3–0;Schalke 04;42,100;Weserstadion;Robert Hartmann;Match Report;
27;Tue;04.04.17;20:00;Hoffenheim;1–0;Bayern Munich;30,150;PreZero Arena;Sascha Stegemann;Match Report;
27;Wed;05.04.17;20:00;Wolfsburg;0–1;Freiburg;24,179;Volkswagen Arena;Guido Winkmann;Match Report;
27;Wed;05.04.17;20:00;M'Gladbach;1–0;Hertha BSC;44,347;Stadion im Borussia-Park;Günter Perl;Match Report;
27;Wed;05.04.17;20:00;Mainz 05;2–3;RB Leipzig;26,379;Opel Arena;Tobias Stieler;Match Report;
27;Wed;05.04.17;20:00;Augsburg;2–3;Ingolstadt 04;29,528;WWK Arena;Marco Fritz;Match Report;
27;Wed;05.04.17;20:00;Darmstadt 98;0–2;Leverkusen;16,200;Jonathan-Heimes-Stadion am Böllenfalltor;Benjamin Brand;Match Report;
;;;;;;;;;;;
28;Fri;07.04.17;20:30;Eint Frankfurt;2–2;Werder Bremen;51,000;Commerzbank-Arena;Bastian Dankert;Match Report;
28;Sat;08.04.17;15:30;Freiburg;1–0;Mainz 05;24,000;Schwarzwald-Stadion;Harm Osmers;Match Report;
28;Sat;08.04.17;15:30;RB Leipzig;1–0;Leverkusen;42,558;Red Bull Arena;Robert Kampka;Match Report;
28;Sat;08.04.17;15:30;Schalke 04;4–1;Wolfsburg;61,298;Veltins-Arena;Benjamin Brand;Match Report;
28;Sat;08.04.17;15:30;Hamburger SV;2–1;Hoffenheim;53,565;Volksparkstadion;Felix Zwayer;Match Report;
28;Sat;08.04.17;15:30;Köln;2–3;M'Gladbach;50,000;RheinEnergieSTADION;Felix Brych;Match Report;
28;Sat;08.04.17;18:30;Bayern Munich;4–1;Dortmund;75,000;Allianz Arena;Marco Fritz;Match Report;
28;Sun;09.04.17;15:30;Hertha BSC;2–0;Augsburg;43,451;Olympiastadion Berlin;Tobias Stieler;Match Report;
28;Sun;09.04.17;17:30;Ingolstadt 04;3–2;Darmstadt 98;14,081;Audi-Sportpark;Manuel Gräfe;Match Report;
;;;;;;;;;;;
29;Sat;15.04.17;15:30;Mainz 05;1–0;Hertha BSC;30,579;Opel Arena;Deniz Aytekin;Match Report;
29;Sat;15.04.17;15:30;Hoffenheim;5–3;M'Gladbach;30,150;PreZero Arena;Christian Dingert;Match Report;
29;Sat;15.04.17;15:30;Dortmund;3–1;Eint Frankfurt;81,360;Signal Iduna Park;Robert Hartmann;Match Report;
29;Sat;15.04.17;15:30;Augsburg;2–1;Köln;30,660;WWK Arena;Guido Winkmann;Match Report;
29;Sat;15.04.17;15:30;Wolfsburg;3–0;Ingolstadt 04;26,374;Volkswagen Arena;Tobias Stieler;Match Report;
29;Sat;15.04.17;15:30;RB Leipzig;4–0;Freiburg;41,446;Red Bull Arena;Manuel Gräfe;Match Report;
29;Sat;15.04.17;18:30;Leverkusen;0–0;Bayern Munich;30,210;BayArena;Daniel Siebert;Match Report;
29;Sun;16.04.17;15:30;Werder Bremen;2–1;Hamburger SV;42,100;Weserstadion;Felix Brych;Match Report;
29;Sun;16.04.17;17:30;Darmstadt 98;2–1;Schalke 04;17,400;Jonathan-Heimes-Stadion am Böllenfalltor;Patrick Ittrich;Match Report;
;;;;;;;;;;;
30;Fri;21.04.17;20:30;Köln;1–1;Hoffenheim;49,600;RheinEnergieSTADION;Marco Fritz;Match Report;
30;Sat;22.04.17;15:30;Ingolstadt 04;2–4;Werder Bremen;15,200;Audi-Sportpark;Markus Schmidt;Match Report;
30;Sat;22.04.17;15:30;Hamburger SV;1–2;Darmstadt 98;56,132;Volksparkstadion;Sascha Stegemann;Match Report;
30;Sat;22.04.17;15:30;Bayern Munich;2–2;Mainz 05;75,000;Allianz Arena;Frank Willenborg;Match Report;
30;Sat;22.04.17;15:30;Hertha BSC;1–0;Wolfsburg;42,521;Olympiastadion Berlin;Bastian Dankert;Match Report;
30;Sat;22.04.17;15:30;Eint Frankfurt;3–1;Augsburg;50,200;Commerzbank-Arena;Felix Zwayer;Match Report;
30;Sat;22.04.17;18:30;M'Gladbach;2–3;Dortmund;54,014;Stadion im Borussia-Park;Wolfgang Stark;Match Report;
30;Sun;23.04.17;15:30;Freiburg;2–1;Leverkusen;24,000;Schwarzwald-Stadion;Felix Brych;Match Report;
30;Sun;23.04.17;17:30;Schalke 04;1–1;RB Leipzig;60,916;Veltins-Arena;Günter Perl;Match Report;
;;;;;;;;;;;
31;Fri;28.04.17;20:30;Leverkusen;1–4;Schalke 04;30,210;BayArena;Marco Fritz;Match Report;
31;Sat;29.04.17;15:30;Dortmund;0–0;Köln;81,360;Signal Iduna Park;Tobias Stieler;Match Report;
31;Sat;29.04.17;15:30;Werder Bremen;2–0;Hertha BSC;42,100;Weserstadion;Patrick Ittrich;Match Report;
31;Sat;29.04.17;15:30;Mainz 05;1–2;M'Gladbach;34,000;Opel Arena;Sascha Stegemann;Match Report;
31;Sat;29.04.17;15:30;Darmstadt 98;3–0;Freiburg;17,400;Jonathan-Heimes-Stadion am Böllenfalltor;Benjamin Cortus;Match Report;
31;Sat;29.04.17;15:30;RB Leipzig;0–0;Ingolstadt 04;41,053;Red Bull Arena;Daniel Siebert;Match Report;
31;Sat;29.04.17;18:30;Wolfsburg;0–6;Bayern Munich;30,000;Volkswagen Arena;Felix Zwayer;Match Report;
31;Sun;30.04.17;15:30;Augsburg;4–0;Hamburger SV;30,660;WWK Arena;Manuel Gräfe;Match Report;
31;Sun;30.04.17;17:30;Hoffenheim;1–0;Eint Frankfurt;30,150;PreZero Arena;Günter Perl;Match Report;
;;;;;;;;;;;
32;Fri;05.05.17;20:30;Köln;4–3;Werder Bremen;50,000;RheinEnergieSTADION;Wolfgang Stark;Match Report;
32;Sat;06.05.17;15:30;Ingolstadt 04;1–1;Leverkusen;14,351;Audi-Sportpark;Harm Osmers;Match Report;
32;Sat;06.05.17;15:30;M'Gladbach;1–1;Augsburg;52,362;Stadion im Borussia-Park;Bastian Dankert;Match Report;
32;Sat;06.05.17;15:30;Eint Frankfurt;0–2;Wolfsburg;49,000;Commerzbank-Arena;Manuel Gräfe;Match Report;
32;Sat;06.05.17;15:30;Bayern Munich;1–0;Darmstadt 98;75,000;Allianz Arena;Guido Winkmann;Match Report;
32;Sat;06.05.17;15:30;Dortmund;2–1;Hoffenheim;81,360;Signal Iduna Park;Felix Brych;Match Report;
32;Sat;06.05.17;18:30;Hertha BSC;1–4;RB Leipzig;62,301;Olympiastadion Berlin;Robert Hartmann;Match Report;
32;Sun;07.05.17;15:30;Hamburger SV;0–0;Mainz 05;53,915;Volksparkstadion;Daniel Siebert;Match Report;
32;Sun;07.05.17;17:30;Freiburg;2–0;Schalke 04;24,000;Schwarzwald-Stadion;Robert Kampka;Match Report;
;;;;;;;;;;;
33;Sat;13.05.17;15:30;Augsburg;1–1;Dortmund;30,660;WWK Arena;Sascha Stegemann;Match Report;
33;Sat;13.05.17;15:30;Darmstadt 98;0–2;Hertha BSC;17,400;Jonathan-Heimes-Stadion am Böllenfalltor;Benjamin Brand;Match Report;
33;Sat;13.05.17;15:30;Leverkusen;2–2;Köln;30,210;BayArena;Günter Perl;Match Report;
33;Sat;13.05.17;15:30;RB Leipzig;4–5;Bayern Munich;42,558;Red Bull Arena;Tobias Stieler;Match Report;
33;Sat;13.05.17;15:30;Wolfsburg;1–1;M'Gladbach;28,721;Volkswagen Arena;Christian Dingert;Match Report;
33;Sat;13.05.17;15:30;Mainz 05;4–2;Eint Frankfurt;34,000;Opel Arena;Marco Fritz;Match Report;
33;Sat;13.05.17;15:30;Freiburg;1–1;Ingolstadt 04;24,000;Schwarzwald-Stadion;Bastian Dankert;Match Report;
33;Sat;13.05.17;15:30;Schalke 04;1–1;Hamburger SV;62,271;Veltins-Arena;Markus Schmidt;Match Report;
33;Sat;13.05.17;15:30;Werder Bremen;3–5;Hoffenheim;41,000;Weserstadion;Daniel Siebert;Match Report;
;;;;;;;;;;;
34;Sat;20.05.17;15:30;M'Gladbach;2–2;Darmstadt 98;54,014;Stadion im Borussia-Park;Wolfgang Stark;Match Report;
34;Sat;20.05.17;15:30;Hoffenheim;0–0;Augsburg;30,150;PreZero Arena;Marco Fritz;Match Report;
34;Sat;20.05.17;15:30;Dortmund;4–3;Werder Bremen;81,360;Signal Iduna Park;Günter Perl;Match Report;
34;Sat;20.05.17;15:30;Bayern Munich;4–1;Freiburg;75,000;Allianz Arena;Jochen Drees;Match Report;
34;Sat;20.05.17;15:30;Hamburger SV;2–1;Wolfsburg;57,000;Volksparkstadion;Manuel Gräfe;Match Report;
34;Sat;20.05.17;15:30;Hertha BSC;2–6;Leverkusen;55,617;Olympiastadion Berlin;Deniz Aytekin;Match Report;
34;Sat;20.05.17;15:30;Ingolstadt 04;1–1;Schalke 04;15,200;Audi-Sportpark;Frank Willenborg;Match Report;
34;Sat;20.05.17;15:30;Köln;2–0;Mainz 05;50,000;RheinEnergieSTADION;Robert Hartmann;Match Report;
34;Sat;20.05.17;15:30;Eint Frankfurt;2–2;RB Leipzig;51,000;Commerzbank-Arena;Felix Brych;Match Report;
