Wk;Day;Date;Time;Home;Score;Away;Attendance;Venue;Referee;Match Report;Notes
7;Sat;02.10.10;;Wigan Athletic;2–0;Wolves;;;Lee Mason;Match Report;
7;Sat;02.10.10;;Stoke City;1–0;Blackburn;;;Howard Webb;Match Report;
7;Sat;02.10.10;;Birmingham City;0–2;Everton;;;Phil Dowd;Match Report;
7;Sat;02.10.10;;Tottenham;2–1;Aston Villa;;;Mark Clattenburg;Match Report;
7;Sat;02.10.10;;Sunderland;0–0;Manchester Utd;;;Chris Foy;Match Report;
7;Sun;03.10.10;;Manchester City;2–1;Newcastle Utd;;;Martin Atkinson;Match Report;
7;Sun;03.10.10;;Liverpool;1–2;Blackpool;;;Mike Jones;Match Report;
7;Sun;03.10.10;;Chelsea;2–0;Arsenal;;;Mike Dean;Match Report;
;;;;;;;;;;;
8;Sat;16.10.10;;Manchester Utd;2–2;West Brom;;;Mike Jones;Match Report;
8;Sat;16.10.10;;Fulham;1–2;Tottenham;;;Mike Dean;Match Report;
8;Sat;16.10.10;;Wolves;1–1;West Ham;;;Mark Clattenburg;Match Report;
8;Sat;16.10.10;;Aston Villa;0–0;Chelsea;;;Lee Mason;Match Report;
8;Sat;16.10.10;;Arsenal;2–1;Birmingham City;;;Martin Atkinson;Match Report;
8;Sat;16.10.10;;Bolton;2–1;Stoke City;;;Peter Walton;Match Report;
8;Sat;16.10.10;;Newcastle Utd;2–2;Wigan Athletic;;;Mark Halsey;Match Report;
8;Sun;17.10.10;;Everton;2–0;Liverpool;;;Howard Webb;Match Report;
8;Sun;17.10.10;;Blackpool;2–3;Manchester City;;;Phil Dowd;Match Report;
8;Mon;18.10.10;;Blackburn;0–0;Sunderland;;;Lee Probert;Match Report;
;;;;;;;;;;;
9;Sat;23.10.10;;Sunderland;1–0;Aston Villa;;;Mark Halsey;Match Report;
9;Sat;23.10.10;;Wigan Athletic;1–1;Bolton;;;Howard Webb;Match Report;
9;Sat;23.10.10;;Birmingham City;2–0;Blackpool;;;Anthony Taylor;Match Report;
9;Sat;23.10.10;;Chelsea;2–0;Wolves;;;Lee Probert;Match Report;
9;Sat;23.10.10;;West Brom;2–1;Fulham;;;Kevin Friend;Match Report;
9;Sat;23.10.10;;West Ham;1–2;Newcastle Utd;;;Chris Foy;Match Report;
9;Sat;23.10.10;;Tottenham;1–1;Everton;;;Mike Jones;Match Report;
9;Sun;24.10.10;;Stoke City;1–2;Manchester Utd;;;Andre Marriner;Match Report;
9;Sun;24.10.10;;Manchester City;0–3;Arsenal;;;Mark Clattenburg;Match Report;
9;Sun;24.10.10;;Liverpool;2–1;Blackburn;;;Phil Dowd;Match Report;
;;;;;;;;;;;
10;Sat;30.10.10;;Arsenal;1–0;West Ham;;;Mike Jones;Match Report;
10;Sat;30.10.10;;Manchester Utd;2–0;Tottenham;;;Mark Clattenburg;Match Report;
10;Sat;30.10.10;;Wolves;2–1;Manchester City;;;Mike Dean;Match Report;
10;Sat;30.10.10;;Blackburn;1–2;Chelsea;;;Peter Walton;Match Report;
10;Sat;30.10.10;;Fulham;2–0;Wigan Athletic;;;Andre Marriner;Match Report;
10;Sat;30.10.10;;Everton;1–0;Stoke City;;;Lee Probert;Match Report;
10;Sun;31.10.10;;Bolton;0–1;Liverpool;;;Martin Atkinson;Match Report;
10;Sun;31.10.10;;Aston Villa;0–0;Birmingham City;;;Howard Webb;Match Report;
10;Sun;31.10.10;;Newcastle Utd;5–1;Sunderland;;;Phil Dowd;Match Report;
10;Mon;01.11.10;;Blackpool;2–1;West Brom;;;Michael Oliver;Match Report;
;;;;;;;;;;;
11;Sat;06.11.10;;Birmingham City;2–2;West Ham;;;Michael Oliver;Match Report;
11;Sat;06.11.10;;Fulham;1–1;Aston Villa;;;Peter Walton;Match Report;
11;Sat;06.11.10;;Blackburn;2–1;Wigan Athletic;;;Kevin Friend;Match Report;
11;Sat;06.11.10;;Blackpool;2–2;Everton;;;Andre Marriner;Match Report;
11;Sat;06.11.10;;Manchester Utd;2–1;Wolves;;;Phil Dowd;Match Report;
11;Sat;06.11.10;;Sunderland;2–0;Stoke City;;;Martin Atkinson;Match Report;
11;Sat;06.11.10;;Bolton;4–2;Tottenham;;;Chris Foy;Match Report;
11;Sun;07.11.10;;West Brom;0–2;Manchester City;;;Lee Probert;Match Report;
11;Sun;07.11.10;;Liverpool;2–0;Chelsea;;;Howard Webb;Match Report;
11;Sun;07.11.10;;Arsenal;0–1;Newcastle Utd;;;Mike Dean;Match Report;
;;;;;;;;;;;
12;Tue;09.11.10;;Tottenham;1–1;Sunderland;;;Howard Webb;Match Report;
12;Tue;09.11.10;;Stoke City;3–2;Birmingham City;;;Mark Clattenburg;Match Report;
12;Wed;10.11.10;;Aston Villa;3–2;Blackpool;;;Anthony Taylor;Match Report;
12;Wed;10.11.10;;Wolves;0–2;Arsenal;;;Mark Halsey;Match Report;
12;Wed;10.11.10;;Everton;1–1;Bolton;;;Phil Dowd;Match Report;
12;Wed;10.11.10;;Chelsea;1–0;Fulham;;;Martin Atkinson;Match Report;
12;Wed;10.11.10;;West Ham;2–2;West Brom;;;Mike Dean;Match Report;
12;Wed;10.11.10;;Newcastle Utd;1–2;Blackburn;;;Mike Jones;Match Report;
12;Wed;10.11.10;;Manchester City;0–0;Manchester Utd;;;Chris Foy;Match Report;
12;Wed;10.11.10;;Wigan Athletic;1–1;Liverpool;;;Peter Walton;Match Report;
;;;;;;;;;;;
13;Sat;13.11.10;;Newcastle Utd;0–0;Fulham;;;Lee Probert;Match Report;
13;Sat;13.11.10;;West Ham;0–0;Blackpool;;;Kevin Friend;Match Report;
13;Sat;13.11.10;;Aston Villa;2–2;Manchester Utd;;;Mike Dean;Match Report;
13;Sat;13.11.10;;Tottenham;4–2;Blackburn;;;Andre Marriner;Match Report;
13;Sat;13.11.10;;Wigan Athletic;1–0;West Brom;;;Anthony Taylor;Match Report;
13;Sat;13.11.10;;Wolves;2–3;Bolton;;;Peter Walton;Match Report;
13;Sat;13.11.10;;Stoke City;2–0;Liverpool;;;Mark Halsey;Match Report;
13;Sat;13.11.10;;Manchester City;0–0;Birmingham City;;;Mike Jones;Match Report;
13;Sun;14.11.10;;Everton;1–2;Arsenal;;;Howard Webb;Match Report;
13;Sun;14.11.10;;Chelsea;0–3;Sunderland;;;Chris Foy;Match Report;
;;;;;;;;;;;
14;Sat;20.11.10;;Blackpool;2–1;Wolves;;;Mark Clattenburg;Match Report;
14;Sat;20.11.10;;Bolton;5–1;Newcastle Utd;;;Howard Webb;Match Report;
14;Sat;20.11.10;;Liverpool;3–0;West Ham;;;Lee Probert;Match Report;
14;Sat;20.11.10;;Birmingham City;1–0;Chelsea;;;Mark Halsey;Match Report;
14;Sat;20.11.10;;Arsenal;2–3;Tottenham;;;Phil Dowd;Match Report;
14;Sat;20.11.10;;Manchester Utd;2–0;Wigan Athletic;;;Martin Atkinson;Match Report;
14;Sat;20.11.10;;West Brom;0–3;Stoke City;;;Chris Foy;Match Report;
14;Sun;21.11.10;;Fulham;1–4;Manchester City;;;Lee Mason;Match Report;
14;Sun;21.11.10;;Blackburn;2–0;Aston Villa;;;Michael Oliver;Match Report;
14;Mon;22.11.10;;Sunderland;2–2;Everton;;;Peter Walton;Match Report;
;;;;;;;;;;;
15;Sat;27.11.10;;Stoke City;1–1;Manchester City;;;Peter Walton;Match Report;
15;Sat;27.11.10;;Aston Villa;2–4;Arsenal;;;Mark Clattenburg;Match Report;
15;Sat;27.11.10;;Everton;1–4;West Brom;;;Lee Mason;Match Report;
15;Sat;27.11.10;;Fulham;1–1;Birmingham City;;;Howard Webb;Match Report;
15;Sat;27.11.10;;Bolton;2–2;Blackpool;;;Mike Dean;Match Report;
15;Sat;27.11.10;;Wolves;3–2;Sunderland;;;Mike Jones;Match Report;
15;Sat;27.11.10;;West Ham;3–1;Wigan Athletic;;;Mark Halsey;Match Report;
15;Sat;27.11.10;;Manchester Utd;7–1;Blackburn;;;Lee Probert;Match Report;
15;Sun;28.11.10;;Newcastle Utd;1–1;Chelsea;;;Andre Marriner;Match Report;
15;Sun;28.11.10;;Tottenham;2–1;Liverpool;;;Martin Atkinson;Match Report;
;;;;;;;;;;;
16;Sat;04.12.10;;Arsenal;2–1;Fulham;;;Chris Foy;Match Report;
16;Sat;04.12.10;;Wigan Athletic;2–2;Stoke City;;;Mike Jones;Match Report;
16;Sat;04.12.10;;Birmingham City;1–1;Tottenham;;;Kevin Friend;Match Report;
16;Sat;04.12.10;;Blackburn;3–0;Wolves;;;Howard Webb;Match Report;
16;Sat;04.12.10;;Chelsea;1–1;Everton;;;Lee Probert;Match Report;
16;Sat;04.12.10;;Manchester City;1–0;Bolton;;;Andre Marriner;Match Report;
16;Sun;05.12.10;;West Brom;3–1;Newcastle Utd;;;Mike Dean;Match Report;
16;Sun;05.12.10;;Sunderland;1–0;West Ham;;;Martin Atkinson;Match Report;
16;Mon;06.12.10;;Liverpool;3–0;Aston Villa;;;Phil Dowd;Match Report;
;;;;;;;;;;;
17;Sat;11.12.10;;Aston Villa;2–1;West Brom;;;Mark Halsey;Match Report;
17;Sat;11.12.10;;Fulham;0–0;Sunderland;;;Neil Swarbrick;Match Report;
17;Sat;11.12.10;;Everton;0–0;Wigan Athletic;;;Michael Oliver;Match Report;
17;Sat;11.12.10;;Stoke City;0–1;Blackpool;;;Anthony Taylor;Match Report;
17;Sat;11.12.10;;Newcastle Utd;3–1;Liverpool;;;Lee Mason;Match Report;
17;Sat;11.12.10;;West Ham;1–3;Manchester City;;;Phil Dowd;Match Report;
17;Sun;12.12.10;;Bolton;2–1;Blackburn;;;Mark Clattenburg;Match Report;
17;Sun;12.12.10;;Wolves;1–0;Birmingham City;;;Martin Atkinson;Match Report;
17;Sun;12.12.10;;Tottenham;1–1;Chelsea;;;Mike Dean;Match Report;
17;Mon;13.12.10;;Manchester Utd;1–0;Arsenal;;;Howard Webb;Match Report;
;;;;;;;;;;;
18;Sat;18.12.10;;Blackburn;1–1;West Ham;;;Mike Dean;Match Report;
18;Sat;18.12.10;;Sunderland;1–0;Bolton;;;Chris Foy;Match Report;
18;Mon;20.12.10;;Manchester City;1–2;Everton;;;Peter Walton;Match Report;
;;;;;;;;;;;
19;Sun;26.12.10;;Newcastle Utd;1–3;Manchester City;;;Chris Foy;Match Report;
19;Sun;26.12.10;;Blackburn;0–2;Stoke City;;;Mike Jones;Match Report;
19;Sun;26.12.10;;Fulham;1–3;West Ham;;;Mark Halsey;Match Report;
19;Sun;26.12.10;;Bolton;2–0;West Brom;;;Howard Webb;Match Report;
19;Sun;26.12.10;;Wolves;1–2;Wigan Athletic;;;Mike Dean;Match Report;
19;Sun;26.12.10;;Manchester Utd;2–0;Sunderland;;;Phil Dowd;Match Report;
19;Sun;26.12.10;;Aston Villa;1–2;Tottenham;;;Martin Atkinson;Match Report;
19;Mon;27.12.10;;Arsenal;3–1;Chelsea;;;Mark Clattenburg;Match Report;
;;;;;;;;;;;
20;Tue;28.12.10;;Stoke City;0–2;Fulham;;;Kevin Friend;Match Report;
20;Tue;28.12.10;;Manchester City;4–0;Aston Villa;;;Michael Oliver;Match Report;
20;Tue;28.12.10;;Sunderland;0–2;Blackpool;;;Andre Marriner;Match Report;
20;Tue;28.12.10;;West Brom;1–3;Blackburn;;;Phil Dowd;Match Report;
20;Tue;28.12.10;;Tottenham;2–0;Newcastle Utd;;;Anthony Taylor;Match Report;
20;Tue;28.12.10;;Birmingham City;1–1;Manchester Utd;;;Lee Mason;Match Report;
20;Tue;28.12.10;;West Ham;1–1;Everton;;;Howard Webb;Match Report;
20;Wed;29.12.10;;Chelsea;1–0;Bolton;;;Mike Jones;Match Report;
20;Wed;29.12.10;;Wigan Athletic;2–2;Arsenal;;;Lee Probert;Match Report;
20;Wed;29.12.10;;Liverpool;0–1;Wolves;;;Peter Walton;Match Report;
;;;;;;;;;;;
21;Sat;01.01.11;;West Ham;2–0;Wolves;;;Lee Probert;Match Report;
21;Sat;01.01.11;;Tottenham;1–0;Fulham;;;Mike Jones;Match Report;
21;Sat;01.01.11;;Manchester City;1–0;Blackpool;;;Mark Clattenburg;Match Report;
21;Sat;01.01.11;;Liverpool;2–1;Bolton;;;Kevin Friend;Match Report;
21;Sat;01.01.11;;Sunderland;3–0;Blackburn;;;Mike Dean;Match Report;
21;Sat;01.01.11;;Stoke City;2–0;Everton;;;Andre Marriner;Match Report;
21;Sat;01.01.11;;Birmingham City;0–3;Arsenal;;;Peter Walton;Match Report;
21;Sat;01.01.11;;West Brom;1–2;Manchester Utd;;;Chris Foy;Match Report;
21;Sun;02.01.11;;Chelsea;3–3;Aston Villa;;;Lee Mason;Match Report;
21;Sun;02.01.11;;Wigan Athletic;0–1;Newcastle Utd;;;Howard Webb;Match Report;
;;;;;;;;;;;
22;Tue;04.01.11;;Blackpool;1–2;Birmingham City;;;Jon Moss;Match Report;
22;Tue;04.01.11;;Manchester Utd;2–1;Stoke City;;;Mark Clattenburg;Match Report;
22;Tue;04.01.11;;Fulham;3–0;West Brom;;;Martin Atkinson;Match Report;
22;Wed;05.01.11;;Aston Villa;0–1;Sunderland;;;Peter Walton;Match Report;
22;Wed;05.01.11;;Wolves;1–0;Chelsea;;;Mark Halsey;Match Report;
22;Wed;05.01.11;;Blackburn;3–1;Liverpool;;;Andre Marriner;Match Report;
22;Wed;05.01.11;;Newcastle Utd;5–0;West Ham;;;Mike Dean;Match Report;
22;Wed;05.01.11;;Arsenal;0–0;Manchester City;;;Mike Jones;Match Report;
22;Wed;05.01.11;;Bolton;1–1;Wigan Athletic;;;Phil Dowd;Match Report;
22;Wed;05.01.11;;Everton;2–1;Tottenham;;;Lee Probert;Match Report;
;;;;;;;;;;;
19;Wed;12.01.11;;Blackpool;2–1;Liverpool;;;Michael Oliver;Match Report;
;;;;;;;;;;;
23;Sat;15.01.11;;West Brom;3–2;Blackpool;;;Stuart Attwell;Match Report;
23;Sat;15.01.11;;Stoke City;2–0;Bolton;;;Michael Oliver;Match Report;
23;Sat;15.01.11;;Manchester City;4–3;Wolves;;;Lee Mason;Match Report;
23;Sat;15.01.11;;Wigan Athletic;1–1;Fulham;;;Anthony Taylor;Match Report;
23;Sat;15.01.11;;West Ham;0–3;Arsenal;;;Andre Marriner;Match Report;
23;Sat;15.01.11;;Chelsea;2–0;Blackburn;;;Martin Atkinson;Match Report;
23;Sun;16.01.11;;Birmingham City;1–1;Aston Villa;;;Mark Clattenburg;Match Report;
23;Sun;16.01.11;;Liverpool;2–2;Everton;;;Phil Dowd;Match Report;
23;Sun;16.01.11;;Tottenham;0–0;Manchester Utd;;;Mike Dean;Match Report;
23;Sun;16.01.11;;Sunderland;1–1;Newcastle Utd;;;Howard Webb;Match Report;
;;;;;;;;;;;
24;Sat;22.01.11;;Everton;2–2;West Ham;;;Peter Walton;Match Report;
24;Sat;22.01.11;;Newcastle Utd;1–1;Tottenham;;;Mark Halsey;Match Report;
24;Sat;22.01.11;;Aston Villa;1–0;Manchester City;;;Howard Webb;Match Report;
24;Sat;22.01.11;;Arsenal;3–0;Wigan Athletic;;;Kevin Friend;Match Report;
24;Sat;22.01.11;;Wolves;0–3;Liverpool;;;Martin Atkinson;Match Report;
24;Sat;22.01.11;;Blackpool;1–2;Sunderland;;;Lee Mason;Match Report;
24;Sat;22.01.11;;Manchester Utd;5–0;Birmingham City;;;Mike Jones;Match Report;
24;Sat;22.01.11;;Fulham;2–0;Stoke City;;;Stuart Attwell;Match Report;
24;Sun;23.01.11;;Blackburn;2–0;West Brom;;;Mark Clattenburg;Match Report;
24;Mon;24.01.11;;Bolton;0–4;Chelsea;;;Chris Foy;Match Report;
;;;;;;;;;;;
16;Tue;25.01.11;;Blackpool;2–3;Manchester Utd;;;Peter Walton;Match Report;
;;;;;;;;;;;
18;Tue;25.01.11;;Wigan Athletic;1–2;Aston Villa;;;Jon Moss;Match Report;
18;Wed;26.01.11;;Liverpool;1–0;Fulham;;;Lee Probert;Match Report;
;;;;;;;;;;;
25;Tue;01.02.11;;Manchester Utd;3–1;Aston Villa;;;Chris Foy;Match Report;
25;Tue;01.02.11;;Sunderland;2–4;Chelsea;;;Mark Halsey;Match Report;
25;Tue;01.02.11;;Arsenal;2–1;Everton;;;Lee Mason;Match Report;
25;Tue;01.02.11;;West Brom;2–2;Wigan Athletic;;;Phil Dowd;Match Report;
25;Wed;02.02.11;;Bolton;1–0;Wolves;;;Peter Walton;Match Report;
25;Wed;02.02.11;;Liverpool;2–0;Stoke City;;;Anthony Taylor;Match Report;
25;Wed;02.02.11;;Fulham;1–0;Newcastle Utd;;;Mike Jones;Match Report;
25;Wed;02.02.11;;Birmingham City;2–2;Manchester City;;;Kevin Friend;Match Report;
25;Wed;02.02.11;;Blackpool;1–3;West Ham;;;Stuart Attwell;Match Report;
25;Wed;02.02.11;;Blackburn;0–1;Tottenham;;;Andre Marriner;Match Report;
;;;;;;;;;;;
26;Sat;05.02.11;;Aston Villa;2–2;Fulham;;;Lee Mason;Match Report;
26;Sat;05.02.11;;Manchester City;3–0;West Brom;;;Martin Atkinson;Match Report;
26;Sat;05.02.11;;Everton;5–3;Blackpool;;;Kevin Friend;Match Report;
26;Sat;05.02.11;;Wigan Athletic;4–3;Blackburn;;;Mike Dean;Match Report;
26;Sat;05.02.11;;Newcastle Utd;4–4;Arsenal;;;Phil Dowd;Match Report;
26;Sat;05.02.11;;Stoke City;3–2;Sunderland;;;Lee Probert;Match Report;
26;Sat;05.02.11;;Wolves;2–1;Manchester Utd;;;Michael Oliver;Match Report;
26;Sat;05.02.11;;Tottenham;2–1;Bolton;;;Mark Clattenburg;Match Report;
26;Sun;06.02.11;;West Ham;0–1;Birmingham City;;;Chris Foy;Match Report;
26;Sun;06.02.11;;Chelsea;0–1;Liverpool;;;Andre Marriner;Match Report;
;;;;;;;;;;;
27;Sat;12.02.11;;Blackburn;0–0;Newcastle Utd;;;Stuart Attwell;Match Report;
27;Sat;12.02.11;;Blackpool;1–1;Aston Villa;;;Howard Webb;Match Report;
27;Sat;12.02.11;;Manchester Utd;2–1;Manchester City;;;Andre Marriner;Match Report;
27;Sat;12.02.11;;Liverpool;1–1;Wigan Athletic;;;Kevin Friend;Match Report;
27;Sat;12.02.11;;West Brom;3–3;West Ham;;;Lee Mason;Match Report;
27;Sat;12.02.11;;Sunderland;1–2;Tottenham;;;Mike Jones;Match Report;
27;Sat;12.02.11;;Birmingham City;1–0;Stoke City;;;Mark Halsey;Match Report;
27;Sat;12.02.11;;Arsenal;2–0;Wolves;;;Chris Foy;Match Report;
27;Sun;13.02.11;;Bolton;2–0;Everton;;;Lee Probert;Match Report;
27;Mon;14.02.11;;Fulham;0–0;Chelsea;;;Mike Dean;Match Report;
;;;;;;;;;;;
18;Tue;15.02.11;;Birmingham City;0–2;Newcastle Utd;;;Lee Mason;Match Report;
18;Sun;20.02.11;;West Brom;1–1;Wolves;;;Mike Dean;Match Report;
18;Tue;22.02.11;;Blackpool;3–1;Tottenham;;;Chris Foy;Match Report;
18;Wed;23.02.11;;Arsenal;1–0;Stoke City;;;Peter Walton;Match Report;
;;;;;;;;;;;
28;Sat;26.02.11;;Wolves;4–0;Blackpool;;;Neil Swarbrick;Match Report;
28;Sat;26.02.11;;Everton;2–0;Sunderland;;;Stuart Attwell;Match Report;
28;Sat;26.02.11;;Newcastle Utd;1–1;Bolton;;;Chris Foy;Match Report;
28;Sat;26.02.11;;Aston Villa;4–1;Blackburn;;;Martin Atkinson;Match Report;
28;Sat;26.02.11;;Wigan Athletic;0–4;Manchester Utd;;;Mark Clattenburg;Match Report;
28;Sun;27.02.11;;Manchester City;1–1;Fulham;;;Peter Walton;Match Report;
28;Sun;27.02.11;;West Ham;3–1;Liverpool;;;Mark Halsey;Match Report;
28;Mon;28.02.11;;Stoke City;1–1;West Brom;;;Michael Oliver;Match Report;
;;;;;;;;;;;
18;Tue;01.03.11;;Chelsea;2–1;Manchester Utd;;;Martin Atkinson;Match Report;
;;;;;;;;;;;
29;Sat;05.03.11;;Manchester City;1–0;Wigan Athletic;;;Stuart Attwell;Match Report;
29;Sat;05.03.11;;Bolton;3–2;Aston Villa;;;Kevin Friend;Match Report;
29;Sat;05.03.11;;Arsenal;0–0;Sunderland;;;Anthony Taylor;Match Report;
29;Sat;05.03.11;;West Ham;3–0;Stoke City;;;Andre Marriner;Match Report;
29;Sat;05.03.11;;Fulham;3–2;Blackburn;;;Mark Clattenburg;Match Report;
29;Sat;05.03.11;;Newcastle Utd;1–2;Everton;;;Howard Webb;Match Report;
29;Sat;05.03.11;;Birmingham City;1–3;West Brom;;;Mike Jones;Match Report;
29;Sun;06.03.11;;Liverpool;3–1;Manchester Utd;;;Phil Dowd;Match Report;
29;Sun;06.03.11;;Wolves;3–3;Tottenham;;;Mark Halsey;Match Report;
29;Mon;07.03.11;;Blackpool;1–3;Chelsea;;;Mike Dean;Match Report;
;;;;;;;;;;;
19;Wed;09.03.11;;Everton;1–1;Birmingham City;;;Peter Walton;Match Report;
;;;;;;;;;;;
30;Sat;19.03.11;;Aston Villa;0–1;Wolves;;;Phil Dowd;Match Report;
30;Sat;19.03.11;;Everton;2–1;Fulham;;;Michael Oliver;Match Report;
30;Sat;19.03.11;;Stoke City;4–0;Newcastle Utd;;;Lee Mason;Match Report;
30;Sat;19.03.11;;Wigan Athletic;2–1;Birmingham City;;;Lee Probert;Match Report;
30;Sat;19.03.11;;Tottenham;0–0;West Ham;;;Mike Dean;Match Report;
30;Sat;19.03.11;;Manchester Utd;1–0;Bolton;;;Andre Marriner;Match Report;
30;Sat;19.03.11;;West Brom;2–2;Arsenal;;;Stuart Attwell;Match Report;
30;Sat;19.03.11;;Blackburn;2–2;Blackpool;;;Howard Webb;Match Report;
30;Sun;20.03.11;;Sunderland;0–2;Liverpool;;;Kevin Friend;Match Report;
30;Sun;20.03.11;;Chelsea;2–0;Manchester City;;;Chris Foy;Match Report;
;;;;;;;;;;;
