Wk;Day;Date;Time;Home;xG;Score;xG;Away;Attendance;Venue;Referee;Match Report;Notes
5;Mon;23.09.19;20:30;Wolfsburg;1.2;1–1;0.7;Hoffenheim;21,120;Volkswagen Arena;Benjamin Cortus;Match Report;
;;;;;;;;;;;;;
6;Fri;27.09.19;20:30;Union Berlin;0.6;1–2;1.5;Eint Frankfurt;22,012;Stadion An der Alten Försterei;Sascha Stegemann;Match Report;
6;Sat;28.09.19;15:30;Paderborn 07;0.3;2–3;3.5;Bayern Munich;15,000;Benteler-Arena;Felix Zwayer;Match Report;
6;Sat;28.09.19;15:30;Augsburg;0.3;0–3;1.2;Leverkusen;27,113;WWK Arena;Robert Kampka;Match Report;
6;Sat;28.09.19;15:30;Hoffenheim;1.5;0–3;2.2;M'Gladbach;29,030;PreZero Arena;Harm Osmers;Match Report;
6;Sat;28.09.19;15:30;Mainz 05;0.7;0–1;0.4;Wolfsburg;24,303;Opel Arena;Felix Brych;Match Report;
6;Sat;28.09.19;15:30;RB Leipzig;1.6;1–3;2.6;Schalke 04;42,146;Red Bull Arena;Manuel Gräfe;Match Report;
6;Sat;28.09.19;18:30;Dortmund;2.1;2–2;1.4;Werder Bremen;81,365;Signal Iduna Park;Deniz Aytekin;Match Report;
6;Sun;29.09.19;15:30;Düsseldorf;1.3;1–2;1.6;Freiburg;39,244;Merkur Spielarena;Daniel Siebert;Match Report;
6;Sun;29.09.19;18:00;Köln;0.8;0–4;1.5;Hertha BSC;49,700;RheinEnergieSTADION;Sören Storks;Match Report;
;;;;;;;;;;;;;
7;Fri;04.10.19;20:30;Hertha BSC;1.7;3–1;1.2;Düsseldorf;37,128;Olympiastadion Berlin;Martin Petersen;Match Report;
7;Sat;05.10.19;15:30;Freiburg;0.4;2–2;0.7;Dortmund;24,000;Schwarzwald-Stadion;Sven Jablonski;Match Report;
7;Sat;05.10.19;15:30;Leverkusen;1.3;1–1;1.5;RB Leipzig;26,355;BayArena;Marco Fritz;Match Report;
7;Sat;05.10.19;15:30;Bayern Munich;1.5;1–2;0.8;Hoffenheim;75,000;Allianz Arena;Tobias Stieler;Match Report;
7;Sat;05.10.19;15:30;Paderborn 07;1.6;1–2;2.7;Mainz 05;14,217;Benteler-Arena;Patrick Ittrich;Match Report;
7;Sat;05.10.19;18:30;Schalke 04;1.6;1–1;0.6;Köln;61,883;Veltins-Arena;Tobias Welz;Match Report;
7;Sun;06.10.19;13:30;M'Gladbach;3;5–1;1.2;Augsburg;50,352;Stadion im Borussia-Park;Robert Schröder;Match Report;
7;Sun;06.10.19;15:30;Wolfsburg;2.3;1–0;0.5;Union Berlin;27,012;Volkswagen Arena;Bastian Dankert;Match Report;
7;Sun;06.10.19;18:00;Eint Frankfurt;2.1;2–2;1.7;Werder Bremen;51,500;Commerzbank-Arena;Guido Winkmann;Match Report;
;;;;;;;;;;;;;
8;Fri;18.10.19;20:30;Eint Frankfurt;2.5;3–0;1.5;Leverkusen;50,800;Commerzbank-Arena;Christian Dingert;Match Report;
8;Sat;19.10.19;15:30;Werder Bremen;1;1–1;0.5;Hertha BSC;41,447;Weserstadion;Felix Brych;Match Report;
8;Sat;19.10.19;15:30;Düsseldorf;1.3;1–0;0.2;Mainz 05;40,660;Merkur Spielarena;Felix Zwayer;Match Report;
8;Sat;19.10.19;15:30;Augsburg;2;2–2;2.8;Bayern Munich;30,660;WWK Arena;Daniel Siebert;Match Report;
8;Sat;19.10.19;15:30;Union Berlin;1;2–0;0.5;Freiburg;22,012;Stadion An der Alten Försterei;Benjamin Cortus;Match Report;
8;Sat;19.10.19;15:30;RB Leipzig;1.3;1–1;1.5;Wolfsburg;39,182;Red Bull Arena;Deniz Aytekin;Match Report;
8;Sat;19.10.19;18:30;Dortmund;2.2;1–0;2.5;M'Gladbach;81,365;Signal Iduna Park;Sascha Stegemann;Match Report;
8;Sun;20.10.19;15:30;Köln;2.3;3–0;0.4;Paderborn 07;50,000;RheinEnergieSTADION;Manuel Gräfe;Match Report;
8;Sun;20.10.19;18:00;Hoffenheim;1.1;2–0;1.1;Schalke 04;29,477;PreZero Arena;Robert Hartmann;Match Report;
;;;;;;;;;;;;;
9;Fri;25.10.19;20:30;Mainz 05;1.5;3–1;1.9;Köln;31,999;Opel Arena;Frank Willenborg;Match Report;
9;Sat;26.10.19;15:30;Hertha BSC;2.2;2–3;2.2;Hoffenheim;44,702;Olympiastadion Berlin;Markus Schmidt;Match Report;
9;Sat;26.10.19;15:30;Freiburg;1.6;2–1;2.1;RB Leipzig;24,000;Schwarzwald-Stadion;Harm Osmers;Match Report;
9;Sat;26.10.19;15:30;Schalke 04;1.1;0–0;0.4;Dortmund;61,873;Veltins-Arena;Felix Brych;Match Report;
9;Sat;26.10.19;15:30;Bayern Munich;3.3;2–1;1.6;Union Berlin;75,000;Allianz Arena;Marco Fritz;Match Report;
9;Sat;26.10.19;15:30;Paderborn 07;0.7;2–0;1.4;Düsseldorf;14,182;Benteler-Arena;Bastian Dankert;Match Report;
9;Sat;26.10.19;18:30;Leverkusen;1.7;2–2;0.9;Werder Bremen;30,210;BayArena;Martin Petersen;Match Report;
9;Sun;27.10.19;15:30;Wolfsburg;0.8;0–0;0.8;Augsburg;22,630;Volkswagen Arena;Tobias Stieler;Match Report;
9;Sun;27.10.19;18:00;M'Gladbach;1.8;4–2;1;Eint Frankfurt;52,300;Stadion im Borussia-Park;Daniel Schlager;Match Report;
;;;;;;;;;;;;;
10;Fri;01.11.19;20:30;Hoffenheim;1.7;3–0;0.4;Paderborn 07;23,629;PreZero Arena;Robert Schröder;Match Report;
10;Sat;02.11.19;15:30;Werder Bremen;1.8;2–2;1;Freiburg;41,000;Weserstadion;Christian Dingert;Match Report;
10;Sat;02.11.19;15:30;Dortmund;1.8;3–0;1.6;Wolfsburg;80,200;Signal Iduna Park;Tobias Welz;Match Report;
10;Sat;02.11.19;15:30;RB Leipzig;3.6;8–0;0.8;Mainz 05;38,517;Red Bull Arena;Guido Winkmann;Match Report;
10;Sat;02.11.19;15:30;Leverkusen;2.9;1–2;2.2;M'Gladbach;30,210;BayArena;Daniel Siebert;Match Report;
10;Sat;02.11.19;15:30;Eint Frankfurt;2.7;5–1;1.1;Bayern Munich;51,500;Commerzbank-Arena;Markus Schmidt;Match Report;
10;Sat;02.11.19;18:30;Union Berlin;1.2;1–0;0.4;Hertha BSC;22,012;Stadion An der Alten Försterei;Deniz Aytekin;Match Report;
10;Sun;03.11.19;15:30;Düsseldorf;1.8;2–0;0.7;Köln;51,155;Merkur Spielarena;Sven Jablonski;Match Report;
10;Sun;03.11.19;18:00;Augsburg;1.8;2–3;0.5;Schalke 04;30,361;WWK Arena;Patrick Ittrich;Match Report;
;;;;;;;;;;;;;
11;Fri;08.11.19;20:30;Köln;0.7;1–2;1.8;Hoffenheim;49,100;RheinEnergieSTADION;Robert Kampka;Match Report;
11;Sat;09.11.19;15:30;Schalke 04;1.6;3–3;1.7;Düsseldorf;61,831;Veltins-Arena;Robert Hartmann;Match Report;
11;Sat;09.11.19;15:30;Mainz 05;1.8;2–3;1;Union Berlin;24,349;Opel Arena;Harm Osmers;Match Report;
11;Sat;09.11.19;15:30;Paderborn 07;1.2;0–1;1;Augsburg;13,758;Benteler-Arena;Marco Fritz;Match Report;
11;Sat;09.11.19;15:30;Hertha BSC;0.4;2–4;2;RB Leipzig;48,532;Olympiastadion Berlin;Sören Storks;Match Report;
11;Sat;09.11.19;18:30;Bayern Munich;3.1;4–0;0.5;Dortmund;75,000;Allianz Arena;Felix Zwayer;Match Report;
11;Sun;10.11.19;13:30;M'Gladbach;1.4;3–1;1.7;Werder Bremen;54,022;Stadion im Borussia-Park;Tobias Stieler;Match Report;
11;Sun;10.11.19;15:30;Wolfsburg;0.8;0–2;1.6;Leverkusen;24,112;Volkswagen Arena;Manuel Gräfe;Match Report;
11;Sun;10.11.19;18:00;Freiburg;0.9;1–0;1;Eint Frankfurt;24,000;Schwarzwald-Stadion;Felix Brych;Match Report;
;;;;;;;;;;;;;
12;Fri;22.11.19;20:30;Dortmund;2.5;3–3;1.6;Paderborn 07;81,365;Signal Iduna Park;Christian Dingert;Match Report;
12;Sat;23.11.19;15:30;Union Berlin;1.6;2–0;1;M'Gladbach;22,012;Stadion An der Alten Försterei;Felix Brych;Match Report;
12;Sat;23.11.19;15:30;Leverkusen;3.5;1–1;1.2;Freiburg;29,032;BayArena;Deniz Aytekin;Match Report;
12;Sat;23.11.19;15:30;Werder Bremen;1.7;1–2;0.5;Schalke 04;42,100;Weserstadion;Benjamin Cortus;Match Report;
12;Sat;23.11.19;15:30;Düsseldorf;0.7;0–4;3.5;Bayern Munich;53,000;Merkur Spielarena;Frank Willenborg;Match Report;
12;Sat;23.11.19;15:30;Eint Frankfurt;1;0–2;1.1;Wolfsburg;50,700;Commerzbank-Arena;Daniel Siebert;Match Report;
12;Sat;23.11.19;18:30;RB Leipzig;2.3;4–1;0.4;Köln;42,036;Red Bull Arena;Robert Schröder;Match Report;
12;Sun;24.11.19;15:30;Augsburg;2.3;4–0;0.4;Hertha BSC;29,233;WWK Arena;Sascha Stegemann;Match Report;
12;Sun;24.11.19;18:00;Hoffenheim;2;1–5;1.9;Mainz 05;23,129;PreZero Arena;Bastian Dankert;Match Report;
;;;;;;;;;;;;;
13;Fri;29.11.19;20:30;Schalke 04;1.6;2–1;1.8;Union Berlin;61,837;Veltins-Arena;Daniel Schlager;Match Report;
13;Sat;30.11.19;15:30;Hoffenheim;1.6;1–1;1;Düsseldorf;25,427;PreZero Arena;Martin Petersen;Match Report;
13;Sat;30.11.19;15:30;Hertha BSC;1.2;1–2;1.2;Dortmund;74,667;Olympiastadion Berlin;Sven Jablonski;Match Report;
13;Sat;30.11.19;15:30;Köln;1.4;1–1;1.8;Augsburg;49,200;RheinEnergieSTADION;Tobias Stieler;Match Report;
13;Sat;30.11.19;15:30;Paderborn 07;1.6;2–3;2.4;RB Leipzig;13,253;Benteler-Arena;Bibiana Steinhaus;Match Report;
13;Sat;30.11.19;18:30;Bayern Munich;2.6;1–2;1.3;Leverkusen;75,000;Allianz Arena;Guido Winkmann;Match Report;
13;Sun;01.12.19;15:30;M'Gladbach;4.9;4–2;1.3;Freiburg;51,080;Stadion im Borussia-Park;Felix Zwayer;Match Report;
13;Sun;01.12.19;18:00;Wolfsburg;2.2;2–3;1.3;Werder Bremen;26,012;Volkswagen Arena;Robert Kampka;Match Report;
13;Mon;02.12.19;20:30;Mainz 05;2.1;2–1;1.1;Eint Frankfurt;33,134;Opel Arena;Manuel Gräfe;Match Report;
;;;;;;;;;;;;;
14;Fri;06.12.19;20:30;Eint Frankfurt;2.5;2–2;1.3;Hertha BSC;50,000;Commerzbank-Arena;Christian Dingert;Match Report;
14;Sat;07.12.19;15:30;Augsburg;3.2;2–1;0.4;Mainz 05;26,950;WWK Arena;Markus Schmidt;Match Report;
14;Sat;07.12.19;15:30;Dortmund;3;5–0;0.1;Düsseldorf;81,365;Signal Iduna Park;Daniel Siebert;Match Report;
14;Sat;07.12.19;15:30;M'Gladbach;1.3;2–1;1.7;Bayern Munich;54,022;Stadion im Borussia-Park;Marco Fritz;Match Report;
14;Sat;07.12.19;15:30;RB Leipzig;3.8;3–1;1.1;Hoffenheim;38,407;Red Bull Arena;Deniz Aytekin;Match Report;
14;Sat;07.12.19;15:30;Freiburg;0.4;1–0;1.2;Wolfsburg;23,800;Schwarzwald-Stadion;Bastian Dankert;Match Report;
14;Sat;07.12.19;18:30;Leverkusen;2.3;2–1;1.1;Schalke 04;30,210;BayArena;Harm Osmers;Match Report;
14;Sun;08.12.19;15:30;Union Berlin;2;2–0;1.1;Köln;22,012;Stadion An der Alten Försterei;Patrick Ittrich;Match Report;
14;Sun;08.12.19;18:00;Werder Bremen;0.9;0–1;1.3;Paderborn 07;39,870;Weserstadion;Sascha Stegemann;Match Report;
;;;;;;;;;;;;;
15;Fri;13.12.19;20:30;Hoffenheim;2.1;2–4;2.2;Augsburg;23,309;PreZero Arena;Bibiana Steinhaus;Match Report;
15;Sat;14.12.19;15:30;Köln;1.5;2–0;0.2;Leverkusen;49,500;RheinEnergieSTADION;Manuel Gräfe;Match Report;
15;Sat;14.12.19;15:30;Hertha BSC;0.7;1–0;0.8;Freiburg;37,343;Olympiastadion Berlin;Frank Willenborg;Match Report;
15;Sat;14.12.19;15:30;Bayern Munich;4.9;6–1;0.5;Werder Bremen;75,000;Allianz Arena;Robert Schröder;Match Report;
15;Sat;14.12.19;15:30;Mainz 05;0.2;0–4;1.2;Dortmund;33,305;Opel Arena;Benjamin Cortus;Match Report;
15;Sat;14.12.19;15:30;Paderborn 07;1;1–1;1.3;Union Berlin;14,414;Benteler-Arena;Sven Jablonski;Match Report;
15;Sat;14.12.19;18:30;Düsseldorf;0.1;0–3;3.4;RB Leipzig;35,387;Merkur Spielarena;Robert Hartmann;Match Report;
15;Sun;15.12.19;15:30;Wolfsburg;1.1;2–1;0.4;M'Gladbach;25,580;Volkswagen Arena;Felix Brych;Match Report;
15;Sun;15.12.19;18:00;Schalke 04;1;1–0;0.7;Eint Frankfurt;60,811;Veltins-Arena;Felix Zwayer;Match Report;
;;;;;;;;;;;;;
16;Tue;17.12.19;18:30;Werder Bremen;1;0–5;2.8;Mainz 05;37,720;Weserstadion;Frank Willenborg;Match Report;
16;Tue;17.12.19;20:30;Augsburg;1.2;3–0;0.4;Düsseldorf;27,763;WWK Arena;Marco Fritz;Match Report;
16;Tue;17.12.19;20:30;Union Berlin;1.3;0–2;0.8;Hoffenheim;20,350;Stadion An der Alten Försterei;Sören Storks;Match Report;
16;Tue;17.12.19;20:30;Dortmund;1.1;3–3;2.5;RB Leipzig;80,200;Signal Iduna Park;Tobias Stieler;Match Report;
16;Wed;18.12.19;18:30;Leverkusen;0.9;0–1;1.2;Hertha BSC;24,472;BayArena;Bastian Dankert;Match Report;
16;Wed;18.12.19;20:30;Wolfsburg;2.1;1–1;1.2;Schalke 04;24,651;Volkswagen Arena;Martin Petersen;Match Report;
16;Wed;18.12.19;20:30;Eint Frankfurt;1.4;2–4;2.5;Köln;50,300;Commerzbank-Arena;Deniz Aytekin;Match Report;
16;Wed;18.12.19;20:30;M'Gladbach;2.5;2–0;0.5;Paderborn 07;44,494;Stadion im Borussia-Park;Robert Kampka;Match Report;
16;Wed;18.12.19;20:30;Freiburg;1.7;1–3;3.4;Bayern Munich;24,000;Schwarzwald-Stadion;Sascha Stegemann;Match Report;
;;;;;;;;;;;;;
17;Fri;20.12.19;20:30;Hoffenheim;1.1;2–1;1.7;Dortmund;30,150;PreZero Arena;Felix Zwayer;Match Report;
17;Sat;21.12.19;15:30;Schalke 04;1.6;2–2;2.8;Freiburg;61,867;Veltins-Arena;Felix Brych;Match Report;
17;Sat;21.12.19;15:30;RB Leipzig;3.3;3–1;0.5;Augsburg;40,562;Red Bull Arena;Daniel Siebert;Match Report;
17;Sat;21.12.19;15:30;Mainz 05;1.9;0–1;1.5;Leverkusen;24,345;Opel Arena;Patrick Ittrich;Match Report;
17;Sat;21.12.19;15:30;Bayern Munich;1.3;2–0;0.9;Wolfsburg;75,000;Allianz Arena;Christian Dingert;Match Report;
17;Sat;21.12.19;15:30;Köln;1.1;1–0;0.2;Werder Bremen;50,000;RheinEnergieSTADION;Daniel Schlager;Match Report;
17;Sat;21.12.19;18:30;Hertha BSC;0.4;0–0;0.8;M'Gladbach;50,208;Olympiastadion Berlin;Harm Osmers;Match Report;
17;Sun;22.12.19;15:30;Düsseldorf;1;2–1;2;Union Berlin;45,490;Merkur Spielarena;Benjamin Cortus;Match Report;
17;Sun;22.12.19;18:00;Paderborn 07;2.9;2–1;2;Eint Frankfurt;15,000;Benteler-Arena;Markus Schmidt;Match Report;
;;;;;;;;;;;;;
18;Fri;17.01.20;20:30;Schalke 04;1.5;2–0;0.8;M'Gladbach;62,271;Veltins-Arena;Deniz Aytekin;Match Report;
18;Sat;18.01.20;15:30;Hoffenheim;0.9;1–2;1.5;Eint Frankfurt;29,610;PreZero Arena;Sascha Stegemann;Match Report;
18;Sat;18.01.20;15:30;Augsburg;1.8;3–5;4.8;Dortmund;30,660;WWK Arena;Manuel Gräfe;Match Report;
18;Sat;18.01.20;15:30;Mainz 05;2.5;1–2;1.5;Freiburg;23,138;Opel Arena;Sven Jablonski;Match Report;
18;Sat;18.01.20;15:30;Köln;1.3;3–1;1.7;Wolfsburg;49,100;RheinEnergieSTADION;Marco Fritz;Match Report;
18;Sat;18.01.20;15:30;Düsseldorf;1;0–1;1;Werder Bremen;46,000;Merkur Spielarena;Felix Brych;Match Report;
18;Sat;18.01.20;18:30;RB Leipzig;2.1;3–1;1.4;Union Berlin;42,146;Red Bull Arena;Bastian Dankert;Match Report;
18;Sun;19.01.20;15:30;Hertha BSC;0.6;0–4;2.3;Bayern Munich;74,667;Olympiastadion Berlin;Tobias Stieler;Match Report;
18;Sun;19.01.20;18:00;Paderborn 07;1.3;1–4;2.2;Leverkusen;14,889;Benteler-Arena;Daniel Siebert;Match Report;
;;;;;;;;;;;;;
19;Fri;24.01.20;20:30;Dortmund;2.6;5–1;1.2;Köln;81,365;Signal Iduna Park;Harm Osmers;Match Report;
19;Sat;25.01.20;15:30;M'Gladbach;2.3;3–1;0.7;Mainz 05;49,175;Stadion im Borussia-Park;Felix Zwayer;Match Report;
19;Sat;25.01.20;15:30;Eint Frankfurt;1.2;2–0;1.3;RB Leipzig;50,300;Commerzbank-Arena;Daniel Siebert;Match Report;
19;Sat;25.01.20;15:30;Freiburg;1.4;0–2;1.8;Paderborn 07;23,500;Schwarzwald-Stadion;Christian Dingert;Match Report;
19;Sat;25.01.20;15:30;Union Berlin;1;2–0;1.6;Augsburg;22,012;Stadion An der Alten Försterei;Bibiana Steinhaus;Match Report;
19;Sat;25.01.20;15:30;Wolfsburg;1.1;1–2;1.8;Hertha BSC;24,894;Volkswagen Arena;Markus Schmidt;Match Report;
19;Sat;25.01.20;18:30;Bayern Munich;3.4;5–0;0.4;Schalke 04;75,000;Allianz Arena;Manuel Gräfe;Match Report;
19;Sun;26.01.20;15:30;Werder Bremen;0.7;0–3;0.9;Hoffenheim;40,000;Weserstadion;Martin Petersen;Match Report;
19;Sun;26.01.20;18:00;Leverkusen;3.7;3–0;0.7;Düsseldorf;26,250;BayArena;Daniel Schlager;Match Report;
;;;;;;;;;;;;;
20;Fri;31.01.20;20:30;Hertha BSC;0.4;0–0;0.7;Schalke 04;47,863;Olympiastadion Berlin;Sascha Stegemann;Match Report;
20;Sat;01.02.20;15:30;Mainz 05;0.3;1–3;1.5;Bayern Munich;33,305;Opel Arena;Bastian Dankert;Match Report;
20;Sat;01.02.20;15:30;Dortmund;3.3;5–0;0.3;Union Berlin;81,365;Signal Iduna Park;Benjamin Cortus;Match Report;
20;Sat;01.02.20;15:30;Augsburg;1.1;2–1;0.5;Werder Bremen;29,432;WWK Arena;Marco Fritz;Match Report;
20;Sat;01.02.20;15:30;Düsseldorf;0.3;1–1;1;Eint Frankfurt;45,018;Merkur Spielarena;Frank Willenborg;Match Report;
20;Sat;01.02.20;15:30;Hoffenheim;3.1;2–1;2.5;Leverkusen;24,489;PreZero Arena;Deniz Aytekin;Match Report;
20;Sat;01.02.20;18:30;RB Leipzig;1.6;2–2;1.2;M'Gladbach;42,146;Red Bull Arena;Tobias Stieler;Match Report;
20;Sun;02.02.20;15:30;Köln;3.6;4–0;0.6;Freiburg;50,000;RheinEnergieSTADION;Robert Kampka;Match Report;
20;Sun;02.02.20;18:00;Paderborn 07;1;2–4;1.5;Wolfsburg;13,926;Benteler-Arena;Patrick Ittrich;Match Report;
;;;;;;;;;;;;;
21;Fri;07.02.20;20:30;Eint Frankfurt;2.3;5–0;0.5;Augsburg;48,800;Commerzbank-Arena;Manuel Gräfe;Match Report;
21;Sat;08.02.20;15:30;Schalke 04;1.3;1–1;0.8;Paderborn 07;61,614;Veltins-Arena;Felix Brych;Match Report;
21;Sat;08.02.20;15:30;Hertha BSC;0.7;1–3;2.2;Mainz 05;35,049;Olympiastadion Berlin;Martin Petersen;Match Report;
21;Sat;08.02.20;15:30;Freiburg;1.7;1–0;1.5;Hoffenheim;24,000;Schwarzwald-Stadion;Sven Jablonski;Match Report;
21;Sat;08.02.20;15:30;Wolfsburg;1;1–1;0.8;Düsseldorf;23,445;Volkswagen Arena;Tobias Stieler;Match Report;
21;Sat;08.02.20;15:30;Werder Bremen;1.3;0–2;1.4;Union Berlin;42,100;Weserstadion;Daniel Schlager;Match Report;
21;Sat;08.02.20;18:30;Leverkusen;1.5;4–3;0.8;Dortmund;30,210;BayArena;Markus Schmidt;Match Report;
21;Sun;09.02.20;18:00;Bayern Munich;1.4;0–0;1.3;RB Leipzig;75,000;Allianz Arena;Marco Fritz;Match Report;
;;;;;;;;;;;;;
22;Fri;14.02.20;20:30;Dortmund;1.2;4–0;0;Eint Frankfurt;81,365;Signal Iduna Park;Bastian Dankert;Match Report;
22;Sat;15.02.20;15:30;Paderborn 07;0.8;1–2;1.8;Hertha BSC;14,687;Benteler-Arena;Bibiana Steinhaus;Match Report;
22;Sat;15.02.20;15:30;RB Leipzig;1.3;3–0;0.4;Werder Bremen;41,308;Red Bull Arena;Benjamin Cortus;Match Report;
22;Sat;15.02.20;15:30;Union Berlin;1.3;2–3;1;Leverkusen;22,012;Stadion An der Alten Försterei;Harm Osmers;Match Report;
