Wk;Day;Date;Time;Home;Score;Away;Attendance;Venue;Referee;Match Report;Notes
3;Sat;11.09.10;;Dortmund;2–0;Wolfsburg;;;Deniz Aytekin;Match Report;
3;Sat;11.09.10;;Freiburg;2–1;Stuttgart;;;Peter Sippel;Match Report;
3;Sat;11.09.10;;Hamburger SV;1–1;Nürnberg;;;Markus Wingenbach;Match Report;
3;Sat;11.09.10;;M'Gladbach;0–4;Eint Frankfurt;;;Jochen Drees;Match Report;
3;Sun;12.09.10;;Köln;1–0;St. Pauli;;;Christian Dingert;Match Report;
3;Sun;12.09.10;;Mainz 05;2–1;Kaiserslautern;;;Thorsten Kinhöfer;Match Report;
;;;;;;;;;;;
4;Fri;17.09.10;;Eint Frankfurt;0–1;Freiburg;;;Günter Perl;Match Report;
4;Sat;18.09.10;;Bayern Munich;0–0;Köln;;;Felix Zwayer;Match Report;
4;Sat;18.09.10;;Wolfsburg;2–0;Hannover 96;;;Wolfgang Stark;Match Report;
4;Sat;18.09.10;;Kaiserslautern;2–2;Hoffenheim;;;Peter Gagelmann;Match Report;
4;Sat;18.09.10;;Werder Bremen;0–2;Mainz 05;;;Markus Schmidt;Match Report;
4;Sat;18.09.10;;Stuttgart;7–0;M'Gladbach;;;Markus Wingenbach;Match Report;
4;Sun;19.09.10;;Schalke 04;1–3;Dortmund;;;Manuel Gräfe;Match Report;
4;Sun;19.09.10;;St. Pauli;1–1;Hamburger SV;;;Florian Meyer;Match Report;
4;Sun;19.09.10;;Leverkusen;0–0;Nürnberg;;;Knut Kircher;Match Report;
;;;;;;;;;;;
5;Tue;21.09.10;;Hannover 96;4–1;Werder Bremen;;;Felix Brych;Match Report;
5;Tue;21.09.10;;Mainz 05;2–0;Köln;;;Guido Winkmann;Match Report;
5;Tue;21.09.10;;Hoffenheim;1–2;Bayern Munich;;;Thorsten Kinhöfer;Match Report;
5;Wed;22.09.10;;M'Gladbach;1–2;St. Pauli;;;Deniz Aytekin;Match Report;
5;Wed;22.09.10;;Freiburg;1–2;Schalke 04;;;Felix Zwayer;Match Report;
5;Wed;22.09.10;;Dortmund;5–0;Kaiserslautern;;;Marco Fritz;Match Report;
5;Wed;22.09.10;;Leverkusen;2–1;Eint Frankfurt;;;Peter Sippel;Match Report;
5;Wed;22.09.10;;Hamburger SV;1–3;Wolfsburg;;;Günter Perl;Match Report;
5;Wed;22.09.10;;Nürnberg;2–1;Stuttgart;;;Jochen Drees;Match Report;
;;;;;;;;;;;
6;Fri;24.09.10;;Köln;1–1;Hoffenheim;;;Knut Kircher;Match Report;
6;Sat;25.09.10;;Schalke 04;2–2;M'Gladbach;;;Peter Gagelmann;Match Report;
6;Sat;25.09.10;;Eint Frankfurt;2–0;Nürnberg;;;Michael Weiner;Match Report;
6;Sat;25.09.10;;St. Pauli;1–3;Dortmund;;;Wolfgang Stark;Match Report;
6;Sat;25.09.10;;Stuttgart;1–4;Leverkusen;;;Florian Meyer;Match Report;
6;Sat;25.09.10;;Bayern Munich;1–2;Mainz 05;;;Babak Rafati;Match Report;
6;Sat;25.09.10;;Werder Bremen;3–2;Hamburger SV;;;Thorsten Kinhöfer;Match Report;
6;Sun;26.09.10;;Kaiserslautern;0–1;Hannover 96;;;Günter Perl;Match Report;
6;Sun;26.09.10;;Wolfsburg;2–1;Freiburg;;;Markus Schmidt;Match Report;
;;;;;;;;;;;
7;Fri;01.10.10;;Hannover 96;0–1;St. Pauli;;;Markus Wingenbach;Match Report;
7;Sat;02.10.10;;Freiburg;3–2;Köln;;;Jochen Drees;Match Report;
7;Sat;02.10.10;;Hamburger SV;2–1;Kaiserslautern;;;Guido Winkmann;Match Report;
7;Sat;02.10.10;;Mainz 05;4–2;Hoffenheim;;;Deniz Aytekin;Match Report;
7;Sat;02.10.10;;M'Gladbach;1–1;Wolfsburg;;;Christian Dingert;Match Report;
7;Sat;02.10.10;;Nürnberg;2–1;Schalke 04;;;Marco Fritz;Match Report;
7;Sun;03.10.10;;Leverkusen;2–2;Werder Bremen;;;Manuel Gräfe;Match Report;
7;Sun;03.10.10;;Dortmund;2–0;Bayern Munich;;;Florian Meyer;Match Report;
7;Sun;03.10.10;;Stuttgart;1–2;Eint Frankfurt;;;Felix Brych;Match Report;
;;;;;;;;;;;
8;Fri;15.10.10;;Köln;1–2;Dortmund;;;Günter Perl;Match Report;
8;Sat;16.10.10;;Mainz 05;0–1;Hamburger SV;;;Felix Brych;Match Report;
8;Sat;16.10.10;;Bayern Munich;3–0;Hannover 96;;;Marco Fritz;Match Report;
8;Sat;16.10.10;;Werder Bremen;2–1;Freiburg;;;Babak Rafati;Match Report;
8;Sat;16.10.10;;Schalke 04;2–2;Stuttgart;;;Florian Meyer;Match Report;
8;Sat;16.10.10;;Wolfsburg;2–3;Leverkusen;;;Thorsten Kinhöfer;Match Report;
8;Sat;16.10.10;;St. Pauli;3–2;Nürnberg;;;Peter Gagelmann;Match Report;
8;Sun;17.10.10;;Hoffenheim;3–2;M'Gladbach;;;Michael Weiner;Match Report;
8;Sun;17.10.10;;Kaiserslautern;0–3;Eint Frankfurt;;;Felix Zwayer;Match Report;
;;;;;;;;;;;
9;Fri;22.10.10;;Hamburger SV;0–0;Bayern Munich;;;Manuel Gräfe;Match Report;
9;Sat;23.10.10;;Hannover 96;2–1;Köln;;;Peter Sippel;Match Report;
9;Sat;23.10.10;;Eint Frankfurt;0–0;Schalke 04;;;Knut Kircher;Match Report;
9;Sat;23.10.10;;Nürnberg;2–1;Wolfsburg;;;Guido Winkmann;Match Report;
9;Sat;23.10.10;;M'Gladbach;1–4;Werder Bremen;;;Günter Perl;Match Report;
9;Sat;23.10.10;;Freiburg;2–1;Kaiserslautern;;;Deniz Aytekin;Match Report;
9;Sun;24.10.10;;Stuttgart;2–0;St. Pauli;;;Tobias Welz;Match Report;
9;Sun;24.10.10;;Dortmund;1–1;Hoffenheim;;;Wolfgang Stark;Match Report;
9;Sun;24.10.10;;Leverkusen;0–1;Mainz 05;;;Felix Zwayer;Match Report;
;;;;;;;;;;;
10;Fri;29.10.10;;Bayern Munich;4–2;Freiburg;;;Peter Gagelmann;Match Report;
10;Sat;30.10.10;;Kaiserslautern;3–0;M'Gladbach;;;Florian Meyer;Match Report;
10;Sat;30.10.10;;Köln;3–2;Hamburger SV;;;Babak Rafati;Match Report;
10;Sat;30.10.10;;Werder Bremen;2–3;Nürnberg;;;Christian Dingert;Match Report;
10;Sat;30.10.10;;St. Pauli;1–3;Eint Frankfurt;;;Marco Fritz;Match Report;
10;Sat;30.10.10;;Schalke 04;0–1;Leverkusen;;;Felix Brych;Match Report;
10;Sat;30.10.10;;Wolfsburg;2–0;Stuttgart;;;Markus Wingenbach;Match Report;
10;Sun;31.10.10;;Hoffenheim;4–0;Hannover 96;;;Manuel Gräfe;Match Report;
10;Sun;31.10.10;;Mainz 05;0–2;Dortmund;;;Michael Weiner;Match Report;
;;;;;;;;;;;
11;Fri;05.11.10;;Schalke 04;3–0;St. Pauli;;;Jochen Drees;Match Report;
11;Sat;06.11.10;;Nürnberg;3–1;Köln;;;Markus Schmidt;Match Report;
11;Sat;06.11.10;;Hamburger SV;2–1;Hoffenheim;;;Günter Perl;Match Report;
11;Sat;06.11.10;;M'Gladbach;3–3;Bayern Munich;;;Knut Kircher;Match Report;
11;Sat;06.11.10;;Eint Frankfurt;3–1;Wolfsburg;;;Peter Sippel;Match Report;
11;Sat;06.11.10;;Freiburg;1–0;Mainz 05;;;Wolfgang Stark;Match Report;
11;Sun;07.11.10;;Leverkusen;3–1;Kaiserslautern;;;Guido Winkmann;Match Report;
11;Sun;07.11.10;;Stuttgart;6–0;Werder Bremen;;;Thorsten Kinhöfer;Match Report;
11;Sun;07.11.10;;Hannover 96;0–4;Dortmund;;;Felix Brych;Match Report;
;;;;;;;;;;;
12;Fri;12.11.10;;Dortmund;2–0;Hamburger SV;;;Deniz Aytekin;Match Report;
12;Sat;13.11.10;;Werder Bremen;0–0;Eint Frankfurt;;;Manuel Gräfe;Match Report;
12;Sat;13.11.10;;Wolfsburg;2–2;Schalke 04;;;Wolfgang Stark;Match Report;
12;Sat;13.11.10;;Mainz 05;0–1;Hannover 96;;;Knut Kircher;Match Report;
12;Sat;13.11.10;;St. Pauli;0–1;Leverkusen;;;Michael Weiner;Match Report;
12;Sat;13.11.10;;Kaiserslautern;3–3;Stuttgart;;;Babak Rafati;Match Report;
12;Sat;13.11.10;;Köln;0–4;M'Gladbach;;;Peter Gagelmann;Match Report;
12;Sun;14.11.10;;Hoffenheim;0–1;Freiburg;;;Felix Zwayer;Match Report;
12;Sun;14.11.10;;Bayern Munich;3–0;Nürnberg;;;Thorsten Kinhöfer;Match Report;
;;;;;;;;;;;
13;Sat;20.11.10;;Schalke 04;4–0;Werder Bremen;;;Knut Kircher;Match Report;
13;Sat;20.11.10;;M'Gladbach;2–3;Mainz 05;;;Babak Rafati;Match Report;
13;Sat;20.11.10;;Hannover 96;3–2;Hamburger SV;;;Jochen Drees;Match Report;
13;Sat;20.11.10;;Freiburg;1–2;Dortmund;;;Marco Fritz;Match Report;
13;Sat;20.11.10;;Leverkusen;1–1;Bayern Munich;;;Florian Meyer;Match Report;
13;Sat;20.11.10;;Nürnberg;1–3;Kaiserslautern;;;Tobias Welz;Match Report;
13;Sat;20.11.10;;Eint Frankfurt;0–4;Hoffenheim;;;Markus Wingenbach;Match Report;
13;Sun;21.11.10;;Stuttgart;0–1;Köln;;;Christian Dingert;Match Report;
13;Sun;21.11.10;;St. Pauli;1–1;Wolfsburg;;;Markus Schmidt;Match Report;
;;;;;;;;;;;
14;Fri;26.11.10;;Mainz 05;3–0;Nürnberg;;;Peter Gagelmann;Match Report;
14;Sat;27.11.10;;Kaiserslautern;5–0;Schalke 04;;;Günter Perl;Match Report;
14;Sat;27.11.10;;Dortmund;4–1;M'Gladbach;;;Manuel Gräfe;Match Report;
14;Sat;27.11.10;;Hannover 96;3–0;Freiburg;;;Peter Sippel;Match Report;
14;Sat;27.11.10;;Hoffenheim;2–2;Leverkusen;;;Thorsten Kinhöfer;Match Report;
14;Sat;27.11.10;;Bayern Munich;4–1;Eint Frankfurt;;;Felix Zwayer;Match Report;
14;Sat;27.11.10;;Hamburger SV;4–2;Stuttgart;;;Wolfgang Stark;Match Report;
14;Sun;28.11.10;;Werder Bremen;3–0;St. Pauli;;;Felix Brych;Match Report;
14;Sun;28.11.10;;Köln;1–1;Wolfsburg;;;Guido Winkmann;Match Report;
;;;;;;;;;;;
15;Fri;03.12.10;;St. Pauli;1–0;Kaiserslautern;;;Knut Kircher;Match Report;
15;Sat;04.12.10;;Schalke 04;2–0;Bayern Munich;;;Peter Gagelmann;Match Report;
15;Sat;04.12.10;;Freiburg;1–0;Hamburger SV;;;Tobias Welz;Match Report;
15;Sat;04.12.10;;Wolfsburg;0–0;Werder Bremen;;;Deniz Aytekin;Match Report;
15;Sat;04.12.10;;Stuttgart;1–1;Hoffenheim;;;Jochen Drees;Match Report;
15;Sat;04.12.10;;M'Gladbach;1–2;Hannover 96;;;Marco Fritz;Match Report;
15;Sat;04.12.10;;Eint Frankfurt;2–1;Mainz 05;;;Florian Meyer;Match Report;
15;Sun;05.12.10;;Leverkusen;3–2;Köln;;;Felix Brych;Match Report;
15;Sun;05.12.10;;Nürnberg;0–2;Dortmund;;;Michael Weiner;Match Report;
;;;;;;;;;;;
16;Fri;10.12.10;;Hannover 96;2–1;Stuttgart;;;Manuel Gräfe;Match Report;
16;Sat;11.12.10;;Hamburger SV;2–4;Leverkusen;;;Felix Zwayer;Match Report;
16;Sat;11.12.10;;Hoffenheim;1–1;Nürnberg;;;Marc Seemann;Match Report;
16;Sat;11.12.10;;Köln;1–0;Eint Frankfurt;;;Markus Schmidt;Match Report;
16;Sat;11.12.10;;Dortmund;2–0;Werder Bremen;;;Florian Meyer;Match Report;
16;Sat;11.12.10;;Bayern Munich;3–0;St. Pauli;;;Babak Rafati;Match Report;
16;Sat;11.12.10;;Kaiserslautern;0–0;Wolfsburg;;;Peter Sippel;Match Report;
16;Sun;12.12.10;;Mainz 05;0–1;Schalke 04;;;Felix Brych;Match Report;
16;Sun;12.12.10;;Freiburg;3–0;M'Gladbach;;;Wolfgang Stark;Match Report;
;;;;;;;;;;;
17;Fri;17.12.10;;M'Gladbach;1–2;Hamburger SV;;;Günter Perl;Match Report;
17;Sat;18.12.10;;St. Pauli;2–4;Mainz 05;;;Peter Sippel;Match Report;
17;Sat;18.12.10;;Eint Frankfurt;1–0;Dortmund;;;Deniz Aytekin;Match Report;
17;Sat;18.12.10;;Wolfsburg;2–2;Hoffenheim;;;Knut Kircher;Match Report;
17;Sat;18.12.10;;Werder Bremen;1–2;Kaiserslautern;;;Michael Weiner;Match Report;
17;Sat;18.12.10;;Nürnberg;3–1;Hannover 96;;;Guido Winkmann;Match Report;
17;Sat;18.12.10;;Schalke 04;3–0;Köln;;;Wolfgang Stark;Match Report;
17;Sun;19.12.10;;Leverkusen;2–2;Freiburg;;;Marc Seemann;Match Report;
17;Sun;19.12.10;;Stuttgart;3–5;Bayern Munich;;;Thorsten Kinhöfer;Match Report;
;;;;;;;;;;;
18;Fri;14.01.11;;Leverkusen;1–3;Dortmund;;;Peter Gagelmann;Match Report;
18;Sat;15.01.11;;Nürnberg;0–1;M'Gladbach;;;Babak Rafati;Match Report;
18;Sat;15.01.11;;Schalke 04;0–1;Hamburger SV;;;Knut Kircher;Match Report;
18;Sat;15.01.11;;Werder Bremen;2–1;Hoffenheim;;;Felix Zwayer;Match Report;
18;Sat;15.01.11;;Wolfsburg;1–1;Bayern Munich;;;Manuel Gräfe;Match Report;
18;Sat;15.01.11;;St. Pauli;2–2;Freiburg;;;Markus Wingenbach;Match Report;
18;Sat;15.01.11;;Stuttgart;1–0;Mainz 05;;;Michael Weiner;Match Report;
18;Sun;16.01.11;;Kaiserslautern;1–1;Köln;;;Guido Winkmann;Match Report;
18;Sun;16.01.11;;Eint Frankfurt;0–3;Hannover 96;;;Thorsten Kinhöfer;Match Report;
;;;;;;;;;;;
19;Fri;21.01.11;;Hamburger SV;1–0;Eint Frankfurt;;;Wolfgang Stark;Match Report;
19;Sat;22.01.11;;Dortmund;1–1;Stuttgart;;;Felix Brych;Match Report;
19;Sat;22.01.11;;Hannover 96;0–1;Schalke 04;;;Jochen Drees;Match Report;
19;Sat;22.01.11;;Köln;3–0;Werder Bremen;;;Peter Sippel;Match Report;
19;Sat;22.01.11;;Bayern Munich;5–1;Kaiserslautern;;;Markus Schmidt;Match Report;
19;Sat;22.01.11;;Mainz 05;0–1;Wolfsburg;;;Günter Perl;Match Report;
19;Sat;22.01.11;;Freiburg;1–1;Nürnberg;;;Marco Fritz;Match Report;
19;Sun;23.01.11;;Hoffenheim;2–2;St. Pauli;;;Christian Dingert;Match Report;
19;Sun;23.01.11;;M'Gladbach;1–3;Leverkusen;;;Florian Meyer;Match Report;
;;;;;;;;;;;
20;Fri;28.01.11;;Leverkusen;2–0;Hannover 96;;;Manuel Gräfe;Match Report;
20;Sat;29.01.11;;Werder Bremen;1–3;Bayern Munich;;;Thorsten Kinhöfer;Match Report;
20;Sat;29.01.11;;Kaiserslautern;0–1;Mainz 05;;;Wolfgang Stark;Match Report;
20;Sat;29.01.11;;Wolfsburg;0–3;Dortmund;;;Knut Kircher;Match Report;
20;Sat;29.01.11;;Nürnberg;2–0;Hamburger SV;;;Tobias Welz;Match Report;
20;Sat;29.01.11;;St. Pauli;3–0;Köln;;;Felix Brych;Match Report;
20;Sat;29.01.11;;Schalke 04;0–1;Hoffenheim;;;Deniz Aytekin;Match Report;
20;Sun;30.01.11;;Stuttgart;0–1;Freiburg;;;Jochen Drees;Match Report;
20;Sun;30.01.11;;Eint Frankfurt;0–1;M'Gladbach;;;Peter Gagelmann;Match Report;
;;;;;;;;;;;
21;Fri;04.02.11;;Dortmund;0–0;Schalke 04;;;Michael Weiner;Match Report;
21;Sat;05.02.11;;Nürnberg;1–0;Leverkusen;;;Knut Kircher;Match Report;
21;Sat;05.02.11;;Köln;3–2;Bayern Munich;;;Felix Zwayer;Match Report;
21;Sat;05.02.11;;Hannover 96;1–0;Wolfsburg;;;Guido Winkmann;Match Report;
21;Sat;05.02.11;;M'Gladbach;2–3;Stuttgart;;;Thorsten Kinhöfer;Match Report;
21;Sat;05.02.11;;Mainz 05;1–1;Werder Bremen;;;Markus Schmidt;Match Report;
21;Sat;05.02.11;;Hoffenheim;3–2;Kaiserslautern;;;Peter Sippel;Match Report;
21;Sun;06.02.11;;Freiburg;0–0;Eint Frankfurt;;;Florian Meyer;Match Report;
;;;;;;;;;;;
22;Sat;12.02.11;;Schalke 04;1–0;Freiburg;;;Tobias Welz;Match Report;
22;Sat;12.02.11;;Stuttgart;1–4;Nürnberg;;;Manuel Gräfe;Match Report;
22;Sat;12.02.11;;Eint Frankfurt;0–3;Leverkusen;;;Guido Winkmann;Match Report;
22;Sat;12.02.11;;Wolfsburg;0–1;Hamburger SV;;;Marco Fritz;Match Report;
22;Sat;12.02.11;;St. Pauli;3–1;M'Gladbach;;;Wolfgang Stark;Match Report;
22;Sat;12.02.11;;Kaiserslautern;1–1;Dortmund;;;Florian Meyer;Match Report;
22;Sat;12.02.11;;Bayern Munich;4–0;Hoffenheim;;;Peter Gagelmann;Match Report;
22;Sun;13.02.11;;Werder Bremen;1–1;Hannover 96;;;Felix Brych;Match Report;
22;Sun;13.02.11;;Köln;4–2;Mainz 05;;;Deniz Aytekin;Match Report;
;;;;;;;;;;;
21;Wed;16.02.11;;Hamburger SV;0–1;St. Pauli;;;Günter Perl;Match Report;
;;;;;;;;;;;
23;Fri;18.02.11;;Nürnberg;3–0;Eint Frankfurt;;;Thorsten Kinhöfer;Match Report;
23;Sat;19.02.11;;Hamburger SV;4–0;Werder Bremen;;;Florian Meyer;Match Report;
23;Sat;19.02.11;;Dortmund;2–0;St. Pauli;;;Peter Sippel;Match Report;
23;Sat;19.02.11;;Mainz 05;1–3;Bayern Munich;;;Knut Kircher;Match Report;
23;Sat;19.02.11;;Freiburg;2–1;Wolfsburg;;;Robert Hartmann;Match Report;
23;Sat;19.02.11;;Hoffenheim;1–1;Köln;;;Markus Schmidt;Match Report;
23;Sat;19.02.11;;Hannover 96;3–0;Kaiserslautern;;;Felix Zwayer;Match Report;
23;Sun;20.02.11;;M'Gladbach;2–1;Schalke 04;;;Günter Perl;Match Report;
23;Sun;20.02.11;;Leverkusen;4–2;Stuttgart;;;Michael Weiner;Match Report;
;;;;;;;;;;;
24;Fri;25.02.11;;Wolfsburg;2–1;M'Gladbach;;;Jochen Drees;Match Report;
24;Sat;26.02.11;;Köln;1–0;Freiburg;;;Christian Dingert;Match Report;
24;Sat;26.02.11;;Kaiserslautern;1–1;Hamburger SV;;;Felix Brych;Match Report;
24;Sat;26.02.11;;St. Pauli;0–1;Hannover 96;;;Peter Gagelmann;Match Report;
24;Sat;26.02.11;;Bayern Munich;1–3;Dortmund;;;Manuel Gräfe;Match Report;
24;Sat;26.02.11;;Hoffenheim;1–2;Mainz 05;;;Guido Winkmann;Match Report;
24;Sat;26.02.11;;Schalke 04;1–1;Nürnberg;;;Marco Fritz;Match Report;
24;Sun;27.02.11;;Werder Bremen;2–2;Leverkusen;;;Deniz Aytekin;Match Report;
24;Sun;27.02.11;;Eint Frankfurt;0–2;Stuttgart;;;Wolfgang Stark;Match Report;
;;;;;;;;;;;
25;Fri;04.03.11;;Dortmund;1–0;Köln;;;Günter Perl;Match Report;
25;Sat;05.03.11;;M'Gladbach;2–0;Hoffenheim;;;Florian Meyer;Match Report;
25;Sat;05.03.11;;Nürnberg;5–0;St. Pauli;;;Markus Wingenbach;Match Report;
25;Sat;05.03.11;;Hannover 96;3–1;Bayern Munich;;;Jochen Drees;Match Report;
25;Sat;05.03.11;;Stuttgart;1–0;Schalke 04;;;Felix Brych;Match Report;
25;Sat;05.03.11;;Leverkusen;3–0;Wolfsburg;;;Felix Zwayer;Match Report;
25;Sat;05.03.11;;Eint Frankfurt;0–0;Kaiserslautern;;;Michael Weiner;Match Report;
25;Sun;06.03.11;;Freiburg;1–3;Werder Bremen;;;Knut Kircher;Match Report;
25;Sun;06.03.11;;Hamburger SV;2–4;Mainz 05;;;Babak Rafati;Match Report;
;;;;;;;;;;;
26;Fri;11.03.11;;Köln;4–0;Hannover 96;;;Wolfgang Stark;Match Report;
26;Sat;12.03.11;;Kaiserslautern;2–1;Freiburg;;;Peter Sippel;Match Report;
26;Sat;12.03.11;;Werder Bremen;1–1;M'Gladbach;;;Manuel Gräfe;Match Report;
26;Sat;12.03.11;;Schalke 04;2–1;Eint Frankfurt;;;Markus Schmidt;Match Report;
26;Sat;12.03.11;;Hoffenheim;1–0;Dortmund;;;Jochen Drees;Match Report;
26;Sat;12.03.11;;Bayern Munich;6–0;Hamburger SV;;;Michael Weiner;Match Report;
26;Sat;12.03.11;;Wolfsburg;1–2;Nürnberg;;;Guido Winkmann;Match Report;
26;Sun;13.03.11;;St. Pauli;1–2;Stuttgart;;;Thorsten Kinhöfer;Match Report;
26;Sun;13.03.11;;Mainz 05;0–1;Leverkusen;;;Peter Gagelmann;Match Report;
;;;;;;;;;;;
27;Fri;18.03.11;;M'Gladbach;0–1;Kaiserslautern;;;Knut Kircher;Match Report;
27;Sat;19.03.11;;Hannover 96;2–0;Hoffenheim;;;Marc Seemann;Match Report;
27;Sat;19.03.11;;Hamburger SV;6–2;Köln;;;Robert Hartmann;Match Report;
27;Sat;19.03.11;;Dortmund;1–1;Mainz 05;;;Felix Brych;Match Report;
27;Sat;19.03.11;;Eint Frankfurt;2–1;St. Pauli;;;Günter Perl;Match Report;
27;Sat;19.03.11;;Freiburg;1–2;Bayern Munich;;;Peter Gagelmann;Match Report;
27;Sat;19.03.11;;Nürnberg;1–3;Werder Bremen;;;Michael Weiner;Match Report;
27;Sun;20.03.11;;Stuttgart;1–1;Wolfsburg;;;Manuel Gräfe;Match Report;
27;Sun;20.03.11;;Leverkusen;2–0;Schalke 04;;;Wolfgang Stark;Match Report;
;;;;;;;;;;;
28;Fri;01.04.11;;St. Pauli;0–2;Schalke 04;;;Deniz Aytekin;Match Report;
28;Sat;02.04.11;;Kaiserslautern;0–1;Leverkusen;;;Marco Fritz;Match Report;
28;Sat;02.04.11;;Hoffenheim;0–0;Hamburger SV;;;Tobias Welz;Match Report;
28;Sat;02.04.11;;Bayern Munich;1–0;M'Gladbach;;;Christian Dingert;Match Report;
28;Sat;02.04.11;;Werder Bremen;1–1;Stuttgart;;;Günter Perl;Match Report;
28;Sat;02.04.11;;Mainz 05;1–1;Freiburg;;;Markus Schmidt;Match Report;
28;Sat;02.04.11;;Dortmund;4–1;Hannover 96;;;Manuel Gräfe;Match Report;
28;Sun;03.04.11;;Wolfsburg;1–1;Eint Frankfurt;;;Thorsten Kinhöfer;Match Report;
28;Sun;03.04.11;;Köln;1–0;Nürnberg;;;Florian Meyer;Match Report;
;;;;;;;;;;;
29;Fri;08.04.11;;Eint Frankfurt;1–1;Werder Bremen;;;Florian Meyer;Match Report;
29;Sat;09.04.11;;Hannover 96;2–0;Mainz 05;;;Thorsten Kinhöfer;Match Report;
29;Sat;09.04.11;;Schalke 04;1–0;Wolfsburg;;;Peter Sippel;Match Report;
29;Sat;09.04.11;;Hamburger SV;1–1;Dortmund;;;Peter Gagelmann;Match Report;
29;Sat;09.04.11;;Nürnberg;1–1;Bayern Munich;;;Knut Kircher;Match Report;
29;Sat;09.04.11;;Stuttgart;2–4;Kaiserslautern;;;Deniz Aytekin;Match Report;
29;Sat;09.04.11;;Freiburg;3–2;Hoffenheim;;;Wolfgang Stark;Match Report;
29;Sun;10.04.11;;M'Gladbach;5–1;Köln;;;Michael Weiner;Match Report;
29;Sun;10.04.11;;Leverkusen;2–1;St. Pauli;;;Jochen Drees;Match Report;
;;;;;;;;;;;
30;Fri;15.04.11;;Mainz 05;1–0;M'Gladbach;;;Deniz Aytekin;Match Report;
30;Sat;16.04.11;;Köln;1–3;Stuttgart;;;Peter Sippel;Match Report;
30;Sat;16.04.11;;Werder Bremen;1–1;Schalke 04;;;Knut Kircher;Match Report;
30;Sat;16.04.11;;Hoffenheim;1–0;Eint Frankfurt;;;Michael Weiner;Match Report;
30;Sat;16.04.11;;Hamburger SV;0–0;Hannover 96;;;Christian Dingert;Match Report;
30;Sat;16.04.11;;Kaiserslautern;0–2;Nürnberg;;;Guido Winkmann;Match Report;
30;Sat;16.04.11;;Wolfsburg;2–2;St. Pauli;;;Felix Brych;Match Report;
30;Sun;17.04.11;;Bayern Munich;5–1;Leverkusen;;;Manuel Gräfe;Match Report;
30;Sun;17.04.11;;Dortmund;3–0;Freiburg;;;Felix Zwayer;Match Report;
;;;;;;;;;;;
31;Thu;21.04.11;;Freiburg;1–3;Hannover 96;;;Markus Wingenbach;Match Report;
31;Sat;23.04.11;;Eint Frankfurt;1–1;Bayern Munich;;;Jochen Drees;Match Report;
31;Sat;23.04.11;;Stuttgart;3–0;Hamburger SV;;;Thorsten Kinhöfer;Match Report;
31;Sat;23.04.11;;Leverkusen;2–1;Hoffenheim;;;Florian Meyer;Match Report;
31;Sat;23.04.11;;Schalke 04;0–1;Kaiserslautern;;;Marco Fritz;Match Report;
31;Sat;23.04.11;;M'Gladbach;1–0;Dortmund;;;Wolfgang Stark;Match Report;
31;Sat;23.04.11;;St. Pauli;1–3;Werder Bremen;;;Michael Weiner;Match Report;
31;Sun;24.04.11;;Nürnberg;0–0;Mainz 05;;;Manuel Gräfe;Match Report;
31;Sun;24.04.11;;Wolfsburg;4–1;Köln;;;Günter Perl;Match Report;
