Wk;Day;Date;Time;Home;Score;Away;Attendance;Venue;Referee;Match Report;Notes
3;Sat;12.09.15;22:00;Betis;1–0;Real Sociedad;38,768;Estadio Benito Villamarín;Alfonso Álvarez;Match Report;
3;Sun;13.09.15;12:00;Granada;1–3;Villarreal;13,954;Estadio Nuevo Los Cármenes;Jesús Gil;Match Report;
3;Sun;13.09.15;16:00;Athletic Club;3–1;Getafe;39,003;San Mamés;Pedro Pérez;Match Report;
3;Sun;13.09.15;18:15;Celta Vigo;3–3;Las Palmas;19,048;Estadio de Balaídos;Javier Estrada;Match Report;
3;Sun;13.09.15;20:30;Málaga;0–0;Eibar;19,836;Estadio La Rosaleda;Alberto Undiano;Match Report;
3;Mon;14.09.15;20:30;Rayo Vallecano;1–3;La Coruña;12,005;Estadio del Rayo Vallecano;Ricardo de Burgos;Match Report;
;;;;;;;;;;;
4;Fri;18.09.15;20:30;Getafe;1–0;Málaga;5,808;Coliseum Alfonso Pérez;José Sánchez;Match Report;
4;Sat;19.09.15;16:00;Real Madrid;1–0;Granada;71,786;Estadio Santiago Bernabéu;Juan Martínez;Match Report;
4;Sat;19.09.15;18:15;Valencia;0–0;Betis;40,560;Estadio de Mestalla;Carlos Velasco;Match Report;
4;Sat;19.09.15;20:30;Eibar;0–2;Atlético Madrid;5,126;Estadio Municipal de Ipurúa;Alejandro Hernández;Match Report;
4;Sat;19.09.15;22:00;Real Sociedad;2–3;Espanyol;17,481;Estadio Municipal de Anoeta;Pedro Pérez;Match Report;
4;Sun;20.09.15;12:00;Sevilla;1–2;Celta Vigo;35,744;Estadio Ramón Sánchez Pizjuán;Santiago Jaime;Match Report;
4;Sun;20.09.15;16:00;La Coruña;2–3;Sporting Gijón;25,801;Estadio Municipal de Riazor;Eduardo Prieto;Match Report;
4;Sun;20.09.15;18:15;Villarreal;3–1;Athletic Club;19,832;Estadio de la Cerámica;Carlos Clos Gómez;Match Report;
4;Sun;20.09.15;19:30 (20:30);Las Palmas;0–1;Rayo Vallecano;19,324;Estadio de Gran Canaria;José González;Match Report;
4;Sun;20.09.15;20:30;Barcelona;4–1;Levante;76,013;Camp Nou;David Fernández;Match Report;
;;;;;;;;;;;
5;Tue;22.09.15;20:00;Espanyol;1–0;Valencia;18,231;RCDE Stadium;Ignacio Iglesias;Match Report;
5;Tue;22.09.15;20:00;Atlético Madrid;2–0;Getafe;41,152;Estadio Vicente Calderón;Alfonso Álvarez;Match Report;
5;Tue;22.09.15;22:00;Granada;0–3;Real Sociedad;12,668;Estadio Nuevo Los Cármenes;Javier Estrada;Match Report;
5;Wed;23.09.15;20:00;Celta Vigo;4–1;Barcelona;23,311;Estadio de Balaídos;Alberto Undiano;Match Report;
5;Wed;23.09.15;20:00;Rayo Vallecano;2–1;Sporting Gijón;11,067;Estadio del Rayo Vallecano;Iñaki Bikandi;Match Report;
5;Wed;23.09.15;20:00;Levante;2–2;Eibar;10,929;Estadio Ciudad de Valencia;Carlos Velasco;Match Report;
5;Wed;23.09.15;21:00;Athletic Club;1–2;Real Madrid;43,387;San Mamés;Antonio Matéu Lahoz;Match Report;
5;Wed;23.09.15;21:00 (22:00);Las Palmas;2–0;Sevilla;19,733;Estadio de Gran Canaria;Carlos del Cerro;Match Report;
5;Wed;23.09.15;22:00;Málaga;0–1;Villarreal;18,647;Estadio La Rosaleda;Ricardo de Burgos;Match Report;
5;Thu;24.09.15;22:00;Betis;1–2;La Coruña;37,051;Estadio Benito Villamarín;Jesús Gil;Match Report;
;;;;;;;;;;;
6;Fri;25.09.15;20:30;Valencia;1–0;Granada;41,124;Estadio de Mestalla;Carlos Clos Gómez;Match Report;
6;Sat;26.09.15;16:00;Barcelona;2–1;Las Palmas;74,196;Camp Nou;Ricardo de Burgos;Match Report;
6;Sat;26.09.15;18:15;Real Madrid;0–0;Málaga;75,361;Estadio Santiago Bernabéu;José González;Match Report;
6;Sat;26.09.15;20:30;Villarreal;1–0;Atlético Madrid;20,087;Estadio de la Cerámica;David Fernández;Match Report;
6;Sat;26.09.15;20:30;Sevilla;3–2;Rayo Vallecano;33,709;Estadio Ramón Sánchez Pizjuán;Alejandro Hernández;Match Report;
6;Sat;26.09.15;22:00;Eibar;1–1;Celta Vigo;4,880;Estadio Municipal de Ipurúa;Pedro Pérez;Match Report;
6;Sun;27.09.15;12:00;Sporting Gijón;1–2;Betis;23,250;Estadio Municipal El Molinón;Juan Martínez;Match Report;
6;Sun;27.09.15;16:00;La Coruña;3–0;Espanyol;21,753;Estadio Municipal de Riazor;José Sánchez;Match Report;
6;Sun;27.09.15;18:15;Getafe;3–0;Levante;5,934;Coliseum Alfonso Pérez;Santiago Jaime;Match Report;
6;Sun;27.09.15;20:30;Real Sociedad;0–0;Athletic Club;26,310;Estadio Municipal de Anoeta;Carlos Velasco;Match Report;
;;;;;;;;;;;
7;Fri;02.10.15;20:30;Celta Vigo;0–0;Getafe;18,154;Estadio de Balaídos;Eduardo Prieto;Match Report;
7;Sat;03.10.15;16:00;Sevilla;2–1;Barcelona;39,374;Estadio Ramón Sánchez Pizjuán;Jesús Gil;Match Report;
7;Sat;03.10.15;18:15;Granada;1–1;La Coruña;14,168;Estadio Nuevo Los Cármenes;Iñaki Bikandi;Match Report;
7;Sat;03.10.15;20:30;Espanyol;1–2;Sporting Gijón;16,947;RCDE Stadium;Carlos Clos Gómez;Match Report;
7;Sat;03.10.15;21:00 (22:00);Las Palmas;0–2;Eibar;18,577;Estadio de Gran Canaria;Antonio Matéu Lahoz;Match Report;
7;Sat;03.10.15;22:05;Málaga;3–1;Real Sociedad;17,175;Estadio La Rosaleda;Carlos del Cerro;Match Report;
7;Sun;04.10.15;12:00;Rayo Vallecano;0–2;Betis;11,820;Estadio del Rayo Vallecano;Ignacio Iglesias;Match Report;
7;Sun;04.10.15;16:00;Athletic Club;3–1;Valencia;41,412;San Mamés;Javier Estrada;Match Report;
7;Sun;04.10.15;18:15;Levante;1–0;Villarreal;20,038;Estadio Ciudad de Valencia;Alfonso Álvarez;Match Report;
7;Sun;04.10.15;20:30;Atlético Madrid;1–1;Real Madrid;53,079;Estadio Vicente Calderón;Alberto Undiano;Match Report;
;;;;;;;;;;;
8;Sat;17.10.15;16:00;Real Madrid;3–0;Levante;74,779;Estadio Santiago Bernabéu;José Sánchez;Match Report;
8;Sat;17.10.15;18:15;Eibar;1–1;Sevilla;5,568;Estadio Municipal de Ipurúa;Juan Martínez;Match Report;
8;Sat;17.10.15;20:30;Barcelona;5–2;Rayo Vallecano;75,472;Camp Nou;Pedro Pérez;Match Report;
8;Sat;17.10.15;22:00;Valencia;3–0;Málaga;35,756;Estadio de Mestalla;Alejandro Hernández;Match Report;
8;Sat;17.10.15;22:05;Betis;1–3;Espanyol;31,652;Estadio Benito Villamarín;Ricardo de Burgos;Match Report;
8;Sun;18.10.15;12:00;Villarreal;1–2;Celta Vigo;18,219;Estadio de la Cerámica;José González;Match Report;
8;Sun;18.10.15;16:00;Real Sociedad;0–2;Atlético Madrid;25,644;Estadio Municipal de Anoeta;Ignacio Iglesias;Match Report;
8;Sun;18.10.15;18:15;Getafe;4–0;Las Palmas;5,875;Coliseum Alfonso Pérez;David Fernández;Match Report;
8;Sun;18.10.15;20:30;La Coruña;2–2;Athletic Club;26,239;Estadio Municipal de Riazor;Santiago Jaime;Match Report;
8;Mon;19.10.15;20:30;Sporting Gijón;3–3;Granada;19,905;Estadio Municipal El Molinón;Alfonso Álvarez;Match Report;
;;;;;;;;;;;
9;Fri;23.10.15;20:30;Rayo Vallecano;3–0;Espanyol;10,480;Estadio del Rayo Vallecano;Eduardo Prieto;Match Report;
9;Sat;24.10.15;16:00;Celta Vigo;1–3;Real Madrid;25,494;Estadio de Balaídos;Carlos Clos Gómez;Match Report;
9;Sat;24.10.15;18:15;Granada;1–1;Betis;18,293;Estadio Nuevo Los Cármenes;Antonio Matéu Lahoz;Match Report;
9;Sat;24.10.15;20:30;Sevilla;5–0;Getafe;34,595;Estadio Ramón Sánchez Pizjuán;Iñaki Bikandi;Match Report;
9;Sat;24.10.15;22:05;Málaga;2–0;La Coruña;20,664;Estadio La Rosaleda;Carlos Velasco;Match Report;
9;Sun;25.10.15;12:00;Levante;0–4;Real Sociedad;14,270;Estadio Ciudad de Valencia;Alberto Undiano;Match Report;
9;Sun;25.10.15;15:00 (16:00);Las Palmas;0–0;Villarreal;18,517;Estadio de Gran Canaria;Javier Estrada;Match Report;
9;Sun;25.10.15;18:15;Barcelona;3–1;Eibar;78,228;Camp Nou;Carlos del Cerro;Match Report;
9;Sun;25.10.15;20:30;Atlético Madrid;2–1;Valencia;47,075;Estadio Vicente Calderón;Jesús Gil;Match Report;
9;Mon;26.10.15;20:30;Athletic Club;3–0;Sporting Gijón;40,477;San Mamés;Ignacio Iglesias;Match Report;
;;;;;;;;;;;
10;Fri;30.10.15;20:30;La Coruña;1–1;Atlético Madrid;24,608;Estadio Municipal de Riazor;Pedro Pérez;Match Report;
10;Sat;31.10.15;16:00;Real Madrid;3–1;Las Palmas;72,387;Estadio Santiago Bernabéu;Santiago Jaime;Match Report;
10;Sat;31.10.15;18:15;Valencia;3–0;Levante;39,069;Estadio de Mestalla;Ricardo de Burgos;Match Report;
10;Sat;31.10.15;18:15;Villarreal;2–1;Sevilla;16,730;Estadio de la Cerámica;José Sánchez;Match Report;
10;Sat;31.10.15;20:30;Getafe;0–2;Barcelona;10,089;Coliseum Alfonso Pérez;Juan Martínez;Match Report;
10;Sat;31.10.15;22:05;Real Sociedad;2–3;Celta Vigo;19,927;Estadio Municipal de Anoeta;David Fernández;Match Report;
10;Sun;01.11.15;12:00;Eibar;1–0;Rayo Vallecano;5,353;Estadio Municipal de Ipurúa;Alfonso Álvarez;Match Report;
10;Sun;01.11.15;16:00;Espanyol;1–1;Granada;18,890;RCDE Stadium;Alejandro Hernández;Match Report;
10;Sun;01.11.15;18:15;Sporting Gijón;1–0;Málaga;22,506;Estadio Municipal El Molinón;Antonio Matéu Lahoz;Match Report;
10;Sun;01.11.15;20:30;Betis;1–3;Athletic Club;25,872;Estadio Benito Villamarín;José González;Match Report;
;;;;;;;;;;;
11;Fri;06.11.15;19:30 (20:30);Las Palmas;2–0;Real Sociedad;18,461;Estadio de Gran Canaria;Carlos Velasco;Match Report;
11;Sat;07.11.15;16:00;Celta Vigo;1–5;Valencia;22,131;Estadio de Balaídos;Iñaki Bikandi;Match Report;
11;Sat;07.11.15;18:15;Levante;1–1;La Coruña;13,771;Estadio Ciudad de Valencia;Carlos del Cerro;Match Report;
11;Sat;07.11.15;20:30;Rayo Vallecano;2–1;Granada;10,142;Estadio del Rayo Vallecano;Jesús Gil;Match Report;
11;Sat;07.11.15;20:30;Eibar;3–1;Getafe;5,327;Estadio Municipal de Ipurúa;Ignacio Iglesias;Match Report;
11;Sat;07.11.15;22:05;Málaga;0–1;Betis;23,699;Estadio La Rosaleda;Eduardo Prieto;Match Report;
11;Sun;08.11.15;12:00;Athletic Club;2–1;Espanyol;44,082;San Mamés;Alberto Undiano;Match Report;
11;Sun;08.11.15;16:00;Barcelona;3–0;Villarreal;74,109;Camp Nou;Carlos Clos Gómez;Match Report;
11;Sun;08.11.15;18:15;Atlético Madrid;1–0;Sporting Gijón;49,323;Estadio Vicente Calderón;Javier Estrada;Match Report;
11;Sun;08.11.15;20:30;Sevilla;3–2;Real Madrid;40,377;Estadio Ramón Sánchez Pizjuán;José González;Match Report;
;;;;;;;;;;;
12;Sat;21.11.15;16:00;Real Sociedad;2–0;Sevilla;19,865;Estadio Municipal de Anoeta;Antonio Matéu Lahoz;Match Report;
12;Sat;21.11.15;18:15;Real Madrid;0–4;Barcelona;80,500;Estadio Santiago Bernabéu;David Fernández;Match Report;
12;Sat;21.11.15;20:30;Espanyol;2–0;Málaga;13,293;RCDE Stadium;Juan Martínez;Match Report;
12;Sat;21.11.15;22:00;Valencia;1–1;Las Palmas;32,078;Estadio de Mestalla;Pedro Pérez;Match Report;
12;Sat;21.11.15;22:05;La Coruña;2–0;Celta Vigo;30,666;Estadio Municipal de Riazor;Alfonso Álvarez;Match Report;
12;Sun;22.11.15;12:00;Sporting Gijón;0–3;Levante;19,870;Estadio Municipal El Molinón;Mario Melero;Match Report;
12;Sun;22.11.15;16:00;Villarreal;1–1;Eibar;16,770;Estadio de la Cerámica;Eduardo Prieto;Match Report;
12;Sun;22.11.15;18:15;Granada;2–0;Athletic Club;12,979;Estadio Nuevo Los Cármenes;Carlos del Cerro;Match Report;
12;Sun;22.11.15;20:30;Betis;0–1;Atlético Madrid;41,976;Estadio Benito Villamarín;Santiago Jaime;Match Report;
12;Mon;23.11.15;20:30;Getafe;1–1;Rayo Vallecano;5,088;Coliseum Alfonso Pérez;Ricardo de Burgos;Match Report;
;;;;;;;;;;;
13;Fri;27.11.15;20:30;Levante;0–1;Betis;13,957;Estadio Ciudad de Valencia;José Sánchez;Match Report;
13;Sat;28.11.15;16:00;Barcelona;4–0;Real Sociedad;74,020;Camp Nou;Ignacio Iglesias;Match Report;
13;Sat;28.11.15;18:15;Atlético Madrid;1–0;Espanyol;44,893;Estadio Vicente Calderón;Iñaki Bikandi;Match Report;
13;Sat;28.11.15;20:30;Málaga;2–2;Granada;22,931;Estadio La Rosaleda;Javier Estrada;Match Report;
13;Sat;28.11.15;21:00 (22:00);Las Palmas;0–2;La Coruña;19,146;Estadio de Gran Canaria;Carlos Clos Gómez;Match Report;
13;Sat;28.11.15;22:05;Celta Vigo;2–1;Sporting Gijón;18,039;Estadio de Balaídos;Santiago Jaime;Match Report;
13;Sun;29.11.15;12:00;Getafe;2–0;Villarreal;5,903;Coliseum Alfonso Pérez;José González;Match Report;
13;Sun;29.11.15;16:00;Eibar;0–2;Real Madrid;5,892;Estadio Municipal de Ipurúa;Jesús Gil;Match Report;
13;Sun;29.11.15;18:15;Rayo Vallecano;0–3;Athletic Club;13,100;Estadio del Rayo Vallecano;Alejandro Hernández;Match Report;
13;Sun;29.11.15;20:30;Sevilla;1–0;Valencia;34,914;Estadio Ramón Sánchez Pizjuán;Carlos Velasco;Match Report;
;;;;;;;;;;;
14;Sat;05.12.15;16:00;Real Madrid;4–1;Getafe;64,897;Estadio Santiago Bernabéu;Antonio Matéu Lahoz;Match Report;
14;Sat;05.12.15;18:15;Granada;0–2;Atlético Madrid;15,872;Estadio Nuevo Los Cármenes;Eduardo Prieto;Match Report;
14;Sat;05.12.15;20:30;Valencia;1–1;Barcelona;46,799;Estadio de Mestalla;Santiago Jaime;Match Report;
14;Sat;05.12.15;22:00;La Coruña;1–1;Sevilla;25,013;Estadio Municipal de Riazor;Ricardo de Burgos;Match Report;
14;Sat;05.12.15;22:05;Betis;1–1;Celta Vigo;33,762;Estadio Benito Villamarín;Alejandro Hernández;Match Report;
14;Sun;06.12.15;12:00;Real Sociedad;2–1;Eibar;23,461;Estadio Municipal de Anoeta;Mario Melero;Match Report;
14;Sun;06.12.15;16:00;Villarreal;2–1;Rayo Vallecano;16,101;Estadio de la Cerámica;Javier Estrada;Match Report;
14;Sun;06.12.15;18:15;Sporting Gijón;3–1;Las Palmas;22,665;Estadio Municipal El Molinón;Alberto Undiano;Match Report;
14;Sun;06.12.15;20:30;Athletic Club;0–0;Málaga;41,835;San Mamés;Alfonso Álvarez;Match Report;
14;Mon;07.12.15;20:30;Espanyol;1–1;Levante;14,875;RCDE Stadium;Carlos Velasco;Match Report;
;;;;;;;;;;;
15;Fri;11.12.15;20:30;Getafe;1–1;Real Sociedad;5,567;Coliseum Alfonso Pérez;Pedro Pérez;Match Report;
15;Sat;12.12.15;16:00;Barcelona;2–2;La Coruña;67,194;Camp Nou;José Sánchez;Match Report;
15;Sat;12.12.15;18:15;Levante;1–2;Granada;12,466;Estadio Ciudad de Valencia;Iñaki Bikandi;Match Report;
15;Sat;12.12.15;18:15;Celta Vigo;1–0;Espanyol;17,154;Estadio de Balaídos;David Fernández;Match Report;
15;Sat;12.12.15;20:30;Sevilla;2–0;Sporting Gijón;29,127;Estadio Ramón Sánchez Pizjuán;Carlos del Cerro;Match Report;
15;Sat;12.12.15;21:05 (22:05);Las Palmas;1–0;Betis;16,762;Estadio de Gran Canaria;Jesús Gil;Match Report;
15;Sun;13.12.15;12:00;Rayo Vallecano;1–2;Málaga;9,423;Estadio del Rayo Vallecano;Carlos Clos Gómez;Match Report;
15;Sun;13.12.15;16:00;Eibar;1–1;Valencia;5,182;Estadio Municipal de Ipurúa;José González;Match Report;
15;Sun;13.12.15;18:15;Atlético Madrid;2–1;Athletic Club;50,137;Estadio Vicente Calderón;Juan Martínez;Match Report;
15;Sun;13.12.15;20:30;Villarreal;1–0;Real Madrid;20,468;Estadio de la Cerámica;Alberto Undiano;Match Report;
;;;;;;;;;;;
16;Sat;19.12.15;16:00;Valencia;2–2;Getafe;31,598;Estadio de Mestalla;David Fernández;Match Report;
16;Sat;19.12.15;18:15;Espanyol;1–0;Las Palmas;17,121;RCDE Stadium;Mario Melero;Match Report;
16;Sat;19.12.15;20:30;Betis;0–0;Sevilla;50,073;Estadio Benito Villamarín;Carlos Clos Gómez;Match Report;
16;Sat;19.12.15;22:05;La Coruña;2–0;Eibar;19,281;Estadio Municipal de Riazor;Javier Estrada;Match Report;
16;Sun;20.12.15;16:00;Real Madrid;10–2 ;Rayo Vallecano;61,564;Estadio Santiago Bernabéu;Ignacio Iglesias;Match Report;
16;Sun;20.12.15;18:15;Real Sociedad;0–2;Villarreal;21,949;Estadio Municipal de Anoeta;Carlos del Cerro;Match Report;
16;Sun;20.12.15;18:15;Athletic Club;2–0;Levante;39,380;San Mamés;Alejandro Hernández;Match Report;
16;Sun;20.12.15;18:15;Granada;0–2;Celta Vigo;14,537;Estadio Nuevo Los Cármenes;Juan Martínez;Match Report;
16;Sun;20.12.15;20:30;Málaga;1–0;Atlético Madrid;19,086;Estadio La Rosaleda;Antonio Matéu Lahoz;Match Report;
;;;;;;;;;;;
17;Wed;30.12.15;16:00;Real Madrid;3–1;Real Sociedad;69,896;Estadio Santiago Bernabéu;José González;Match Report;
17;Wed;30.12.15;16:00;Levante;0–1;Málaga;12,094;Estadio Ciudad de Valencia;Jesús Gil;Match Report;
17;Wed;30.12.15;18:15;Sevilla;2–0;Espanyol;35,544;Estadio Ramón Sánchez Pizjuán;Ignacio Iglesias;Match Report;
17;Wed;30.12.15;18:15;Rayo Vallecano;0–2;Atlético Madrid;12,315;Estadio del Rayo Vallecano;José Sánchez;Match Report;
17;Wed;30.12.15;18:30;Eibar;2–0;Sporting Gijón;5,471;Estadio Municipal de Ipurúa;Carlos Velasco;Match Report;
17;Wed;30.12.15;20:30;Getafe;0–0;La Coruña;5,667;Coliseum Alfonso Pérez;Alberto Undiano;Match Report;
17;Wed;30.12.15;20:30;Celta Vigo;0–1;Athletic Club;19,092;Estadio de Balaídos;Pedro Pérez;Match Report;
17;Wed;30.12.15;20:30;Barcelona;4–0;Betis;83,630;Camp Nou;Iñaki Bikandi;Match Report;
17;Wed;30.12.15;20:00 (21:00);Las Palmas;4–1;Granada;18,973;Estadio de Gran Canaria;Santiago Jaime;Match Report;
17;Thu;31.12.15;16:00;Villarreal;1–0;Valencia;18,526;Estadio de la Cerámica;Alfonso Álvarez;Match Report;
;;;;;;;;;;;
18;Sat;02.01.16;16:00;Espanyol;0–0;Barcelona;28,975;RCDE Stadium;José González;Match Report;
18;Sat;02.01.16;20:30;Atlético Madrid;1–0;Levante;43,417;Estadio Vicente Calderón;Carlos Clos Gómez;Match Report;
18;Sat;02.01.16;22:05;Málaga;2–0;Celta Vigo;17,635;Estadio La Rosaleda;Iñaki Bikandi;Match Report;
18;Sun;03.01.16;12:00;Rayo Vallecano;2–2;Real Sociedad;10,756;Estadio del Rayo Vallecano;Antonio Matéu Lahoz;Match Report;
18;Sun;03.01.16;16:00;Granada;2–1;Sevilla;13,469;Estadio Nuevo Los Cármenes;Alberto Undiano;Match Report;
18;Sun;03.01.16;16:00;Betis;0–4;Eibar;33,609;Estadio Benito Villamarín;Eduardo Prieto;Match Report;
18;Sun;03.01.16;18:15;Athletic Club;2–2;Las Palmas;41,474;San Mamés;Carlos del Cerro;Match Report;
18;Sun;03.01.16;18:15;La Coruña;1–2;Villarreal;23,815;Estadio Municipal de Riazor;David Fernández;Match Report;
18;Sun;03.01.16;20:30;Valencia;2–2;Real Madrid;47,185;Estadio de Mestalla;José Sánchez;Match Report;
18;Mon;04.01.16;20:30;Sporting Gijón;1–2;Getafe;20,948;Estadio Municipal El Molinón;Javier Estrada;Match Report;
;;;;;;;;;;;
19;Sat;09.01.16;16:00;Barcelona;4–0;Granada;70,720;Camp Nou;Carlos Velasco;Match Report;
19;Sat;09.01.16;18:15;Sevilla;2–0;Athletic Club;35,388;Estadio Ramón Sánchez Pizjuán;Eduardo Prieto;Match Report;
19;Sat;09.01.16;18:15;Getafe;1–0;Betis;6,940;Coliseum Alfonso Pérez;Alfonso Álvarez;Match Report;
19;Sat;09.01.16;20:30;Real Madrid;5–0;La Coruña;71,267;Estadio Santiago Bernabéu;Pedro Pérez;Match Report;
19;Sat;09.01.16;22:05;Levante;2–1;Rayo Vallecano;10,589;Estadio Ciudad de Valencia;Mario Melero;Match Report;
19;Sun;10.01.16;12:00;Villarreal;2–0;Sporting Gijón;16,705;Estadio de la Cerámica;Jesús Gil;Match Report;
19;Sun;10.01.16;16:00;Real Sociedad;2–0;Valencia;24,217;Estadio Municipal de Anoeta;Alejandro Hernández;Match Report;
19;Sun;10.01.16;17:15 (18:15);Las Palmas;1–1;Málaga;21,760;Estadio de Gran Canaria;Ignacio Iglesias;Match Report;
19;Sun;10.01.16;18:15;Eibar;2–1;Espanyol;4,587;Estadio Municipal de Ipurúa;Santiago Jaime;Match Report;
19;Sun;10.01.16;20:30;Celta Vigo;0–2;Atlético Madrid;13,550;Estadio de Balaídos;Ricardo de Burgos;Match Report;
;;;;;;;;;;;
20;Sat;16.01.16;16:00;Sevilla;2–1;Málaga;34,371;Estadio Ramón Sánchez Pizjuán;Javier Estrada;Match Report;
20;Sat;16.01.16;18:15;Celta Vigo;4–3;Levante;16,943;Estadio de Balaídos;Carlos del Cerro;Match Report;
20;Sat;16.01.16;20:30;Villarreal;0–0;Betis;16,405;Estadio de la Cerámica;José González;Match Report;
20;Sat;16.01.16;22:05;Real Sociedad;1–1;La Coruña;16,783;Estadio Municipal de Anoeta;Juan Martínez;Match Report;
20;Sun;17.01.16;12:00;Valencia;2–2;Rayo Vallecano;35,042;Estadio de Mestalla;Eduardo Prieto;Match Report;
20;Sun;17.01.16;16:00;Real Madrid;5–1;Sporting Gijón;70,365;Estadio Santiago Bernabéu;Alberto Undiano;Match Report;
20;Sun;17.01.16;17:15 (18:15);Las Palmas;0–3;Atlético Madrid;28,515;Estadio de Gran Canaria;Iñaki Bikandi;Match Report;
20;Sun;17.01.16;18:15;Getafe;3–1;Espanyol;6,540;Coliseum Alfonso Pérez;Carlos Clos Gómez;Match Report;
20;Sun;17.01.16;20:30;Barcelona;6–0;Athletic Club;68,019;Camp Nou;Antonio Matéu Lahoz;Match Report;
20;Mon;18.01.16;20:30;Eibar;5–1;Granada;4,215;Estadio Municipal de Ipurúa;José Sánchez;Match Report;
;;;;;;;;;;;
21;Fri;22.01.16;20:30;Sporting Gijón;5–1;Real Sociedad;23,320;Estadio Municipal El Molinón;David Fernández;Match Report;
21;Sat;23.01.16;16:00;Málaga;1–2;Barcelona;27,559;Estadio La Rosaleda;Carlos Clos Gómez;Match Report;
21;Sat;23.01.16;18:15;Espanyol;2–2;Villarreal;16,251;RCDE Stadium;Pedro Pérez;Match Report;
21;Sat;23.01.16;20:30;Granada;3–2;Getafe;15,448;Estadio Nuevo Los Cármenes;Ricardo de Burgos;Match Report;
21;Sat;23.01.16;22:05;Rayo Vallecano;3–0;Celta Vigo;10,780;Estadio del Rayo Vallecano;Santiago Jaime;Match Report;
21;Sun;24.01.16;12:00;Athletic Club;5–2;Eibar;43,557;San Mamés;Jesús Gil;Match Report;
21;Sun;24.01.16;16:00;Atlético Madrid;0–0;Sevilla;52,793;Estadio Vicente Calderón;Ignacio Iglesias;Match Report;
21;Sun;24.01.16;18:15;La Coruña;1–1;Valencia;23,782;Estadio Municipal de Riazor;Mario Melero;Match Report;
21;Sun;24.01.16;20:30;Betis;1–1;Real Madrid;48,111;Estadio Benito Villamarín;Juan Martínez;Match Report;
21;Mon;25.01.16;20:30;Levante;3–2;Las Palmas;13,155;Estadio Ciudad de Valencia;Carlos Velasco;Match Report;
