Wk;Day;Date;Time;Home;Score;Away;Attendance;Venue;Referee;Match Report;Notes
25;Fri;13.03.15;20:30;Leverkusen;4–0;Stuttgart;29,384;BayArena;Tobias Stieler;Match Report;
25;Sat;14.03.15;15:30;Augsburg;0–2;Mainz 05;28,359;WWK Arena;Knut Kircher;Match Report;
25;Sat;14.03.15;15:30;Hoffenheim;3–0;Hamburger SV;30,150;PreZero Arena;Günter Perl;Match Report;
25;Sat;14.03.15;15:30;Hertha BSC;2–2;Schalke 04;59,156;Olympiastadion Berlin;Michael Weiner;Match Report;
25;Sat;14.03.15;15:30;Werder Bremen;0–4;Bayern Munich;42,100;Weserstadion;Thorsten Kinhöfer;Match Report;
25;Sat;14.03.15;15:30;Eint Frankfurt;4–0;Paderborn 07;46,000;Commerzbank-Arena;Guido Winkmann;Match Report;
25;Sat;14.03.15;18:30;Dortmund;0–0;Köln;80,667;Signal Iduna Park;Markus Schmidt;Match Report;
25;Sun;15.03.15;15:30;Wolfsburg;3–0;Freiburg;26,538;Volkswagen Arena;Sascha Stegemann;Match Report;
25;Sun;15.03.15;17:30;M'Gladbach;2–0;Hannover 96;49,134;Stadion im Borussia-Park;Jochen Drees;Match Report;
;;;;;;;;;;;
26;Fri;20.03.15;20:30;Hamburger SV;0–1;Hertha BSC;53,640;Volksparkstadion;Christian Dingert;Match Report;
26;Sat;21.03.15;15:30;Freiburg;2–0;Augsburg;23,700;Schwarzwald-Stadion;Felix Zwayer;Match Report;
26;Sat;21.03.15;15:30;Köln;1–1;Werder Bremen;50,000;RheinEnergieSTADION;Robert Hartmann;Match Report;
26;Sat;21.03.15;15:30;Paderborn 07;0–0;Hoffenheim;14,401;Benteler-Arena;Markus Schmidt;Match Report;
26;Sat;21.03.15;15:30;Hannover 96;2–3;Dortmund;49,000;HDI-Arena;Felix Brych;Match Report;
26;Sat;21.03.15;15:30;Stuttgart;3–1;Eint Frankfurt;48,500;Mercedes-Benz Arena;Jochen Drees;Match Report;
26;Sat;21.03.15;18:30;Schalke 04;0–1;Leverkusen;61,973;Veltins-Arena;Peter Gagelmann;Match Report;
26;Sun;22.03.15;15:30;Mainz 05;1–1;Wolfsburg;32,236;Opel Arena;Wolfgang Stark;Match Report;
26;Sun;22.03.15;17:30;Bayern Munich;0–2;M'Gladbach;75,000;Allianz Arena;Frank Willenborg;Match Report;
;;;;;;;;;;;
27;Sat;04.04.15;15:30;Werder Bremen;0–0;Mainz 05;41,000;Weserstadion;Michael Weiner;Match Report;
27;Sat;04.04.15;15:30;Freiburg;1–0;Köln;23,800;Schwarzwald-Stadion;Bastian Dankert;Match Report;
27;Sat;04.04.15;15:30;Hoffenheim;1–4;M'Gladbach;30,150;PreZero Arena;Thorsten Kinhöfer;Match Report;
27;Sat;04.04.15;15:30;Eint Frankfurt;2–2;Hannover 96;49,600;Commerzbank-Arena;Deniz Aytekin;Match Report;
27;Sat;04.04.15;15:30;Wolfsburg;3–1;Stuttgart;30,000;Volkswagen Arena;Tobias Welz;Match Report;
27;Sat;04.04.15;15:30;Leverkusen;4–0;Hamburger SV;30,210;BayArena;Manuel Gräfe;Match Report;
27;Sat;04.04.15;18:30;Dortmund;0–1;Bayern Munich;80,667;Signal Iduna Park;Knut Kircher;Match Report;
27;Sun;05.04.15;15:30;Augsburg;0–0;Schalke 04;30,660;WWK Arena;Florian Meyer;Match Report;
27;Sun;05.04.15;17:30;Hertha BSC;2–0;Paderborn 07;44,031;Olympiastadion Berlin;Peter Sippel;Match Report;
;;;;;;;;;;;
28;Fri;10.04.15;20:30;Hannover 96;1–1;Hertha BSC;46,000;HDI-Arena;Marco Fritz;Match Report;
28;Sat;11.04.15;15:30;Bayern Munich;3–0;Eint Frankfurt;75,000;Allianz Arena;Markus Schmidt;Match Report;
28;Sat;11.04.15;15:30;M'Gladbach;3–1;Dortmund;54,010;Stadion im Borussia-Park;Manuel Gräfe;Match Report;
28;Sat;11.04.15;15:30;Paderborn 07;2–1;Augsburg;14,446;Benteler-Arena;Tobias Stieler;Match Report;
28;Sat;11.04.15;15:30;Schalke 04;0–0;Freiburg;61,471;Veltins-Arena;Jochen Drees;Match Report;
28;Sat;11.04.15;15:30;Mainz 05;2–3;Leverkusen;31,578;Opel Arena;Guido Winkmann;Match Report;
28;Sat;11.04.15;18:30;Hamburger SV;0–2;Wolfsburg;57,000;Volksparkstadion;Felix Zwayer;Match Report;
28;Sun;12.04.15;15:30;Köln;3–2;Hoffenheim;45,000;RheinEnergieSTADION;Peter Sippel;Match Report;
28;Sun;12.04.15;17:30;Stuttgart;3–2;Werder Bremen;51,330;Mercedes-Benz Arena;Günter Perl;Match Report;
;;;;;;;;;;;
29;Fri;17.04.15;20:30;Eint Frankfurt;0–0;M'Gladbach;51,500;Commerzbank-Arena;Marco Fritz;Match Report;
29;Sat;18.04.15;15:30;Leverkusen;4–0;Hannover 96;29,482;BayArena;Daniel Siebert;Match Report;
29;Sat;18.04.15;15:30;Hertha BSC;0–0;Köln;51,203;Olympiastadion Berlin;Knut Kircher;Match Report;
29;Sat;18.04.15;15:30;Dortmund;3–0;Paderborn 07;80,667;Signal Iduna Park;Felix Brych;Match Report;
29;Sat;18.04.15;15:30;Freiburg;2–3;Mainz 05;24,000;Schwarzwald-Stadion;Sascha Stegemann;Match Report;
29;Sat;18.04.15;15:30;Hoffenheim;0–2;Bayern Munich;30,150;PreZero Arena;Tobias Stieler;Match Report;
29;Sat;18.04.15;18:30;Augsburg;2–1;Stuttgart;30,660;WWK Arena;Thorsten Kinhöfer;Match Report;
29;Sun;19.04.15;15:30;Werder Bremen;1–0;Hamburger SV;42,100;Weserstadion;Wolfgang Stark;Match Report;
29;Sun;19.04.15;17:30;Wolfsburg;1–1;Schalke 04;30,000;Volkswagen Arena;Christian Dingert;Match Report;
;;;;;;;;;;;
30;Fri;24.04.15;20:30;Mainz 05;2–0;Schalke 04;34,000;Opel Arena;Robert Hartmann;Match Report;
30;Sat;25.04.15;15:30;Hannover 96;1–2;Hoffenheim;46,200;HDI-Arena;Günter Perl;Match Report;
30;Sat;25.04.15;15:30;Köln;1–1;Leverkusen;45,600;RheinEnergieSTADION;Deniz Aytekin;Match Report;
30;Sat;25.04.15;15:30;Dortmund;2–0;Eint Frankfurt;80,667;Signal Iduna Park;Michael Weiner;Match Report;
30;Sat;25.04.15;15:30;Stuttgart;2–2;Freiburg;58,000;Mercedes-Benz Arena;Wolfgang Stark;Match Report;
30;Sat;25.04.15;15:30;Hamburger SV;3–2;Augsburg;51,321;Volksparkstadion;Tobias Welz;Match Report;
30;Sat;25.04.15;18:30;Bayern Munich;1–0;Hertha BSC;75,000;Allianz Arena;Guido Winkmann;Match Report;
30;Sun;26.04.15;15:30;Paderborn 07;2–2;Werder Bremen;15,000;Benteler-Arena;Florian Meyer;Match Report;
30;Sun;26.04.15;17:30;M'Gladbach;1–0;Wolfsburg;52,147;Stadion im Borussia-Park;Bastian Dankert;Match Report;
;;;;;;;;;;;
31;Sat;02.05.15;15:30;Werder Bremen;1–0;Eint Frankfurt;42,100;Weserstadion;Robert Hartmann;Match Report;
31;Sat;02.05.15;15:30;Wolfsburg;2–2;Hannover 96;29,514;Volkswagen Arena;Felix Brych;Match Report;
31;Sat;02.05.15;15:30;Schalke 04;3–2;Stuttgart;61,973;Veltins-Arena;Felix Zwayer;Match Report;
31;Sat;02.05.15;15:30;Hoffenheim;1–1;Dortmund;30,150;PreZero Arena;Jochen Drees;Match Report;
31;Sat;02.05.15;15:30;Freiburg;1–2;Paderborn 07;24,000;Schwarzwald-Stadion;Manuel Gräfe;Match Report;
31;Sat;02.05.15;15:30;Augsburg;0–0;Köln;29,185;WWK Arena;Marco Fritz;Match Report;
31;Sat;02.05.15;18:30;Leverkusen;2–0;Bayern Munich;30,210;BayArena;Christian Dingert;Match Report;
31;Sun;03.05.15;15:30;Mainz 05;1–2;Hamburger SV;34,000;Opel Arena;Peter Sippel;Match Report;
31;Sun;03.05.15;17:30;Hertha BSC;1–2;M'Gladbach;56,881;Olympiastadion Berlin;Thorsten Kinhöfer;Match Report;
;;;;;;;;;;;
32;Fri;08.05.15;20:30;Hamburger SV;1–1;Freiburg;57,000;Volksparkstadion;Knut Kircher;Match Report;
32;Sat;09.05.15;15:30;Bayern Munich;0–1;Augsburg;75,000;Allianz Arena;Sascha Stegemann;Match Report;
32;Sat;09.05.15;15:30;Eint Frankfurt;3–1;Hoffenheim;50,600;Commerzbank-Arena;Daniel Siebert;Match Report;
32;Sat;09.05.15;15:30;M'Gladbach;3–0;Leverkusen;53,761;Stadion im Borussia-Park;Peter Gagelmann;Match Report;
32;Sat;09.05.15;15:30;Hannover 96;1–1;Werder Bremen;49,000;HDI-Arena;Deniz Aytekin;Match Report;
32;Sat;09.05.15;15:30;Dortmund;2–0;Hertha BSC;80,667;Signal Iduna Park;Tobias Stieler;Match Report;
32;Sat;09.05.15;18:30;Stuttgart;2–0;Mainz 05;54,300;Mercedes-Benz Arena;Michael Weiner;Match Report;
32;Sun;10.05.15;15:30;Paderborn 07;1–3;Wolfsburg;14,659;Benteler-Arena;Markus Schmidt;Match Report;
32;Sun;10.05.15;17:30;Köln;2–0;Schalke 04;46,500;RheinEnergieSTADION;Wolfgang Stark;Match Report;
;;;;;;;;;;;
33;Sat;16.05.15;15:30;Mainz 05;2–0;Köln;33,702;Opel Arena;Günter Perl;Match Report;
33;Sat;16.05.15;15:30;Leverkusen;2–0;Hoffenheim;29,072;BayArena;Robert Hartmann;Match Report;
33;Sat;16.05.15;15:30;Hertha BSC;0–0;Eint Frankfurt;60,168;Olympiastadion Berlin;Florian Meyer;Match Report;
33;Sat;16.05.15;15:30;Wolfsburg;2–1;Dortmund;30,000;Volkswagen Arena;Marco Fritz;Match Report;
33;Sat;16.05.15;15:30;Augsburg;1–2;Hannover 96;29,899;WWK Arena;Felix Zwayer;Match Report;
33;Sat;16.05.15;15:30;Stuttgart;2–1;Hamburger SV;60,000;Mercedes-Benz Arena;Manuel Gräfe;Match Report;
33;Sat;16.05.15;15:30;Schalke 04;1–0;Paderborn 07;61,973;Veltins-Arena;Bastian Dankert;Match Report;
33;Sat;16.05.15;15:30;Freiburg;2–1;Bayern Munich;24,000;Schwarzwald-Stadion;Tobias Welz;Match Report;
33;Sat;16.05.15;15:30;Werder Bremen;0–2;M'Gladbach;42,100;Weserstadion;Christian Dingert;Match Report;
;;;;;;;;;;;
34;Sat;23.05.15;15:30;Dortmund;3–2;Werder Bremen;80,667;Signal Iduna Park;Manuel Gräfe;Match Report;
34;Sat;23.05.15;15:30;Bayern Munich;2–0;Mainz 05;75,000;Allianz Arena;Thorsten Kinhöfer;Match Report;
34;Sat;23.05.15;15:30;M'Gladbach;1–3;Augsburg;54,010;Stadion im Borussia-Park;Michael Weiner;Match Report;
34;Sat;23.05.15;15:30;Eint Frankfurt;2–1;Leverkusen;51,500;Commerzbank-Arena;Guido Winkmann;Match Report;
34;Sat;23.05.15;15:30;Hamburger SV;2–0;Schalke 04;57,000;Volksparkstadion;Tobias Welz;Match Report;
34;Sat;23.05.15;15:30;Köln;2–2;Wolfsburg;49,200;RheinEnergieSTADION;Peter Gagelmann;Match Report;
34;Sat;23.05.15;15:30;Paderborn 07;1–2;Stuttgart;15,000;Benteler-Arena;Deniz Aytekin;Match Report;
34;Sat;23.05.15;15:30;Hoffenheim;2–1;Hertha BSC;30,150;PreZero Arena;Knut Kircher;Match Report;
34;Sat;23.05.15;15:30;Hannover 96;2–1;Freiburg;49,000;HDI-Arena;Wolfgang Stark;Match Report;
