Wk;Day;Date;Time;Home;Score;Away;Attendance;Venue;Referee;Match Report;Notes
6;Sat;27.09.14;15:30;Schalke 04;2–1;Dortmund;61,973;Veltins-Arena;Peter Gagelmann;Match Report;
6;Sat;27.09.14;18:30;Wolfsburg;2–1;Werder Bremen;29,117;Volkswagen Arena;Peter Sippel;Match Report;
6;Sun;28.09.14;15:30;Augsburg;1–0;Hertha BSC;28,532;WWK Arena;Bastian Dankert;Match Report;
6;Sun;28.09.14;17:30;Hamburger SV;1–2;Eint Frankfurt;47,643;Volksparkstadion;Florian Meyer;Match Report;
;;;;;;;;;;;
7;Fri;03.10.14;20:30;Hertha BSC;3–2;Stuttgart;46,312;Olympiastadion Berlin;Deniz Aytekin;Match Report;
7;Sat;04.10.14;15:30;Leverkusen;2–2;Paderborn 07;30,210;BayArena;Günter Perl;Match Report;
7;Sat;04.10.14;15:30;Werder Bremen;1–1;Freiburg;40,029;Weserstadion;Knut Kircher;Match Report;
7;Sat;04.10.14;15:30;Dortmund;0–1;Hamburger SV;80,667;Signal Iduna Park;Felix Zwayer;Match Report;
7;Sat;04.10.14;15:30;Hoffenheim;2–1;Schalke 04;30,000;PreZero Arena;Florian Meyer;Match Report;
7;Sat;04.10.14;15:30;Bayern Munich;4–0;Hannover 96;71,000;Allianz Arena;Daniel Siebert;Match Report;
7;Sat;04.10.14;18:30;Eint Frankfurt;3–2;Köln;51,500;Commerzbank-Arena;Wolfgang Stark;Match Report;
7;Sun;05.10.14;15:30;Wolfsburg;1–0;Augsburg;25,734;Volkswagen Arena;Markus Schmidt;Match Report;
7;Sun;05.10.14;17:30;M'Gladbach;1–1;Mainz 05;50,383;Stadion im Borussia-Park;Manuel Gräfe;Match Report;
;;;;;;;;;;;
8;Sat;18.10.14;15:30;Köln;2–1;Dortmund;50,000;RheinEnergieSTADION;Marco Fritz;Match Report;
8;Sat;18.10.14;15:30;Freiburg;1–2;Wolfsburg;23,500;Schwarzwald-Stadion;Christian Dingert;Match Report;
8;Sat;18.10.14;15:30;Hannover 96;0–3;M'Gladbach;49,000;HDI-Arena;Thorsten Kinhöfer;Match Report;
8;Sat;18.10.14;15:30;Stuttgart;3–3;Leverkusen;40,900;Mercedes-Benz Arena;Felix Zwayer;Match Report;
8;Sat;18.10.14;15:30;Bayern Munich;6–0;Werder Bremen;71,000;Allianz Arena;Bastian Dankert;Match Report;
8;Sat;18.10.14;15:30;Mainz 05;2–1;Augsburg;27,687;Opel Arena;Tobias Stieler;Match Report;
8;Sat;18.10.14;18:30;Schalke 04;2–0;Hertha BSC;61,973;Veltins-Arena;Knut Kircher;Match Report;
8;Sun;19.10.14;15:30;Hamburger SV;1–1;Hoffenheim;49,003;Volksparkstadion;Peter Sippel;Match Report;
8;Sun;19.10.14;17:30;Paderborn 07;3–1;Eint Frankfurt;15,000;Benteler-Arena;Deniz Aytekin;Match Report;
;;;;;;;;;;;
9;Fri;24.10.14;20:30;Werder Bremen;0–1;Köln;42,100;Weserstadion;Felix Brych;Match Report;
9;Sat;25.10.14;15:30;Dortmund;0–1;Hannover 96;80,667;Signal Iduna Park;Tobias Stieler;Match Report;
9;Sat;25.10.14;15:30;Hoffenheim;1–0;Paderborn 07;25,712;PreZero Arena;Robert Hartmann;Match Report;
9;Sat;25.10.14;15:30;Eint Frankfurt;4–5;Stuttgart;49,700;Commerzbank-Arena;Christian Dingert;Match Report;
9;Sat;25.10.14;15:30;Hertha BSC;3–0;Hamburger SV;58,768;Olympiastadion Berlin;Thorsten Kinhöfer;Match Report;
9;Sat;25.10.14;15:30;Augsburg;2–0;Freiburg;28,324;WWK Arena;Marco Fritz;Match Report;
9;Sat;25.10.14;18:30;Leverkusen;1–0;Schalke 04;30,210;BayArena;Manuel Gräfe;Match Report;
9;Sun;26.10.14;15:30;Wolfsburg;3–0;Mainz 05;26,238;Volkswagen Arena;Guido Winkmann;Match Report;
9;Sun;26.10.14;17:30;M'Gladbach;0–0;Bayern Munich;54,010;Stadion im Borussia-Park;Felix Zwayer;Match Report;
;;;;;;;;;;;
10;Fri;31.10.14;20:30;Schalke 04;1–0;Augsburg;60,954;Veltins-Arena;Christian Dingert;Match Report;
10;Sat;01.11.14;15:30;Hannover 96;1–0;Eint Frankfurt;42,200;HDI-Arena;Sascha Stegemann;Match Report;
10;Sat;01.11.14;15:30;Mainz 05;1–2;Werder Bremen;31,017;Opel Arena;Wolfgang Stark;Match Report;
10;Sat;01.11.14;15:30;Hamburger SV;1–0;Leverkusen;52,990;Volksparkstadion;Florian Meyer;Match Report;
10;Sat;01.11.14;15:30;Stuttgart;0–4;Wolfsburg;50,050;Mercedes-Benz Arena;Bastian Dankert;Match Report;
10;Sat;01.11.14;18:30;Bayern Munich;2–1;Dortmund;71,000;Allianz Arena;Manuel Gräfe;Match Report;
10;Sun;02.11.14;15:30;M'Gladbach;3–1;Hoffenheim;52,409;Stadion im Borussia-Park;Deniz Aytekin;Match Report;
10;Sun;02.11.14;17:30;Köln;0–1;Freiburg;46,500;RheinEnergieSTADION;Peter Gagelmann;Match Report;
10;Sun;02.11.14;17:30;Paderborn 07;3–1;Hertha BSC;14,630;Benteler-Arena;Jochen Drees;Match Report;
;;;;;;;;;;;
11;Fri;07.11.14;20:30;Hertha BSC;0–2;Hannover 96;39,710;Olympiastadion Berlin;Peter Sippel;Match Report;
11;Sat;08.11.14;15:30;Freiburg;2–0;Schalke 04;24,000;Schwarzwald-Stadion;Felix Zwayer;Match Report;
11;Sat;08.11.14;15:30;Augsburg;3–0;Paderborn 07;27,755;WWK Arena;Daniel Siebert;Match Report;
11;Sat;08.11.14;15:30;Hoffenheim;3–4;Köln;30,150;PreZero Arena;Günter Perl;Match Report;
11;Sat;08.11.14;15:30;Leverkusen;0–0;Mainz 05;29,714;BayArena;Markus Schmidt;Match Report;
11;Sat;08.11.14;15:30;Eint Frankfurt;0–4;Bayern Munich;51,500;Commerzbank-Arena;Florian Meyer;Match Report;
11;Sat;08.11.14;18:30;Werder Bremen;2–0;Stuttgart;40,284;Weserstadion;Guido Winkmann;Match Report;
11;Sun;09.11.14;15:30;Wolfsburg;2–0;Hamburger SV;30,000;Volkswagen Arena;Knut Kircher;Match Report;
11;Sun;09.11.14;17:30;Dortmund;1–0;M'Gladbach;80,667;Signal Iduna Park;Felix Brych;Match Report;
;;;;;;;;;;;
12;Sat;22.11.14;15:30;Mainz 05;2–2;Freiburg;28,157;Opel Arena;Daniel Siebert;Match Report;
12;Sat;22.11.14;15:30;Paderborn 07;2–2;Dortmund;15,000;Benteler-Arena;Wolfgang Stark;Match Report;
12;Sat;22.11.14;15:30;Bayern Munich;4–0;Hoffenheim;71,000;Allianz Arena;Peter Gagelmann;Match Report;
12;Sat;22.11.14;15:30;Hannover 96;1–3;Leverkusen;40,800;HDI-Arena;Marco Fritz;Match Report;
12;Sat;22.11.14;15:30;M'Gladbach;1–3;Eint Frankfurt;54,010;Stadion im Borussia-Park;Bastian Dankert;Match Report;
12;Sat;22.11.14;15:30;Schalke 04;3–2;Wolfsburg;60,989;Veltins-Arena;Robert Hartmann;Match Report;
12;Sat;22.11.14;18:30;Köln;1–2;Hertha BSC;49,200;RheinEnergieSTADION;Tobias Stieler;Match Report;
12;Sun;23.11.14;15:30;Hamburger SV;2–0;Werder Bremen;57,000;Volksparkstadion;Felix Zwayer;Match Report;
12;Sun;23.11.14;17:30;Stuttgart;0–1;Augsburg;48,200;Mercedes-Benz Arena;Thorsten Kinhöfer;Match Report;
;;;;;;;;;;;
13;Fri;28.11.14;20:30;Freiburg;1–4;Stuttgart;24,000;Schwarzwald-Stadion;Manuel Gräfe;Match Report;
13;Sat;29.11.14;15:30;Hertha BSC;0–1;Bayern Munich;76,195;Olympiastadion Berlin;Christian Dingert;Match Report;
13;Sat;29.11.14;15:30;Schalke 04;4–1;Mainz 05;60,904;Veltins-Arena;Günter Perl;Match Report;
13;Sat;29.11.14;15:30;Werder Bremen;4–0;Paderborn 07;41,800;Weserstadion;Knut Kircher;Match Report;
13;Sat;29.11.14;15:30;Augsburg;3–1;Hamburger SV;30,321;WWK Arena;Jochen Drees;Match Report;
13;Sat;29.11.14;15:30;Leverkusen;5–1;Köln;30,210;BayArena;Thorsten Kinhöfer;Match Report;
13;Sat;29.11.14;18:30;Hoffenheim;4–3;Hannover 96;22,716;PreZero Arena;Felix Brych;Match Report;
13;Sun;30.11.14;15:30;Wolfsburg;1–0;M'Gladbach;30,000;Volkswagen Arena;Wolfgang Stark;Match Report;
13;Sun;30.11.14;17:30;Eint Frankfurt;2–0;Dortmund;51,500;Commerzbank-Arena;Peter Gagelmann;Match Report;
;;;;;;;;;;;
14;Fri;05.12.14;20:30;Dortmund;1–0;Hoffenheim;80,000;Signal Iduna Park;Felix Zwayer;Match Report;
14;Sat;06.12.14;15:30;Köln;1–2;Augsburg;48,500;RheinEnergieSTADION;Tobias Welz;Match Report;
14;Sat;06.12.14;15:30;Hannover 96;1–3;Wolfsburg;41,400;HDI-Arena;Markus Schmidt;Match Report;
14;Sat;06.12.14;15:30;Stuttgart;0–4;Schalke 04;44,700;Mercedes-Benz Arena;Florian Meyer;Match Report;
14;Sat;06.12.14;15:30;Paderborn 07;1–1;Freiburg;14,738;Benteler-Arena;Peter Sippel;Match Report;
14;Sat;06.12.14;15:30;M'Gladbach;3–2;Hertha BSC;50,190;Stadion im Borussia-Park;Marco Fritz;Match Report;
14;Sat;06.12.14;18:30;Bayern Munich;1–0;Leverkusen;71,000;Allianz Arena;Knut Kircher;Match Report;
14;Sun;07.12.14;15:30;Hamburger SV;2–1;Mainz 05;45,968;Volksparkstadion;Sascha Stegemann;Match Report;
14;Sun;07.12.14;17:30;Eint Frankfurt;5–2;Werder Bremen;46,800;Commerzbank-Arena;Christian Dingert;Match Report;
;;;;;;;;;;;
15;Fri;12.12.14;20:30;Hoffenheim;3–2;Eint Frankfurt;28,331;PreZero Arena;Jochen Drees;Match Report;
15;Sat;13.12.14;15:30;Freiburg;0–0;Hamburger SV;24,000;Schwarzwald-Stadion;Wolfgang Stark;Match Report;
15;Sat;13.12.14;15:30;Hertha BSC;1–0;Dortmund;75,254;Olympiastadion Berlin;Günter Perl;Match Report;
15;Sat;13.12.14;15:30;Werder Bremen;3–3;Hannover 96;40,932;Weserstadion;Tobias Welz;Match Report;
15;Sat;13.12.14;15:30;Schalke 04;1–2;Köln;61,516;Veltins-Arena;Felix Brych;Match Report;
15;Sat;13.12.14;15:30;Augsburg;0–4;Bayern Munich;30,660;WWK Arena;Tobias Stieler;Match Report;
15;Sat;13.12.14;18:30;Mainz 05;1–1;Stuttgart;29,279;Opel Arena;Bastian Dankert;Match Report;
15;Sun;14.12.14;15:30;Leverkusen;1–1;M'Gladbach;30,210;BayArena;Peter Gagelmann;Match Report;
15;Sun;14.12.14;17:30;Wolfsburg;1–1;Paderborn 07;26,044;Volkswagen Arena;Manuel Gräfe;Match Report;
;;;;;;;;;;;
16;Tue;16.12.14;20:00;Bayern Munich;2–0;Freiburg;71,000;Allianz Arena;Jochen Drees;Match Report;
16;Tue;16.12.14;20:00;Hamburger SV;0–1;Stuttgart;48,223;Volksparkstadion;Felix Brych;Match Report;
16;Tue;16.12.14;20:00;Köln;0–0;Mainz 05;42,900;RheinEnergieSTADION;Florian Meyer;Match Report;
16;Tue;16.12.14;20:00;Hannover 96;2–0;Augsburg;30,800;HDI-Arena;Christian Dingert;Match Report;
16;Wed;17.12.14;20:00;Hoffenheim;0–1;Leverkusen;24,731;PreZero Arena;Daniel Siebert;Match Report;
16;Wed;17.12.14;20:00;Dortmund;2–2;Wolfsburg;80,467;Signal Iduna Park;Tobias Welz;Match Report;
16;Wed;17.12.14;20:00;Paderborn 07;1–2;Schalke 04;15,000;Benteler-Arena;Marco Fritz;Match Report;
16;Wed;17.12.14;20:00;Eint Frankfurt;4–4;Hertha BSC;40,200;Commerzbank-Arena;Guido Winkmann;Match Report;
16;Wed;17.12.14;20:00;M'Gladbach;4–1;Werder Bremen;44,513;Stadion im Borussia-Park;Robert Hartmann;Match Report;
;;;;;;;;;;;
17;Fri;19.12.14;20:30;Mainz 05;1–2;Bayern Munich;34,000;Opel Arena;Felix Zwayer;Match Report;
17;Sat;20.12.14;15:30;Augsburg;2–1;M'Gladbach;30,660;WWK Arena;Bastian Dankert;Match Report;
17;Sat;20.12.14;15:30;Schalke 04;0–0;Hamburger SV;61,973;Veltins-Arena;Markus Schmidt;Match Report;
17;Sat;20.12.14;15:30;Leverkusen;1–1;Eint Frankfurt;30,210;BayArena;Wolfgang Stark;Match Report;
17;Sat;20.12.14;15:30;Stuttgart;0–0;Paderborn 07;55,000;Mercedes-Benz Arena;Tobias Stieler;Match Report;
17;Sat;20.12.14;15:30;Werder Bremen;2–1;Dortmund;42,100;Weserstadion;Manuel Gräfe;Match Report;
17;Sat;20.12.14;18:30;Wolfsburg;2–1;Köln;26,824;Volkswagen Arena;Peter Gagelmann;Match Report;
17;Sun;21.12.14;15:30;Hertha BSC;0–5;Hoffenheim;39,604;Olympiastadion Berlin;Peter Sippel;Match Report;
17;Sun;21.12.14;17:30;Freiburg;2–2;Hannover 96;23,550;Schwarzwald-Stadion;Günter Perl;Match Report;
;;;;;;;;;;;
18;Fri;30.01.15;20:30;Wolfsburg;4–1;Bayern Munich;30,000;Volkswagen Arena;Tobias Welz;Match Report;
18;Sat;31.01.15;15:30;Freiburg;4–1;Eint Frankfurt;24,000;Schwarzwald-Stadion;Felix Zwayer;Match Report;
18;Sat;31.01.15;15:30;Stuttgart;0–1;M'Gladbach;46,200;Mercedes-Benz Arena;Christian Dingert;Match Report;
18;Sat;31.01.15;15:30;Hamburger SV;0–2;Köln;56,053;Volksparkstadion;Wolfgang Stark;Match Report;
18;Sat;31.01.15;15:30;Mainz 05;5–0;Paderborn 07;27,114;Opel Arena;Robert Hartmann;Match Report;
18;Sat;31.01.15;15:30;Schalke 04;1–0;Hannover 96;61,646;Veltins-Arena;Sascha Stegemann;Match Report;
18;Sat;31.01.15;18:30;Leverkusen;0–0;Dortmund;30,210;BayArena;Knut Kircher;Match Report;
18;Sun;01.02.15;15:30;Werder Bremen;2–0;Hertha BSC;40,187;Weserstadion;Felix Brych;Match Report;
18;Sun;01.02.15;17:30;Augsburg;3–1;Hoffenheim;27,090;WWK Arena;Florian Meyer;Match Report;
;;;;;;;;;;;
19;Tue;03.02.15;20:00;M'Gladbach;1–0;Freiburg;37,091;Stadion im Borussia-Park;Markus Schmidt;Match Report;
19;Tue;03.02.15;20:00;Eint Frankfurt;1–1;Wolfsburg;34,400;Commerzbank-Arena;Günter Perl;Match Report;
19;Tue;03.02.15;20:00;Hannover 96;1–1;Mainz 05;30,500;HDI-Arena;Thorsten Kinhöfer;Match Report;
19;Tue;03.02.15;20:00;Bayern Munich;1–1;Schalke 04;75,000;Allianz Arena;Bastian Dankert;Match Report;
19;Wed;04.02.15;20:00;Dortmund;0–1;Augsburg;80,667;Signal Iduna Park;Marco Fritz;Match Report;
19;Wed;04.02.15;20:00;Köln;0–0;Stuttgart;48,400;RheinEnergieSTADION;Tobias Stieler;Match Report;
19;Wed;04.02.15;20:00;Hoffenheim;1–2;Werder Bremen;23,631;PreZero Arena;Guido Winkmann;Match Report;
19;Wed;04.02.15;20:00;Paderborn 07;0–3;Hamburger SV;15,000;Benteler-Arena;Peter Gagelmann;Match Report;
19;Wed;04.02.15;20:00;Hertha BSC;0–1;Leverkusen;34,636;Olympiastadion Berlin;Jochen Drees;Match Report;
;;;;;;;;;;;
20;Fri;06.02.15;20:30;Schalke 04;1–0;M'Gladbach;61,973;Veltins-Arena;Wolfgang Stark;Match Report;
20;Sat;07.02.15;15:30;Wolfsburg;3–0;Hoffenheim;26,356;Volkswagen Arena;Jochen Drees;Match Report;
20;Sat;07.02.15;15:30;Mainz 05;0–2;Hertha BSC;26,756;Opel Arena;Deniz Aytekin;Match Report;
20;Sat;07.02.15;15:30;Köln;0–0;Paderborn 07;49,500;RheinEnergieSTADION;Christian Dingert;Match Report;
20;Sat;07.02.15;15:30;Freiburg;0–3;Dortmund;24,000;Schwarzwald-Stadion;Felix Brych;Match Report;
20;Sat;07.02.15;15:30;Stuttgart;0–2;Bayern Munich;60,000;Mercedes-Benz Arena;Florian Meyer;Match Report;
20;Sat;07.02.15;18:30;Hamburger SV;2–1;Hannover 96;51,779;Volksparkstadion;Manuel Gräfe;Match Report;
20;Sun;08.02.15;15:30;Werder Bremen;2–1;Leverkusen;39,653;Weserstadion;Peter Sippel;Match Report;
20;Sun;08.02.15;17:30;Augsburg;2–2;Eint Frankfurt;27,122;WWK Arena;Knut Kircher;Match Report;
;;;;;;;;;;;
21;Fri;13.02.15;20:30;Dortmund;4–2;Mainz 05;80,200;Signal Iduna Park;Tobias Stieler;Match Report;
21;Sat;14.02.15;15:30;Werder Bremen;3–2;Augsburg;39,746;Weserstadion;Christian Dingert;Match Report;
21;Sat;14.02.15;15:30;Hoffenheim;2–1;Stuttgart;29,309;PreZero Arena;Tobias Welz;Match Report;
21;Sat;14.02.15;15:30;Leverkusen;4–5;Wolfsburg;29,227;BayArena;Bastian Dankert;Match Report;
21;Sat;14.02.15;15:30;M'Gladbach;1–0;Köln;54,010;Stadion im Borussia-Park;Deniz Aytekin;Match Report;
21;Sat;14.02.15;15:30;Bayern Munich;8–0;Hamburger SV;75,000;Allianz Arena;Michael Weiner;Match Report;
21;Sat;14.02.15;18:30;Eint Frankfurt;1–0;Schalke 04;50,400;Commerzbank-Arena;Marco Fritz;Match Report;
21;Sun;15.02.15;15:30;Hertha BSC;0–2;Freiburg;38,000;Olympiastadion Berlin;Thorsten Kinhöfer;Match Report;
21;Sun;15.02.15;17:30;Hannover 96;1–2;Paderborn 07;38,300;HDI-Arena;Jochen Drees;Match Report;
;;;;;;;;;;;
22;Fri;20.02.15;20:30;Stuttgart;2–3;Dortmund;60,000;Mercedes-Benz Arena;Deniz Aytekin;Match Report;
22;Sat;21.02.15;15:30;Mainz 05;3–1;Eint Frankfurt;33,237;Opel Arena;Felix Brych;Match Report;
22;Sat;21.02.15;15:30;Freiburg;1–1;Hoffenheim;23,800;Schwarzwald-Stadion;Peter Gagelmann;Match Report;
22;Sat;21.02.15;15:30;Schalke 04;1–1;Werder Bremen;61,973;Veltins-Arena;Manuel Gräfe;Match Report;
22;Sat;21.02.15;15:30;Paderborn 07;0–6;Bayern Munich;15,000;Benteler-Arena;Bastian Dankert;Match Report;
22;Sat;21.02.15;15:30;Augsburg;2–2;Leverkusen;28,154;WWK Arena;Tobias Welz;Match Report;
22;Sat;21.02.15;18:30;Köln;1–1;Hannover 96;47,300;RheinEnergieSTADION;Günter Perl;Match Report;
22;Sun;22.02.15;15:30;Hamburger SV;1–1;M'Gladbach;52,105;Volksparkstadion;Felix Zwayer;Match Report;
22;Sun;22.02.15;17:30;Wolfsburg;2–1;Hertha BSC;27,683;Volkswagen Arena;Guido Winkmann;Match Report;
;;;;;;;;;;;
23;Fri;27.02.15;20:30;Bayern Munich;4–1;Köln;75,000;Allianz Arena;Daniel Siebert;Match Report;
23;Sat;28.02.15;15:30;Hertha BSC;1–0;Augsburg;36,015;Olympiastadion Berlin;Tobias Stieler;Match Report;
23;Sat;28.02.15;15:30;Dortmund;3–0;Schalke 04;79,500;Signal Iduna Park;Felix Zwayer;Match Report;
23;Sat;28.02.15;15:30;Leverkusen;1–0;Freiburg;28,624;BayArena;Robert Hartmann;Match Report;
23;Sat;28.02.15;15:30;Hoffenheim;2–0;Mainz 05;24,310;PreZero Arena;Peter Sippel;Match Report;
23;Sat;28.02.15;15:30;Hannover 96;1–1;Stuttgart;40,200;HDI-Arena;Wolfgang Stark;Match Report;
23;Sat;28.02.15;18:30;Eint Frankfurt;2–1;Hamburger SV;50,500;Commerzbank-Arena;Florian Meyer;Match Report;
23;Sun;01.03.15;15:30;M'Gladbach;2–0;Paderborn 07;53,152;Stadion im Borussia-Park;Michael Weiner;Match Report;
23;Sun;01.03.15;17:30;Werder Bremen;3–5;Wolfsburg;40,126;Weserstadion;Marco Fritz;Match Report;
;;;;;;;;;;;
24;Fri;06.03.15;20:30;Stuttgart;0–0;Hertha BSC;45,420;Mercedes-Benz Arena;Felix Brych;Match Report;
24;Sat;07.03.15;15:30;Augsburg;1–0;Wolfsburg;28,721;WWK Arena;Manuel Gräfe;Match Report;
24;Sat;07.03.15;15:30;Freiburg;0–1;Werder Bremen;24,000;Schwarzwald-Stadion;Deniz Aytekin;Match Report;
24;Sat;07.03.15;15:30;Schalke 04;3–1;Hoffenheim;60,607;Veltins-Arena;Bastian Dankert;Match Report;
24;Sat;07.03.15;15:30;Hannover 96;1–3;Bayern Munich;49,000;HDI-Arena;Tobias Welz;Match Report;
24;Sat;07.03.15;15:30;Hamburger SV;0–0;Dortmund;57,000;Volksparkstadion;Peter Gagelmann;Match Report;
24;Sat;07.03.15;18:30;Mainz 05;2–2;M'Gladbach;34,000;Opel Arena;Marco Fritz;Match Report;
24;Sun;08.03.15;15:30;Köln;4–2;Eint Frankfurt;50,000;RheinEnergieSTADION;Knut Kircher;Match Report;
24;Sun;08.03.15;17:30;Paderborn 07;0–3;Leverkusen;14,905;Benteler-Arena;Daniel Siebert;Match Report;
;;;;;;;;;;;
