Wk;Day;Date;Time;Home;xG;Score;xG;Away;Attendance;Venue;Referee;Match Report;Notes
13;Sat;25.11.17;15:30;RB Leipzig;1.2;2–0;1;Werder Bremen;40,172;Red Bull Arena;Sascha Stegemann;Match Report;
13;Sat;25.11.17;15:30;Dortmund;1.8;4–4;1.8;Schalke 04;80,179;Signal Iduna Park;Deniz Aytekin;Match Report;
13;Sat;25.11.17;15:30;Eint Frankfurt;0.6;0–1;1.1;Leverkusen;50,000;Commerzbank-Arena;Patrick Ittrich;Match Report;
13;Sat;25.11.17;18:30;M'Gladbach;2.4;2–1;1.9;Bayern Munich;54,018;Stadion im Borussia-Park;Manuel Gräfe;Match Report;
13;Sun;26.11.17;15:30;Hamburger SV;1.7;3–0;1.1;Hoffenheim;46,470;Volksparkstadion;Bastian Dankert;Match Report;
13;Sun;26.11.17;18:00;Köln;1.1;0–2;2;Hertha BSC;47,800;RheinEnergieSTADION;Bibiana Steinhaus;Match Report;
;;;;;;;;;;;;;
14;Fri;01.12.17;20:30;Freiburg;1.3;0–0;0.7;Hamburger SV;24,000;Schwarzwald-Stadion;Benjamin Brand;Match Report;
14;Sat;02.12.17;15:30;Bayern Munich;3.7;3–1;1.2;Hannover 96;75,000;Allianz Arena;Guido Winkmann;Match Report;
14;Sat;02.12.17;15:30;Hoffenheim;1.4;4–0;0.5;RB Leipzig;28,299;Dietmar-Hopp-Stadion;Daniel Siebert;Match Report;
14;Sat;02.12.17;15:30;Werder Bremen;1.1;1–0;1.1;Stuttgart;41,500;Weserstadion;Bastian Dankert;Match Report;
14;Sat;02.12.17;15:30;Leverkusen;2;1–1;0.8;Dortmund;30,210;BayArena;Robert Hartmann;Match Report;
14;Sat;02.12.17;15:30;Mainz 05;0.6;1–3;2.1;Augsburg;25,037;Opel Arena;Frank Willenborg;Match Report;
14;Sat;02.12.17;18:30;Schalke 04;2.5;2–2;1.8;Köln;61,761;Veltins-Arena;Tobias Stieler;Match Report;
14;Sun;03.12.17;15:30;Hertha BSC;1.1;1–2;0.5;Eint Frankfurt;38,781;Olympiastadion Berlin;Sören Storks;Match Report;
14;Sun;03.12.17;18:00;Wolfsburg;1.5;3–0;1.1;M'Gladbach;24,250;Volkswagen Arena;Benjamin Cortus;Match Report;
;;;;;;;;;;;;;
15;Fri;08.12.17;20:30;Stuttgart;0.4;0–2;1.5;Leverkusen;54,650;Mercedes-Benz Arena;Deniz Aytekin;Match Report;
15;Sat;09.12.17;15:30;Hamburger SV;1.3;0–0;0.1;Wolfsburg;45,226;Volksparkstadion;Christian Dingert;Match Report;
15;Sat;09.12.17;15:30;RB Leipzig;1.6;2–2;0.9;Mainz 05;32,817;Red Bull Arena;Patrick Ittrich;Match Report;
15;Sat;09.12.17;15:30;Eint Frankfurt;0.6;0–1;0.3;Bayern Munich;51,500;Commerzbank-Arena;Harm Osmers;Match Report;
15;Sat;09.12.17;15:30;Dortmund;1.9;1–2;1;Werder Bremen;81,160;Signal Iduna Park;Manuel Gräfe;Match Report;
15;Sat;09.12.17;18:30;M'Gladbach;1.4;1–1;1;Schalke 04;54,018;Stadion im Borussia-Park;Sascha Stegemann;Match Report;
15;Sun;10.12.17;13:30;Köln;1.5;3–4;3.3;Freiburg;45,100;RheinEnergieSTADION;Robert Kampka;Match Report;
15;Sun;10.12.17;15:30;Hannover 96;1.4;2–0;0.8;Hoffenheim;36,800;HDI-Arena;Markus Schmidt;Match Report;
15;Sun;10.12.17;18:00;Augsburg;1.2;1–1;0.6;Hertha BSC;26,641;WWK Arena;Martin Petersen;Match Report;
;;;;;;;;;;;;;
16;Tue;12.12.17;18:30;Wolfsburg;2.4;1–1;0.5;RB Leipzig;22,827;Volkswagen Arena;Guido Winkmann;Match Report;
16;Tue;12.12.17;20:30;Freiburg;1.7;1–0;0.4;M'Gladbach;23,800;Schwarzwald-Stadion;Deniz Aytekin;Match Report;
16;Tue;12.12.17;20:30;Hamburger SV;1.7;1–2;1.3;Eint Frankfurt;40,983;Volksparkstadion;Manuel Gräfe;Match Report;
16;Tue;12.12.17;20:30;Mainz 05;0.5;0–2;2;Dortmund;32,976;Opel Arena;Benjamin Brand;Match Report;
16;Wed;13.12.17;18:30;Hoffenheim;1.4;1–0;0.7;Stuttgart;30,150;Dietmar-Hopp-Stadion;Bibiana Steinhaus;Match Report;
16;Wed;13.12.17;20:30;Schalke 04;3.1;3–2;1.8;Augsburg;59,215;Veltins-Arena;Sven Jablonski;Match Report;
16;Wed;13.12.17;20:30;Leverkusen;2.6;1–0;0.4;Werder Bremen;26,620;BayArena;Tobias Stieler;Match Report;
16;Wed;13.12.17;20:30;Hertha BSC;2.5;3–1;2.6;Hannover 96;29,231;Olympiastadion Berlin;Robert Hartmann;Match Report;
16;Wed;13.12.17;20:30;Bayern Munich;2.7;1–0;0.3;Köln;75,000;Allianz Arena;Daniel Siebert;Match Report;
;;;;;;;;;;;;;
17;Fri;15.12.17;20:30;M'Gladbach;2.1;3–1;0.8;Hamburger SV;51,409;Stadion im Borussia-Park;Markus Schmidt;Match Report;
17;Sat;16.12.17;15:30;Köln;1.8;1–0;1.2;Wolfsburg;41,100;RheinEnergieSTADION;Benjamin Brand;Match Report;
17;Sat;16.12.17;15:30;Augsburg;2.5;3–3;1.7;Freiburg;26,345;WWK Arena;Christian Dingert;Match Report;
17;Sat;16.12.17;15:30;Werder Bremen;1.5;2–2;1;Mainz 05;39,000;Weserstadion;Benjamin Cortus;Match Report;
17;Sat;16.12.17;15:30;Eint Frankfurt;1.6;2–2;1.9;Schalke 04;50,600;Commerzbank-Arena;Robert Kampka;Match Report;
17;Sat;16.12.17;15:30;Stuttgart;1.2;0–1;2;Bayern Munich;58,885;Mercedes-Benz Arena;Patrick Ittrich;Match Report;
17;Sat;16.12.17;18:30;Dortmund;3.1;2–1;1.3;Hoffenheim;81,000;Signal Iduna Park;Harm Osmers;Match Report;
17;Sun;17.12.17;15:30;Hannover 96;2.4;4–4;2.5;Leverkusen;32,800;HDI-Arena;Sören Storks;Match Report;
17;Sun;17.12.17;18:00;RB Leipzig;2.3;2–3;1.2;Hertha BSC;36,109;Red Bull Arena;Frank Willenborg;Match Report;
;;;;;;;;;;;;;
18;Fri;12.01.18;20:30;Leverkusen;0.7;1–3;1.6;Bayern Munich;30,210;BayArena;Daniel Siebert;Match Report;
18;Sat;13.01.18;15:30;Hannover 96;2.8;3–2;0.6;Mainz 05;34,500;HDI-Arena;Bastian Dankert;Match Report;
18;Sat;13.01.18;15:30;Eint Frankfurt;1.9;1–1;0.2;Freiburg;45,300;Commerzbank-Arena;Sascha Stegemann;Match Report;
18;Sat;13.01.18;15:30;Stuttgart;0.4;1–0;1;Hertha BSC;57,181;Mercedes-Benz Arena;Felix Brych;Match Report;
18;Sat;13.01.18;15:30;Werder Bremen;1.6;1–1;1.4;Hoffenheim;37,500;Weserstadion;Robert Hartmann;Match Report;
18;Sat;13.01.18;15:30;Augsburg;1.8;1–0;0.7;Hamburger SV;30,087;WWK Arena;Manuel Gräfe;Match Report;
18;Sat;13.01.18;18:30;RB Leipzig;2.6;3–1;0.4;Schalke 04;42,558;Red Bull Arena;Deniz Aytekin;Match Report;
18;Sun;14.01.18;15:30;Köln;0.9;2–1;2;M'Gladbach;50,000;RheinEnergieSTADION;Felix Zwayer;Match Report;
18;Sun;14.01.18;18:00;Dortmund;2.4;0–0;1.4;Wolfsburg;80,600;Signal Iduna Park;Tobias Stieler;Match Report;
